,Feature,Importance
621,Material_Keramik,0.14365314
644,Material_gemischt,0.10159589
626,Material_Metall,0.067975916
536,Subcategory_Baustoffe,0.057261154
514,Condition_gebraucht,0.047481887
620,Material_Holz,0.045259178
521,Condition_neuwertig,0.03878905
516,"Condition_gebraucht, gereinigt & geprüft",0.03716747
615,Material_Glas,0.031209834
636,Material_Stahl,0.029493306
518,Condition_like new,0.023218151
0,LastPrice,0.02274912
515,Condition_gebraucht & gereinigt,0.020400258
520,Condition_mixed,0.018450424
623,Material_Kunststoff,0.017049806
628,Material_Mixed,0.016332151
643,Material_Wood,0.013326252
625,Material_Metal,0.013113696
525,"Condition_used, cleaned & tested",0.011313581
207,Swiss_Raw_Glassware,0.011221124
610,Material_Ceramic,0.010154991
687,third_level_Trim products,0.009417393
616,Material_Glass,0.009339231
528,Subcategory_Apparate & Geräte,0.008438947
1,Quantity,0.008438409
617,Material_Glass-ceramics,0.008187878
654,"second_level_Door, Windows, Gates",0.008077436
632,Material_Plastic,0.007834909
645,Energy_Efficiency_A,0.0066333893
605,Material_Aluminum,0.0061836527
524,Condition_used & cleaned,0.0061240215
667,third_level_Headwall and swale inlet products,0.0050394684
631,Material_Other,0.005019459
575,Subcategory_Möbel,0.004908344
2,Length,0.004839841
638,Material_Steel,0.0045955675
11,Category_Sonstiges,0.004488386
640,Material_Stone,0.004421798
529,Subcategory_Armaturen,0.0042412197
611,Material_Chrome steel,0.004174313
3,Width,0.004087708
557,Subcategory_Heizkörper,0.0040046754
672,third_level_Other,0.003701198
544,Subcategory_Einrichtungen,0.003574406
523,Condition_used,0.0034880808
677,third_level_Sanitary fittings and accessories,0.003419342
689,third_level_Walling units,0.0033882146
655,"second_level_Floors, Ceiling",0.0032932349
581,Subcategory_Steinbeläge,0.0030635414
5,Category_Baustoffe & Werkzeuge,0.0030603767
656,second_level_Furnishings,0.0030461526
591,Subcategory_WC-Anlagen,0.0030450616
668,"third_level_Lighting columns, brackets and bollards",0.0030287309
652,"second_level_Blocks, Panels, Fences, Bricks",0.0028855791
558,Subcategory_Holzbeläge,0.002850056
543,Subcategory_Einbauküchen,0.0028500077
340,Swiss_Raw_Refrigerators,0.0028103676
8,Category_Gebäudehülle & Konstruktion,0.002458198
681,third_level_Space heating and cooling products,0.0024204387
664,third_level_Glass blocks and panels,0.0024197444
597,Subcategory_Waschtisch & Lavabos,0.002415891
4,Category_Ausbau,0.0023411168
361,Swiss_Raw_Sedge,0.0023068958
637,Material_Stainless steel,0.002298688
9,Category_Gebäudetechnik & Sanitär,0.0022611762
12,Category_Umgebung,0.0022455906
680,third_level_Shaft-lining products,0.002242127
674,third_level_Prefabricated buildings and structures,0.0022420585
612,Material_Compound,0.0022398017
657,second_level_Other,0.0021798662
30,Swiss_Raw_Arrises,0.0020490026
660,third_level_Fastener products,0.0019348586
673,third_level_Power and lighting outlet products,0.0019233176
653,"second_level_Covering, Finish",0.0018609065
663,third_level_Furnishings,0.0016385886
580,Subcategory_Spülen,0.001539618
511,Condition_cleaned & tested,0.001339187
539,Subcategory_Dachhaut,0.0012311424
592,Subcategory_WCs - Toiletten,0.0012150173
334,Swiss_Raw_Radiators,0.0011487581
661,"third_level_Floor plates, gratings and edgings",0.0008312242
448,Swiss_Raw_Urinal dividers,0.0
430,Swiss_Raw_Toilet brush holders,0.0
431,Swiss_Raw_Toilet paper dispensers,0.0
451,Swiss_Raw_Vapour meters,0.0
450,Swiss_Raw_Vanity and washroom furniture,0.0
449,Swiss_Raw_Urinal flush pipes,0.0
447,Swiss_Raw_Urinal cisterns,0.0
439,Swiss_Raw_Trellises,0.0
445,Swiss_Raw_Unit heaters,0.0
432,Swiss_Raw_Toilet showers,0.0
446,Swiss_Raw_Up-and-over doorsets,0.0
438,Swiss_Raw_Trees,0.0
444,Swiss_Raw_Unframed glass mirrors,0.0
443,Swiss_Raw_Under-mounted washbasins,0.0
433,Swiss_Raw_Tool chests,0.0
434,Swiss_Raw_Tool dispensers,0.0
435,Swiss_Raw_Towels,0.0
442,Swiss_Raw_Turbo blowers,0.0
441,Swiss_Raw_Turbine air motors,0.0
436,Swiss_Raw_Traction motors,0.0
452,Swiss_Raw_Vault doors,0.0
437,Swiss_Raw_Trap switches,0.0
440,Swiss_Raw_Trickle vents,0.0
669,third_level_Masonry walling units,0.0
453,Swiss_Raw_Vehicle hoists,0.0
477,Swiss_Raw_Water extraction presses,0.0
471,Swiss_Raw_Washbasin spouts,0.0
472,Swiss_Raw_Washer compactors,0.0
473,Swiss_Raw_Washers,0.0
474,Swiss_Raw_Washing products,0.0
475,Swiss_Raw_Waste bins,0.0
476,Swiss_Raw_Water conditioners,0.0
478,Swiss_Raw_Water heaters,0.0
454,Swiss_Raw_Veneers and facings,0.0
479,Swiss_Raw_Water hoses,0.0
480,Swiss_Raw_Water strainers,0.0
481,Swiss_Raw_Water treatment products,0.0
482,Swiss_Raw_Water-sensing cables,0.0
483,Swiss_Raw_Weatherproof equipment enclosures,0.0
484,Swiss_Raw_Wheels,0.0
470,Swiss_Raw_Wash troughs,0.0
469,"Swiss_Raw_Wash basin, soap dispenser and hand dryer units",0.0
