,Nr,URL,Title,Category,Subcategory,Saved,LastUpOn,Description,Zustand,FirstPrice,FirstAvailable,MinAmount,Location,Hersteller,Properties,FirstPriceNumeric,FirstAvailableNumeric,LastPriceNumeric,LastAvailableNumeric,LastPrice,LastAvailable,Sold,SoldAfter,Imagefile,material_emb,German_Raw,German_Code,first_level,second_level,third_level,SoldAfterDays,StockChange
0,121613,https://restado.de/baustoff/eigenbau/,Eigenbau,Türen & Zargen,Außentüren,2023-01-09,,Biete hier eine Hauseingangstür Eigenbau Massivholz zum Verkauf. Drei Fach Verriegelung Komplett mit Zarge Top Zustand,Neuwertig,1€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-04539 Groitzsch,,"{""Material Türblatt"": ""Holz"", ""Oberfläche Türblatt"": ""Massivholz"", ""Material Türzarge"": ""Holz"", ""Türzargen-Art"": ""Umfassungszarge"", ""Oberfläche Türzarge"": ""Massivholz""}",1.0,1.0,1.0,1.0,1€ (VB) / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2023/03/3507867b-16779951035331310211834540922170-scaled.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
1,120516,https://restado.de/baustoff/stabile-holztuer/,Stabile Holztür,Türen & Zargen,Außentüren,2023-01-09,1673568000000.0,,,,,,,,,,,,,,,1.0,345600000.0,['https://restado.de/wp-content/uploads/products/2023/02/140e4cbf-20230216_085248-scaled.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,4.0,
2,119623,https://restado.de/baustoff/haustuere-2-teilig-schueko/,Haustüre -teilig,Türen & Zargen,Außentüren,2023-01-09,1684972800000.0,"Hochwertige Terrassen-/Balkontüre wurde einmal eingebaut und wegen Fehlkauf sofort wieder ausgebaut und gut gelagert. Nur normale Einbauspuren vorhanden. Abmessungen usw siehe Datenblatt. Privatverkauf, keine Garantien/Rückanhmen o.ä.",Neu,2.300€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-50678 Cologne,,{},2300.0,1.0,2300.0,1.0,2.300€ (VB) / Stück,1 Stück verfügbar,1.0,11750400000.0,['https://restado.de/wp-content/uploads/products/2023/01/ac4e0b7e-43802fe3-e140-4345-bf18-8f27d3be0607.jpeg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,136.0,0.0
3,117860,https://restado.de/baustoff/bayerwald/,Bayerwald,Türen & Zargen,Außentüren,2023-01-09,,Biete eine Bayerwald Holzhaustüre (Ausstellung) an. Die Haustüre hat eine 17 Fach verriegelung und ist neu.,Neu,999€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-96199 Zapfendorf,,"{""Material Türblatt"": ""Glas"", ""Anschlag"": ""DIN Links"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Material Türzarge"": ""Holz"", ""Türzargen-Art"": ""Blockzarge"", ""Türzargen-Ausführung"": ""Stumpf"", ""Schlossart"": ""Profilzylinder"", ""Oberfläche Türzarge"": ""Glas"", ""Farbe Türblatt"": ""Kiefer"", ""Farbe Türzarge"": ""Kiefer""}",999.0,1.0,999.0,1.0,999€ (VB) / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/12/c1061952-20221220_095339-scaled.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
4,117707,https://restado.de/baustoff/tuer-7/,Tür,Türen & Zargen,Außentüren,2023-01-09,, ,Gebraucht,200€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-10557 Berlin,,"{""Material Türblatt"": ""Holz"", ""Anschlag"": ""DIN Links"", ""Material Türzarge"": ""Stahl"", ""Schlossart"": ""Profilzylinder""}",200.0,1.0,200.0,1.0,200€ (VB) / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/12/8284bc77-img-20221213-wa0001.jpg', 'https://restado.de/wp-content/uploads/products/2022/12/a4c9c07a-img-20221213-wa0005.jpg', 'https://restado.de/wp-content/uploads/products/2022/12/e77c4598-img-20221213-wa0004.jpg']",Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
5,116739,https://restado.de/baustoff/alte-haustuer/,alte Haustür,Türen & Zargen,Außentüren,2023-01-09,1674000000000.0,,,,,,,,,,,,,,,1.0,777600000.0,"['https://restado.de/wp-content/uploads/products/2022/11/b123618c-tuer3.jpg', 'https://restado.de/wp-content/uploads/products/2022/11/2960cd4c-tuer1.jpg', 'https://restado.de/wp-content/uploads/products/2022/11/4bdadaa3-tuer2.jpg', 'https://restado.de/wp-content/uploads/products/2022/11/073bc35c-haustuer.jpg']",Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,9.0,
6,111621,https://restado.de/baustoff/ture-hoerman/,Ture Hörman,Türen & Zargen,Außentüren,2023-01-09,," der ganze Satz. Griff, Gummi, Rahmen, Stahltür  Alles ist in den Bildern beschrieben",Neu,650€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-76534 Baden-Baden,Hörmann,"{""Material Türblatt"": ""Stahl"", ""Anschlag"": ""DIN Links"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Material Türzarge"": ""Stahl"", ""Türzargen-Art"": ""Umfassungszarge""}",650.0,1.0,650.0,1.0,650€ (VB) / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/08/f6ee1207-0da9e8de-bfc6-4f0a-a94f-a350643ece2a.png'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
7,108773,https://restado.de/baustoff/antike-haustuer-1-flg-gruenderzeit/,Antike Haustür -flg . Gründerzeit,Türen & Zargen,Außentüren,2023-02-16,,"Gründerzeit-Haustür aus Eiche, 1-flg., üppig verziert, mit 2 schmiedeeisernen Gittern. Provenienz Hannover.",Gebraucht,7.400€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Türblatt-Ausführung"": ""Stumpf"", ""Oberfläche Türblatt"": ""Massivholz"", ""Schlossart"": ""Profilzylinder"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""94 cm"", ""Türblatt-Höhe"": ""204 cm""}",7400.0,1.0,7400.0,1.0,7.400€ / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/07/249eec40-antike-tueren-gruenderzeit-antike-haustueren-5295-3.jpg', 'https://restado.de/wp-content/uploads/products/2022/07/d45b1663-antike-tueren-gruenderzeit-antike-haustueren-5295-0.jpg']",Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
8,108792,https://restado.de/baustoff/historische-haustuer-klassizismus/,Historische Haustür Klassizismus,Türen & Zargen,Außentüren,2023-01-09,,"Klassizistische Haustür aus Eiche, 1-flg., mit großen kannelierten Halbrosetten in Fächerform verziert.",Gebraucht,7.900€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Anschlag"": ""DIN Links"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Schlossart"": ""Profilzylinder"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""107 cm"", ""Türblatt-Höhe"": ""205 cm""}",7900.0,1.0,7900.0,1.0,7.900€ / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/07/0724817b-antike-tueren-klassizismus-antike-haustueren-5297-0.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
9,108817,https://restado.de/baustoff/antike-haustuer-jugendstil/,Antike Haustür Jugendstil,Türen & Zargen,Außentüren,2023-01-09,,"Einflügel-Haustür mit wunderschön geschnitzten floralen Verzierungen, Sprossenfenster und Rundbogen.",Gebraucht,5.500€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Fichte"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Farbe Türblatt"": ""holzfarben"", ""Türblatt-Breite"": ""96 cm"", ""Türblatt-Höhe"": ""214 cm""}",5500.0,1.0,5500.0,1.0,5.500€ / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/07/835166fc-antike-tueren-jugendstil-antike-haustueren-5311-3.jpg', 'https://restado.de/wp-content/uploads/products/2022/07/67455cf1-antike-tueren-jugendstil-antike-haustueren-5311-0.jpg']",Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
10,108804,https://restado.de/baustoff/antike-haustuer-gruenderzeit-1-flg/,Antike Haustür Gründerzeit -flg .,Türen & Zargen,Außentüren,2023-01-10,,"Antike Gründerzeit-Haustür, 1-flg., aus Eiche, mit 2 schmiedeeisernen Gittern. Restauriert.",Gebraucht,5.400€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Türblatt-Ausführung"": ""Stumpf"", ""Oberfläche Türblatt"": ""Massivholz"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""90 cm"", ""Türblatt-Höhe"": ""213 cm""}",5400.0,1.0,5400.0,1.0,5.400€ / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/07/e380a42c-antike-tueren-gruenderzeit-antike-haustueren-5300-0.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
11,108810,https://restado.de/baustoff/antike-haustuer-gruenderzeit-1-flg-2/,Antike Haustür Gründerzeit -flg .,Türen & Zargen,Außentüren,2023-05-02,,"Antike Gründerzeit-Haustür, 1-flg., aus Eiche, mit 2 schmiedeeisernen Gittern. Restauriert.",Gebraucht,5.500€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""108 cm"", ""Türblatt-Höhe"": ""206,5 cm""}",5500.0,1.0,5500.0,1.0,5.500€ / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/07/11b18ebe-antike-tueren-gruenderzeit-antike-haustueren-5301-0.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
12,108798,https://restado.de/baustoff/antike-haustuer-historismus-1-flg/,Antike Haustür Historismus -flg .,Türen & Zargen,Außentüren,2023-01-09,,"Antike Haustür aus der Zeit des Historismus, aus Eiche, mit zwei schmiedeeisernen Gittern.",Gebraucht,4.400€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Schlossart"": ""Profilzylinder"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""93,5 cm"", ""Türblatt-Höhe"": ""194 cm""}",4400.0,1.0,4400.0,1.0,4.400€ / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/07/922efe86-antike-tueren-historismus-antike-haustueren-5299-0.jpg'],Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
13,108832,https://restado.de/baustoff/antike-haustuer-1-flg-gruenderzeit-2/,Antike Haustür -flg . Gründerzeit,Türen & Zargen,Außentüren,2023-01-09,,"Gründerzeit-Haustür aus Eiche, 1-flg., üppig verziert und beschnitzt, u.a. mit Baldachin und Messingrosetten, mit einem schmiedeeisernen Gitter. Provenienz Kaiserslautern.",Gebraucht,7.900€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-35447 Reiskirchen,original antike Handarbeit,"{""Material Türblatt"": ""Eiche"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Massivholz"", ""Farbe Türblatt"": ""holzfarben Eiche"", ""Türblatt-Breite"": ""88,5 cm"", ""Türblatt-Höhe"": ""222 cm""}",7900.0,1.0,7900.0,1.0,7.900€ / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/07/0122cac1-antike-tueren-gruenderzeit-antike-haustueren-5340-3.jpg', 'https://restado.de/wp-content/uploads/products/2022/07/10bef1bb-antike-tueren-gruenderzeit-antike-haustueren-5340-0.jpg']",Architectural glass,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Glass blocks and panels,,0.0
