,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
92,Autre aménagement extérieur,50.0,Decorative aggregates,Garden furnishings,1.0,230.0,"['ad32e5a1-dc74-4e3b-b357-2309ca31049b.jpeg', '12311e74-66fb-4262-bb44-ae11d5f6f292.jpeg']",Furnishings,Furnishings,Furnishings,,,
131,Autre aménagement extérieur,5.0,Decorative aggregates,Garden furnishings,1.0,465.0,['6cbe1878-d98b-42cc-86bd-c4cbf76ca364.jpg'],Furnishings,Furnishings,Furnishings,,,
198,Autre aménagement extérieur,5.0,Decorative aggregates,Garden furnishings,1.0,465.0,['0dfb88b2-d9e8-4205-993a-aa5a6c902e0f.jpg'],Furnishings,Furnishings,Furnishings,,,
232,Autre aménagement extérieur,30.0,Decorative aggregates,Garden furnishings,1.0,230.0,"['76d6b144-3595-4360-8544-49e38a4c6215.jpeg', 'db4241ce-dc65-4c9a-b979-80a9495dcf6e.jpeg']",Furnishings,Furnishings,Furnishings,,,
427,Autre aménagement extérieur,30.0,Decorative aggregates,Garden furnishings,1.0,230.0,"['4bbae28c-4625-4f6f-9a6d-ba438e4e58b1.jpeg', '2f493ba6-038a-41a9-8fb7-4257f03413a7.jpeg']",Furnishings,Furnishings,Furnishings,,,
5780,Fenster für Gartenhaus,,Architectural glass,Garden furnishings,1.0,265.0,_dsc7884_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,4.5,66.2,132.4
5807,Hochwertige Gartenmöbel / Terrassenmöbel,,Decorative aggregates,Garden furnishings,1.0,265.0,11_%281%29_570x570.jpg,Furnishings,Furnishings,Furnishings,,,
5900,Fenster für Gartenhaus,,Architectural glass,Garden furnishings,1.0,111.0,_dsc7758_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,,,
6170,Hochwertiges Gartenhaus,,Grass,Garden furnishings,1.0,173.0,img_20221023_134410_%281%29_570x570.jpg,Furnishings,"Blocks, Panels, Fences, Bricks",Furnishings,500.0,580.0,330.0
7450,Bodenplatten Feinsteinzeug für Terrasse oder Garten,,Granular soil,Garden furnishings,0.0,4.0,,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",90.0,60.0,2.0
