,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
6,Dalle luminaire,15.0,Silt,Pendant luminaires,1.0,391.0,"['3206e9d5-f579-49f5-8fee-5e9b9167319b.JPG', '7284acf2-ebbe-4711-9812-e1ad5533d836.JPG', '83257f69-e432-4b2e-84b4-861c976223e7.JPG', '22558311-edfe-427c-927e-30be4dc5ba40.PNG', 'c18bffcd-891d-4076-8489-d91c03a61078.PNG']",Openings,Other,"Lighting columns, brackets and bollards",,,
17,Dalle luminaire type grille,20.0,Lignite,Pendant luminaires,0.0,537.0,['0986e7bc-a635-4a3d-a386-b680904e780d.jpg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
31,Lampe d'extérieur rurale poteau gris,190.0,Sitka spruce,Pendant luminaires,1.0,255.0,"['080a9453-ad84-4fd8-9c58-a0d748fb32ac.jpeg', '947e9764-7855-4d50-9f57-a8d023fd1d0f.jpeg', '62caa3a5-2327-43c6-ad5d-c7d33aec697e.jpeg']",Other,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
64,Plafonnier encastré circulaire,15.0,Pisé,Pendant luminaires,1.0,111.0,['66e823a3-32a9-4369-a254-46705867e868.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
76,Dalle de faux plafond,7.0,Silt,Pendant luminaires,1.0,279.0,['689c38c1-2761-4d7f-bb8f-1952d7e48c6e.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,,
86,Luminaire cristal suspendu,20.0,Crystal glass,Pendant luminaires,1.0,169.0,['cb0210b2-b6f7-4a47-b03f-4ce4a03c0b64.png'],Other,Other,Glass blocks and panels,,,
121,Cloison semi vitrée,40.0,Sitka spruce,Pendant luminaires,0.0,887.0,"['420978b3-ee9b-41d0-bbae-d599d3abd8a4.jpg', '3fc5cd92-5ebd-43dc-a467-0ecb0222747e.jpg', '2d38d020-7b37-4de5-8dbf-170d3f679534.jpg']","Wall, Barriers, Pannels","Covering, Finish",Glass blocks and panels,,,
153,Plafonnier néon trame,10.0,Sitka spruce,Pendant luminaires,1.0,217.0,['b94485dd-363d-4fd5-91fb-f9f262f9da15.jpg'],Technical elements,Other,"Lighting columns, brackets and bollards",,,
156,Lanterneau de désenfumage,200.0,Sitka spruce,Pendant luminaires,0.0,527.0,"['fdc5f487-829d-48af-94c7-3a835dead257.jpeg', 'aa4af136-4aab-41b7-872a-559a73efb279.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling",Power and lighting outlet products,,,
210,Dalle luminaire,18.0,Silt,Pendant luminaires,1.0,73.0,"['2a760d80-17d6-494c-b84c-9af695c65e82.jpeg', '36d24a82-6092-43ec-a9e4-aca698c2ec05.jpeg', 'b603f273-c3cf-47d6-b8af-0e1ec4539381.jpeg']",Openings,Other,"Lighting columns, brackets and bollards",,,
