,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
33,Vasque simple encastrée,100.0,Sitka spruce,Lacquers,1.0,139.0,"['15677621-7bc9-460e-8df8-32af78713896.jpeg', '29f82826-3472-4033-8825-225291497063.jpeg', '6ec2b808-836a-4c05-9946-f247a98291b3.jpeg', 'aedf4a5b-2ed3-480a-b46c-6c3022ee6be8.jpeg', 'a66418a7-2039-41f0-97d7-c78a4d0c176b.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
41,Moquette dalle,5.0,Granule,Lacquers,1.0,175.0,['50d9e8d5-a9e7-485b-ba99-d6624952cb7a.png'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
71,Dalles moquette,3.0,Granule,Lacquers,1.0,87.0,['6f39e483-a2ba-436b-9d73-a5e67288e1d5.jpg'],"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
103,Moquette dalle,5.0,Granule,Lacquers,1.0,175.0,['af993a14-5465-4b0b-a87b-890604ede7ab.png'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
295,Dalles moquette,3.0,Granule,Lacquers,1.0,87.0,['52ab5060-ea38-4de7-be6e-2124e27d9805.jpg'],"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
373,Vasque simple encastrée,35.0,Sitka spruce,Lacquers,1.0,230.0,['28964173-0f60-4546-9b32-1de6d6da77fa.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
390,jumelée avec,650.0,Encaustic,Lacquers,0.0,782.0,"['2548a79f-ef2f-4eda-a984-59c950ff5ff0.jfif', '459bf981-5d59-4c22-8ceb-73f8fb09e8f4.jfif']","Wall, Barriers, Pannels","Covering, Finish",Trim products,,,
410,Vasque posée,30.0,Pisé,Lacquers,1.0,465.0,"['49027274-3706-47c9-9364-8847f753e27f.jpg', 'c06c2e2e-e835-4c14-ad47-225cdb860d86.jpg', '97299389-6951-4b62-8360-df1964bd9226.jpg']","Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,,,
494,Sol souples - lames plombantes type,9.0,Lignite,Lacquers,1.0,38.0,"['b4928dc4-50cb-4c3b-b0c8-fcde10a196d0.png', '0c5c5555-8cc6-457a-9007-adcff3fb1ff0.png', '56706861-feab-4501-b5d7-340d64fdb250.png', '705b59b0-8d37-4d22-bedc-7c36f1d08c1e.jpeg', '13e17de5-ff94-459c-b0b6-90afd5a172a2.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Fastener products,,,
513,Vasque simple encastrée,35.0,Sitka spruce,Lacquers,1.0,95.0,['2b4a76f3-f9fe-4ef3-8bcc-6b21ff26cd99.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
605,Armoire à extincteurs,25.0,Encaustic,Lacquers,0.0,409.0,['f0f599a0-90c6-4147-906a-efc81e11dcbe.jpeg'],"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,,,
626,Sèche-cheveux,35.0,Sitka spruce,Lacquers,1.0,230.0,"['db5a534d-0ebc-4676-8049-e3ac244dbc74.jpeg', 'e99123e9-add4-4916-91a0-bbea853c1aef.jpeg']","Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
633,Vasque simple encastrée,35.0,Sitka spruce,Lacquers,1.0,95.0,['9e851561-4a26-4825-bbb1-4c6d0e251b4d.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
656,Vasque simple encastrée,50.0,Sitka spruce,Lacquers,1.0,127.0,['5421c992-44af-4b46-a883-7a0a9f2ca3e2.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
722,Etagère en aggloméré,30.0,Lignite,Lacquers,1.0,41.0,"['8394bf68-be14-4d80-b288-407efd17b712.png', 'a10b73ae-f127-43b2-9d6e-80ffa088283b.png']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
765,Sèche-cheveux,35.0,Sitka spruce,Lacquers,1.0,230.0,"['1d5316fc-99ba-40e7-b1ff-10344ef252d5.jpeg', '10d55e61-4f45-41dc-b6b0-a16ddf1f8fae.jpeg']","Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
783,Moquette dalle,5.0,Granule,Lacquers,1.0,175.0,"['d05e4fd2-2214-4fb7-81d0-d87ad321dafc.png', '7d147c7c-51f8-434b-a3fb-7812d173e5b4.png']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
812,Joint pour cloison,0.0,Encaustic,Lacquers,0.0,429.0,['221b1277-da79-48be-ae57-6ae857926fc4.png'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
882,Vasque simple encastrée,30.0,Sitka spruce,Lacquers,1.0,200.0,['f4cb298b-fc61-499c-a810-ca414ae2c0f2.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
887,Vasque simple encastrée,30.0,Sitka spruce,Lacquers,1.0,216.0,"['d59a3ffe-7a00-43f3-8188-d64c26a7b81b.jpeg', '934466c4-bab4-4246-9826-6c9bd1d658d0.jpeg', 'e667ed82-5ebf-4e2f-9bf4-23e1af84c3af.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
930,Etagère en aggloméré,30.0,Lignite,Lacquers,1.0,-2.0,"['ce5fddc0-bd8a-4534-8078-df8e31cce0d1.png', '1a28ddfa-b93b-4ca3-a4c2-d9f0e08c209b.png']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
980,Cloison coulissante _ Cloison pliante,80.0,Lignite,Lacquers,1.0,11.0,"['3242d0cc-0962-4440-9c7d-47d1462b74bd.jpeg', '34a31f1c-3b95-4244-9d34-0e36cf13cbea.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
1018,Vasque simple encastrée,52.0,Sitka spruce,Lacquers,1.0,224.0,"['be1e624f-a7e5-40fe-ac58-b4ed21aabbb4.jpeg', '3282313f-8bd5-4d67-84d3-9f28300f4082.jpeg', '696fbcfb-00f8-43f9-bb78-1df879ae779a.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1073,Cloison fixe épaisse,80.0,Encaustic,Lacquers,1.0,126.0,"['4e695c43-4d6f-4557-ba75-e0e646650578.jpeg', '5fa31887-147d-46c0-a511-e531f4d86c36.jpeg', '9e6ea664-8685-4e6f-bdce-4a42dcb339a2.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
1117,Vasque simple encastrée,52.0,Sitka spruce,Lacquers,1.0,224.0,"['293274cf-c4cb-47fe-8a0b-e50978f3eb5f.jpeg', '186591b5-00fc-487b-9352-7433622eb9fb.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1139,Sols souples en Vinyle,5.0,Vinyl ester resin,Lacquers,1.0,224.0,"['1a17368a-8b30-4df5-b719-e4dc23b2ec22.jpeg', '21fc30c5-cddc-401b-9c84-c99d203e155b.jpeg', '849c145c-fdd2-4fc6-b357-133fdb44e04c.jpeg']",Technical elements,"Covering, Finish","Non-rigid sheet, mat and strip covering and finish products",,,
1171,Moquette dalle,5.0,Granule,Lacquers,1.0,11.0,"['322ae60b-022c-44bc-987d-b2583d645df3.jpeg', 'e6bccbc7-6376-470c-966a-c2237c49e614.jpeg', 'beeef47c-f322-4ca9-af16-dc68d965e989.jpeg', '7178d8f4-2696-4924-9540-3a108a3c6b35.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
1205,Clôture extérieure,180.0,Sitka spruce,Lacquers,1.0,125.0,"['997d170f-0cf9-4843-b861-47c24bdf929c.jpeg', 'ca511bf7-adb7-4efb-ac94-753c1219904e.jpeg', 'b5b83281-3e01-4d71-b8d3-105e16cd77c1.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1290,Vasque simple encastrée,30.0,Sitka spruce,Lacquers,1.0,496.0,['b9cee18c-0e63-4fbd-8731-8ae45ce8c135.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1306,Vasque simple encastrée,30.0,Sitka spruce,Lacquers,1.0,11.0,"['88bcd9b6-3958-45b1-8432-55a99baf598a.jpeg', '2c433ac2-74a3-4fab-98e8-1513c78f240a.jpeg', '67d5928e-5178-4ca1-9bc4-91dda1f5d096.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1332,Vasque simple encastrée,52.0,Sitka spruce,Lacquers,1.0,224.0,"['7ce2352f-d33b-4515-845d-1891ddbf9c8f.jpeg', '86c5aefa-77b0-4777-aef0-0922e27237e9.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
1361,Charpente lourde,45.0,Lignite,Lacquers,1.0,18.0,"['f96e379f-a59c-4349-bb8f-3587877cc7fb.jpeg', '1018ac87-8ce5-4135-9164-a83c068b3d61.jpeg', '8de8ee04-65e1-402e-817c-49841ee4bd5d.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1387,Vasque simple encastrée,50.0,Sitka spruce,Lacquers,0.0,354.0,"['618d3906-fc37-4260-938f-2023bf3a85fd.jpeg', 'd6c03a79-65bd-458a-be31-b4a28d032aac.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories,,,
