,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
242,Moquette rouleau grise claire tachetée,7.0,Sitka spruce,Scagliola,1.0,104.0,"['4b9cb9c5-bd5a-4586-bf22-494f9a1d71d2.jpeg', '1113e793-0aef-4c64-b5cc-dcfd123a023a.jpeg', '09f93cfc-b4c4-4347-bf8d-2b77a34061db.jpeg', '0c7615bd-db7e-4f9b-9aa8-cf4e74db1762.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
283,Panneaux de stratifié,15.0,Lignite,Scagliola,1.0,41.0,"['5d95696a-428e-4bc2-89ca-6f456df2355b.png', '49b7f6b3-a938-4e76-8396-e3285d17a182.png']","Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",,,
463,Lot de caillebotis,20.0,Pisé,Scagliola,0.0,528.0,"['2fbe5e2e-297a-43ac-a8fb-1dbc8f5f7d19.JPG', '9d7b2e83-ce04-4b98-8c0d-48e2f5bbe9a9.JPG', '3b934290-df26-4dcb-bcde-13dab55bc64e.JPG', '6cc856e7-9cf8-4389-ba22-dca4c17f096f.JPG']","Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",,,
508,Châssis vitrée fixe,40.0,Sitka spruce,Scagliola,1.0,46.0,['0be5414e-47be-478c-9208-a1c9b5ed88f8.jpg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
688,Echelle à crinoline,150.0,Lignite,Scagliola,1.0,80.0,"['dbed269f-3c58-4a54-8573-35ba11f29703.jpeg', 'a61ffc73-3be0-4788-a6a3-3dfed44cec24.jpeg']","Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",,,
699,Boisseau en terre cuite,5.0,Granule,Scagliola,0.0,1027.0,"['b369691d-391e-4d37-9db9-f85506a0a721.jpg', '22b059ca-36b9-4f11-92d5-bd2196fb02f1.jpg', '51835d78-ec6a-4d98-b6b7-a6c19a824790.jpg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,
744,Caisson de soufflage,114.0,Pisé,Scagliola,1.0,70.0,['4d92257d-2a2f-4346-b33d-f3ba6c4c859a.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
924,Panneaux de stratifié,15.0,Lignite,Scagliola,1.0,-2.0,"['e49aae1e-2051-4ae5-ab6c-f2c4843c3668.png', '4bbdbda0-5e0b-4799-82b2-c8aca1f135c4.png']","Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",,,
1278,Fauteuil vissé au sol,40.0,Pisé,Scagliola,1.0,125.0,['06b91c6d-d6d2-48bd-aabb-0117804ee7b6.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling","Floor plates, gratings and edgings",,,
1616,Fauteuil vissé au sol,51.0,Pisé,Scagliola,0.0,328.0,"['97ecd051-db05-4f84-8ecf-541f01716eee.jpeg', '84bc1bee-be9c-4d66-9aff-7dca7107974d.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling","Floor plates, gratings and edgings",,,
1799,Caisson de soufflage,0.0,Pisé,Scagliola,1.0,142.0,['e3b0b8d9-b49b-4db4-9358-095df46bb8d1.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2020,Lame de terrasse déclassé,21.0,Gravel,Scagliola,1.0,128.0,"['8f0586b2-1370-4801-85dd-a3887b4c1883.jpg', '2c8a9ab0-bf75-4cf4-a5ac-e7442c71f97f.jpg', 'ff613a69-bd62-4ce6-8dac-91c7103a797a.jpg', '72db3188-9df9-44b0-9f32-e5b1483dc8ff.jpg']","Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks",Prefabricated buildings and structures,,,
2021,Caisson de soufflage,0.0,Pisé,Scagliola,1.0,124.0,['c07e8a4c-55c1-4ad4-abee-9919dc122b5a.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2503,Caisson de soufflage,1000.0,Pisé,Scagliola,1.0,100.0,"['c25cbdcd-0871-4069-ad07-212117e0a6b4.jpeg', '559227f5-3575-48f8-badd-15bedda0985a.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2837,Dalle de moquette en rouleau,7.0,Sitka spruce,Scagliola,0.0,208.0,['cc3570c6-3f39-4726-9fc2-243a64ffc766.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2971,Caisson de soufflage,65.0,Pisé,Scagliola,0.0,200.0,"['bad99b6b-f46e-4bc5-ab13-7a019dc14594.jpeg', 'db43bc59-8241-4f69-a632-e08909705cf6.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2987,Dalle de moquette en rouleau,7.0,Sitka spruce,Scagliola,0.0,208.0,"['95fa445e-77b7-4d8b-b1fd-07c1d372a878.jpeg', '4537f173-a289-4ec2-8132-8477540a922c.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
3105,Dalle de moquette en rouleau,7.0,Sitka spruce,Scagliola,0.0,208.0,"['526909b0-7085-45da-8678-82cbf6750324.jpeg', '7b29b473-de53-444f-ad56-3aba4a704b42.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
3444,Caisson de soufflage,60.0,Pisé,Scagliola,0.0,200.0,"['f8258814-0906-49c4-bd37-bbf699999d00.jpeg', '033acdad-48a1-4df8-8cb6-f9d624df2694.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
5221,Carré de moquette,,Pisé,Scagliola,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2022/11/2011-1055-a.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2011-1055-b.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2011-1055-c.jpg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
5501,Tischfüsse,,Pisé,Scagliola,1.0,265.0,2551_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,74.0
5541,Scherentreppe Alu,,Lignite,Scagliola,1.0,265.0,img_6817_570x570.jpg,"Wall, Barriers, Pannels",Other,Sectional products,150.0,80.0,22.0
5578,Deckenleuchte Prandina,,Sitka spruce,Scagliola,1.0,265.0,lampe_570x570.png,Furnishings,Furnishings,"Lighting columns, brackets and bollards",,,
5726,Lavabo Sbordoni,,Lignite,Scagliola,1.0,265.0,lavabo1_570x570.png,"Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",57.0,69.0,32.0
5757,elektr . Gelenkarmmarkise mitd Aludächli,,Lignite,Scagliola,1.0,271.0,20190626_100155_570x570.jpg,Technical elements,"Covering, Finish",Trim products,300.0,500.0,
5758,elektr . Gelenkarmmarkise mitd Aludächli,,Lignite,Scagliola,1.0,265.0,20190626_100155_570x570.jpg,Technical elements,"Covering, Finish",Trim products,300.0,500.0,
5971,Rasenkantenstein,,Granule,Scagliola,1.0,207.0,6024912187_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,8.0,25.0,100.0
6114,Backofen Miele,,Pisé,Scagliola,1.0,179.0,111540_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish",Other,57.0,60.0,60.0
6142,Dunstabzug Miele,,Pisé,Scagliola,1.0,179.0,109091_1_570x570.jpg,"Wall, Barriers, Pannels",Other,Other,50.0,87.5,80.0
6144,Waschtisch Agrovit,,Granule,Scagliola,1.0,173.0,111839_570x570.jpg,Other,Other,Trim products,32.5,48.0,21.0
6276,Backofen Miele,,Pisé,Scagliola,1.0,158.0,111299_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish",Other,57.0,55.0,76.0
6577,diaqua Seifenschale rauch,,Lignite,Scagliola,1.0,173.0,112356_570x570.jpg,"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards",10.5,2.4,4.5
6613,Mosaikfliesen,,Granule,Scagliola,1.0,115.0,112416_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",5.0,5.0,
6654,Küche von Forster / Küche einzeilig,,Lignite,Scagliola,1.0,9.0,1_%28298%29_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
6660,Kompaktbackofen Miele,,Sitka spruce,Scagliola,1.0,190.0,_dsc9634_570x570.jpg,Technical elements,"Covering, Finish",Sanitary fittings and accessories,57.0,59.5,45.6
6708,Kachelofen freistehend,,Pisé,Scagliola,1.0,107.0,img_4496_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
