,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
2012,Vasque simple,60.0,Sitka spruce,Dovecotes,1.0,129.0,"['38047554-c111-4593-8c4e-f436a0a55eb2.jpeg', '2b396de4-e281-422b-b8a7-5650a5235395.jpeg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
2161,Vasque simple,45.0,Sitka spruce,Dovecotes,1.0,129.0,"['ca52b1a1-ee0c-47a2-b6eb-db8db056cb19.jpeg', 'e955384f-2977-402c-8780-492a345baf1c.jpeg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
2457,Vasque simple,30.0,Sitka spruce,Dovecotes,1.0,72.0,"['d1e07f8f-5b95-4660-ba07-88b3dc0d0b97.jpeg', '3e3e7412-878b-4ece-afb1-653e1ad483b8.jpeg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
3049,Vasque simple,40.0,Sitka spruce,Dovecotes,0.0,214.0,['2395da98-8bd9-4756-85b9-dd591e989ae81678362471006-bf411fa0-d8f1-4763-89ad-428af176448e.jpeg'],Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
3084,Vasque simple,40.0,Sitka spruce,Dovecotes,0.0,214.0,"['1a765852-b7cb-480e-8651-93748fe7902c.jpeg', '486f708f-c17d-49fe-b35c-1374404b1a64.jpeg', '187e737a-f3b2-485e-9cba-5156bfbca9b0.jpeg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
3583,Vasque simple,12.0,Sitka spruce,Dovecotes,0.0,184.0,"['5b2c8591-0b1a-4464-bb31-d72775a67a72.jpeg', '2ae548b2-2779-40c7-be45-14b66304495c.jpeg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
4223,Vasque simple,35.0,Sitka spruce,Dovecotes,0.0,125.0,"['3e4ff732-de4d-4459-b813-9b5c4b4a8cd1.jpg', '023c5fdf-373f-4777-b614-b105e07bb184.jpg', 'd945e803-ef05-40d1-9214-3182c7764def.jpg', '22ad06a5-086f-4cac-95dd-0c0cc18962b6.jpg']",Technical elements,"Covering, Finish",Sanitary fittings and accessories,,,
6186,Seifenschale aus -er jahre,,Sitka spruce,Dovecotes,1.0,173.0,26.08.2011-006_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,,,
7449,Eichenparkett mehrschichtig,,Granule,Dovecotes,0.0,4.0,img_8144_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",240.0,20.0,2.0
