,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
337,Ventilo-convecteur allège,40.0,Compressed air,Strip ventilators,1.0,61.0,"['a9073c52-ebf2-414b-ae36-4d1c408802df.jpeg', 'ac4482d8-1cd1-46bd-a51c-f11795e86f06.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
771,Ventilo-convecteur gainable,102.0,Air-cooled steel slag,Strip ventilators,1.0,70.0,"['b7e11f73-5e42-4e5d-b6cc-a2271c80460d.jpeg', '07fd42e1-9952-450f-93c6-eb6f08368822.jpeg', 'c5f3275b-16e5-494a-9916-41b464103def.jpeg']",Technical elements,Other,Power and lighting outlet products,,,
998,Ventilo-convecteur allège,300.0,Compressed air,Strip ventilators,1.0,224.0,"['f6064e13-71aa-4ed6-bbb7-5af299876ef5.jpeg', 'f864c9a8-c1b6-4526-8571-e03fced888ec.jpeg', '8eb6d6d5-7379-4167-9393-f96e0bf49604.jpeg', 'f00d8b3b-a5ef-43bd-867a-53afd94f7f5a.jpeg', '3fbf9733-bc52-443b-9488-0e954359ccb4.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
1011,Ventilo-convecteur allège,300.0,Compressed air,Strip ventilators,1.0,224.0,"['f1fbe5d8-b750-4401-9c46-58a180d7abdd.jpeg', 'c1f6cff2-23be-475c-bb36-b1a4f5d95391.jpeg', 'ece5a109-4267-41e0-9924-71e6cfee09c1.jpeg', 'c43dcad6-3282-4824-8fc7-7deb61755ad0.jpeg', 'f51c88d2-a92f-4b16-8644-57b8bd965b25.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
1068,Ventilo-convecteur gainable,70.0,Air-cooled steel slag,Strip ventilators,1.0,125.0,"['da6a0bd0-fbd9-409a-98e1-18b237866698.jpeg', '849d73c2-52a3-44d0-b1dc-6803f4ae049c.jpeg']",Technical elements,Other,Power and lighting outlet products,,,
1340,Ventilo-convecteur allège,300.0,Compressed air,Strip ventilators,1.0,224.0,"['4bee2014-3607-4d45-9e15-2d2a6ec444b7.jpeg', '4ccea49d-53f0-433f-8ddf-2fc4fc4357fe.jpeg', '657166f9-512e-4a2c-8c0d-0a44782e2ed2.png', '90a0d75b-4498-4563-9b45-058a541cac1d.jpeg', '59c8bef9-d0d7-4d18-a4a1-4a80763805c8.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
1380,Ventilo-convecteur,70.0,Compressed air,Strip ventilators,1.0,84.0,"['09c396a0-72ce-43e8-8485-eb5e9819ac4f.jpeg', 'a31b25bb-1597-48b9-8a32-459db99c4191.jpeg', 'fd61b8c3-8094-464a-809c-dd33221c4333.jpeg']",Technical elements,"Floors, Ceiling",Power and lighting outlet products,,,
1701,Ventilo-convecteur allège,0.0,Compressed air,Strip ventilators,1.0,142.0,"['ff5875f2-ee7f-46c7-a18c-affbfafba0fc.jpeg', '6b30d344-5e13-45d0-aa3c-317191a31741.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
1758,Ventilo-convecteur allège,0.0,Compressed air,Strip ventilators,1.0,142.0,"['993a8690-f473-43fa-919c-9d07b92e2ecd.jpeg', 'c236466c-b329-41cb-ab1a-0d3793722812.jpeg', 'db3f225d-1f00-4435-b9d9-06ceb4507dfa.jpeg', 'e9eac6a6-d80f-4676-b28e-f139f1d6dd49.jpeg', 'e54906a2-3938-493f-a005-72938fc715a2.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
2416,Ventilo-convecteur allège,35.0,Compressed air,Strip ventilators,0.0,263.0,['cb31ca52-9065-4d2a-b8b3-a0dd174d61d4.jpeg'],Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
2567,Ventilo-convecteur allège,70.0,Compressed air,Strip ventilators,1.0,100.0,"['54777bae-aeb2-4ae2-ba05-e8c96c39f3c8.jpeg', 'e2f500ca-ca83-43e7-a2df-b7b89503ae65.jpeg', '280ce4bf-6aaf-4bc4-b5fc-a43379880e11.jpeg']",Technical elements,"Floors, Ceiling",Sanitary fittings and accessories,,,
3722,Ventilo-convecteur,30.0,Compressed air,Strip ventilators,0.0,186.0,"['8ede6b3c-5ad7-497e-a119-e24865fc1dfe.jpeg', '27dd7117-3202-493c-86a6-82ca3f883fb4.jpeg', '8ac5b463-417b-47e5-b826-51796979983c.jpeg']",Technical elements,"Floors, Ceiling",Power and lighting outlet products,,,
4326,Ventilateur plafonnier suspendu,50.0,Compressed air,Strip ventilators,0.0,143.0,['c042c50b-b9a8-4d8f-af47-2873a1cd416c.jpg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
6324,Umluft-Ventilator ebm-papst,,Compressed air,Strip ventilators,1.0,14.0,112219_570x570.jpg,Technical elements,"Floors, Ceiling",Power and lighting outlet products,,,
