,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
91,Déclencheur manuel d'alarme,9.0,Safety glass,Voice alarm controllers,0.0,527.0,['78a0a8a0-82e6-4a4e-8e0d-c303db2c1f1c.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
105,Déclencheur manuel d'alarme,9.0,Safety glass,Voice alarm controllers,1.0,279.0,['8ae9dd3e-5e2f-476e-988f-fe880f4fbd3a.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
309,Déclencheur manuel d'alarme,22.0,Safety glass,Voice alarm controllers,1.0,73.0,"['1c468559-f023-40b7-9ea2-4f516bbe56b3.jpeg', '9d37a416-004c-47fd-bf4a-02a2a80b60c2.jpeg']",Technical elements,Other,Sanitary fittings and accessories,,,
623,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,537.0,['f5fa6788-0d14-4ea3-86ad-50fe7031b8b1.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
841,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,216.0,['f6677398-112b-4da3-8978-f93296a90e6e.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
1396,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,84.0,"['d0801736-ba11-463a-8d89-741ec0e3a5eb.jpeg', 'cb9d0c06-4163-4263-a02c-eeaf2b77e014.jpeg']",Technical elements,Other,Sanitary fittings and accessories,,,
1912,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,45.0,['293e3b38-1265-47ef-b79c-bd136d004a9b.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
1986,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,45.0,['75dca83e-80c7-4e8b-952d-dacbc7da625d.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
2134,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,326.0,['6c4c8498-cb13-4069-ade7-2f37c123a3f8.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
2548,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,100.0,['ebee1b7f-c277-40d2-8d83-6d1c5b8f5321.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
2641,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,278.0,['e6ccda7f-a2b0-4337-986b-9179fcebb155.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
2697,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,263.0,['4faa252e-22a1-4f2a-841e-d5f5e23bf252.png'],Technical elements,Other,Sanitary fittings and accessories,,,
2742,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,278.0,['c551d131-d012-4ef2-9506-efc6ee637aaf.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
3642,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,1.0,41.0,['e5ece089-1ce2-4361-8abf-bd076e51b5f5.png'],Technical elements,Other,Sanitary fittings and accessories,,,
3713,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,184.0,['dc709cd2-91a7-4f14-b586-d33382a9f50c.jpeg'],Technical elements,Other,Sanitary fittings and accessories,,,
3797,Déclencheur manuel d'alarme,8.0,Safety glass,Voice alarm controllers,0.0,184.0,['6c09ac76-fc1f-4036-8a4b-6efdb47f96ef.png'],Technical elements,Other,Sanitary fittings and accessories,,,
