,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
66,Marche granito,20.0,Granite,Stone slabs,0.0,487.0,['3d7b2a96-f52f-4f53-a27f-e75864c70e98.jpg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
378,Dalle de granit,20.0,Granite,Stone slabs,1.0,279.0,['333cb253-2f84-4a5e-8df1-ff6e8b8a630a.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
501,Dalle de granit,20.0,Granite,Stone slabs,1.0,489.0,"['9d03f403-37e6-4eab-bb73-4700c14ab96c.JPG', 'f08622bb-9bc4-4572-be24-45789b5737c1.JPG', '70e215e2-1e8b-4bbe-8fff-122698fbb49e.JPG', '342399c1-9c7f-43bb-9033-28ade62ee717.JPG', '3e0ed540-b2e3-47f4-9636-8d30f3331e11.JPG']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
1096,Dalle de granit,20.0,Granite,Stone slabs,0.0,368.0,"['9d923f30-8be1-49df-b9f7-564c32213f74.JPG', '6cea0e0f-e063-4cc0-bf46-940fc49cd902.JPG', '376d1e48-32d0-4cf7-ae81-23de95366c95.JPG', 'e147a797-8385-4b3c-8846-6d7848199741.JPG', '11095cd7-abda-498d-a4bc-1b94ba2c758f.JPG']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
1099,Dallage pierre,30.0,Stone,Stone slabs,1.0,17.0,['153f0bce-25da-421c-8c95-748488c7c118.Jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
1503,Dalles en pierres,30.0,Stone,Stone slabs,1.0,16.0,"['046cd2f3-96d2-4554-9223-d30e57d7cc4b.jpeg', 'a3f90665-b820-4136-be9f-2c854aa24460.jpeg', 'ca9ef037-8e50-42d6-8605-6a2f8b0c3b12.png', 'bc9b0bda-4d2c-4a82-92be-4cf207b9c024.png']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,
4073,Dalles en pierre,50.0,Stone,Stone slabs,0.0,166.0,"['d6078565-2b19-4aea-b85f-cca388a75810.jpeg', 'f99b4582-a372-4773-9f44-151ec1188aea.jpeg', '0b84af86-bce2-4fb3-9486-adb3a2b04b5a.jpeg', '7eb560aa-03aa-4798-a581-49375ae2219f.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
4640,Grinding stones ca .,1.0,Sandstone,Stone slabs,0.0,,,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,
5771,"Granitblocksteine , roh gespalten",,Crushed stone aggregates,Stone slabs,1.0,265.0,dc102d89-a548-4f48-b77c-2f5c246ac391_570x570.jpeg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units,,,
6171,Granitplatte,,Granite,Stone slabs,1.0,173.0,111250_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6175,Granitplatten,,Granite,Stone slabs,1.0,173.0,112348_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",50.0,50.0,4.5
