,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
38,Fenêtre,35.0,Pisé,Trellises,1.0,398.0,['6da2e584-025c-4daa-b8f8-52c20cee199e.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
83,Fauteuils,30.0,Pisé,Trellises,1.0,209.0,"['5e8f123a-d2b4-4c08-a96f-6d84ba6e72de.JPG', '8fb04676-630f-4734-91db-b0a8079a98a1.JPG', '1f26d8ec-f6e1-4dc5-ac5e-0ee17e0a4934.JPG', '6fd460c7-9431-4a16-bddb-ea4a6bef6a71.JPG']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
122,Miroir encastré,70.0,Pisé,Trellises,1.0,139.0,"['b8568647-ab57-4f17-b6e8-dbbd5729d52f.jpeg', '1a07ee4f-068a-474d-aa78-a5bdd7b2c1f8.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
141,Dalle de faux-plafond,6.0,Pisé,Trellises,0.0,537.0,['f36fe552-42e0-42e7-9474-ed6e363369d9.jpg'],"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
209,Dalle de faux-plafond,6.0,Pisé,Trellises,0.0,537.0,"['4e676640-5a04-4541-b913-802c8aec0dd3.jpg', '906aba18-db1b-49af-bd15-cb8e84a793c2.jpg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
230,Fenêtre,50.0,Pisé,Trellises,1.0,137.0,"['adb7d3b6-6eb2-46c9-8a81-0c0da6eb6077.jpg', '84773aac-4873-4edc-af5f-fce70c6187b6.jpg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
447,Luminaire encastré,20.0,Lignite,Trellises,1.0,399.0,['44c7a027-1c80-4ac6-9b40-429a7c45b5dd.jpeg'],"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards",,,
478,Fenêtre,90.0,Pisé,Trellises,0.0,481.0,"['ff06bfbf-4492-4a6a-9235-74fae9d6413d.jpg', 'dcdeeaca-a4f4-4c0f-aa18-5215a4ae629a.jpg', 'c1940b93-ed23-4353-9861-ea5804282775.jpg', '74f6a83f-7619-44d1-a08e-19da14d11a62.jpg', 'a5fca3ba-4e4e-457e-bc25-88ce228861d0.jpg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
490,Porte accordéon / Porte coulissante,60.0,Encaustic,Trellises,1.0,95.0,"['4b19e4bd-76ff-4f33-a8e8-ff9728da61b8.jpeg', '100fab9e-720d-4695-82ba-db2c87f79543.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates","Lighting columns, brackets and bollards",,,
498,Rideau,5.0,Pisé,Trellises,1.0,132.0,"['70c2906d-494b-4dcc-b725-63888c3eff0d.jpeg', '0a089998-703a-4a01-9a31-df80e6717958.jpeg']",Other,Other,Other,,,
504,Porte accordéon / Porte coulissante,50.0,Encaustic,Trellises,1.0,95.0,['5ae35f73-60d9-4025-ad80-e1fa7597c9e9.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates","Lighting columns, brackets and bollards",,,
505,Fenêtre,350.0,Pisé,Trellises,1.0,229.0,"['67c73a56-7a32-46e0-813d-05c3ff7f4588.jpg', 'a6160461-fedc-4a4f-9094-022b582740e3.jpg', '14d7e421-8030-4138-b8a6-5f0be35f5783.jpg', 'a009a434-ffbc-45bb-ab5a-69e10ba3a521.jpg', 'c65ae31e-7991-4ef9-9579-1d42e72d4ffa.jpg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
542,Fenêtre,35.0,Pisé,Trellises,1.0,398.0,['7054d8bb-b4ef-4b28-95ee-e200bb0f0e64.jpeg'],"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
