,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
1636,Grand lavabo de vestiaire,0.0,Sitka spruce,Bathroom cabinets,1.0,64.0,"['1f678e58-6e57-4ac5-a52c-d9f5bea8f6ef.jpeg', 'd856727a-5eb8-479c-8d47-94da95fe8a82.jpeg', '30296bf2-1701-4d4d-aab8-1d1fb3044e7e.jpeg', '1d34c05d-7610-43ed-8224-399238222512.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1756,Grand lavabo de vestiaire,0.0,Sitka spruce,Bathroom cabinets,1.0,64.0,['c287b6f1-e6c0-4857-8c3a-ac22505a143d.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
4257,Vasques de salle de bain de chez Cielo,1000.0,Sitka spruce,Bathroom cabinets,0.0,132.0,"['b11f3b47-7c67-4403-bb47-e0f9c4c744af.jpg', '8eb634da-e4ac-41b7-b453-b9deeefd14e8.jpg']",Other,Other,Sanitary fittings and accessories,,,
4648,Blue pedestal bathroom sink ca .,119.0,Water,Bathroom cabinets,0.0,,,Other,Other,Headwall and swale inlet products,,,
4672,Bathroom sink in ceramic,39.0,Porcelain,Bathroom cabinets,0.0,,,Other,Other,Headwall and swale inlet products,,,
4675,Bathroom sink in ceramic by Sphinx .,39.0,Porcelain,Bathroom cabinets,1.0,4.0,,Other,Other,Headwall and swale inlet products,,,
4677,Bathroom sink in ceramic - Camel,79.0,Porcelain,Bathroom cabinets,1.0,4.0,,Other,Other,Headwall and swale inlet products,,,
4678,Bathroom sink in ceramic,39.0,Porcelain,Bathroom cabinets,1.0,4.0,,Other,Other,Headwall and swale inlet products,,,
4679,Bathroom sink in ceramic - Beige,59.0,Porcelain,Bathroom cabinets,1.0,87.0,,Other,Other,Headwall and swale inlet products,,,
4685,Ceramic bathroom sink by Standard,79.0,Porcelain,Bathroom cabinets,0.0,,,Other,Other,Headwall and swale inlet products,,,
4686,Ceramic bathroom sink by norm,68.0,Porcelain,Bathroom cabinets,0.0,,,Other,Other,Sanitary fittings and accessories,,,
4687,Bathroom sink with brackets,39.0,Sitka spruce,Bathroom cabinets,1.0,146.0,,Other,Other,Sanitary fittings and accessories,,,
4688,Bathroom sink by Villeroy & Boch,79.0,Sitka spruce,Bathroom cabinets,1.0,4.0,,Other,Other,Sanitary fittings and accessories,,,
5025,Bathroom sink in ceramic,19.0,Porcelain,Bathroom cabinets,0.0,,"['59513_143c2df.png', '9866_09a8d69.png', '9867_09a8d69.png']",Other,Other,Headwall and swale inlet products,,,
5161,Armoire salle de bain,,Sitka spruce,Bathroom cabinets,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2022/10/2102-1235-b-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2102-1235-a-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2102-1235-b-83.jpg']",Furnishings,Furnishings,Sanitary fittings and accessories,,,
5443,Pedestal bathroom sink by Lecico,119.0,Sitka spruce,Bathroom cabinets,0.0,,"['60195_09fb7ce.png', '12316_6de6f7e.png', '12317_6de6f7e.png', '12318_6de6f7e.png', '12319_6de6f7e.png', '12320_6de6f7e.png']",Other,Other,Sanitary fittings and accessories,,,
5444,Wall mounted bathroom sink with brackets by Vitribo Belgium,69.0,Sitka spruce,Bathroom cabinets,0.0,,"['60194_8bb2a95.png', '12311_406c85a.png', '12312_406c85a.png', '12313_406c85a.png', '12314_406c85a.png', '12315_406c85a.png']",Other,Other,Sanitary fittings and accessories,,,
5445,Wall mounted bathroom sink,49.0,Sitka spruce,Bathroom cabinets,0.0,,"['60193_86decb2.png', '12308_5f994b2.png', '12309_5f994b2.png', '12310_5f994b2.png']",Other,Other,Headwall and swale inlet products,,,
5446,Bathroom sink in ceramic,69.0,Porcelain,Bathroom cabinets,0.0,,"['60168_632bc8d.png', '12263_632bc8d.png', '12264_406be68.png', '12265_406be68.png']",Other,Other,Headwall and swale inlet products,,,
5956,Badezimmer hänge schrank,,Sitka spruce,Bathroom cabinets,1.0,184.0,20180823_103604_570x570.jpg,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
6081,Badzimmerschrank zum hängen neu,,Sitka spruce,Bathroom cabinets,1.0,173.0,10.02.2015-024_570x570.jpg,Furnishings,Furnishings,Sanitary fittings and accessories,32.0,60.0,160.0
6168,Klappgriff für Badezimmer,,Sitka spruce,Bathroom cabinets,1.0,173.0,,"Wall, Barriers, Pannels",Other,Sanitary fittings and accessories,70.0,,
6806,Tablette salle de bain,,Sitka spruce,Bathroom cabinets,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-a-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-c-600x800.jpg']",Other,Other,Headwall and swale inlet products,0.0,13.0,52.0
6827,Armoire salle de bain métallique,,Sitka spruce,Bathroom cabinets,1.0,37.0,"['https://materiuum.ch/wp-content/uploads/2022/10/2002-706-b-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2002-706-a-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2002-706-b-83.jpg']",Furnishings,Furnishings,Sanitary fittings and accessories,0.0,13.0,61.0
7417,Badezimmer Wand-Heizung,,Sitka spruce,Bathroom cabinets,0.0,4.0,3009-2_570x570.jpg,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,3.0,60.0,120.0
