,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
350,Bancs,130.0,Dolerite,Duct banks,1.0,87.0,['e057f394-dc02-43c8-b2a0-c406f9bc10f4.jpg'],Other,Other,Other,,,
436,Banc,35.0,Dolerite,Duct banks,1.0,232.0,"['317ff37f-fefa-4830-af0d-3a83261541b4.jpeg', '087a2f4f-8d0b-4f26-86ad-ead9da790cc6.jpeg']",Other,Other,Other,,,
725,Banc,40.0,Dolerite,Duct banks,1.0,230.0,"['03b38152-87f5-4412-bab5-3ff0cb4615e3.jpeg', '473d63d1-50ee-46d6-9f22-43d642cf58cd.jpeg']",Other,Other,Other,,,
2321,Banque de caisse,60.0,Dolerite,Duct banks,1.0,118.0,"['6e27b8f4-9de3-4341-9fdd-66f29ea77d4b.jpeg', '7321183b-4786-47a4-8306-986b1dca5d02.jpeg']",Other,Other,Other,,,
2451,Banc,50.0,Dolerite,Duct banks,1.0,100.0,['bb2ca2f4-48b7-451c-bbaa-fbcc50f58de7.jpeg'],Other,Other,Other,,,
2843,Banc,105.0,Dolerite,Duct banks,1.0,55.0,['58ac5e26-c4aa-42a8-9e27-3a4e9ebb5a28.jpeg'],Other,Other,Other,,,
2848,Banc,57.0,Dolerite,Duct banks,1.0,56.0,['f7b6c940-7dc7-4c9c-a0ba-c118b22180a8.jpeg'],Other,Other,Other,,,
3265,Banc,90.0,Dolerite,Duct banks,0.0,208.0,"['aef6a6bf-09e8-41c8-a7e5-5b13a96635cc.jpeg', 'dc10c9a3-d98b-4b0f-b188-ff93052c77c4.jpeg']",Other,Other,Other,,,
6760,Banc,,Dolerite,Duct banks,1.0,23.0,"['https://materiuum.ch/wp-content/uploads/2022/12/2209-4960-a-9-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2209-4960-b-9-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2209-4960-c-9-600x800.jpg']",Other,Other,Other,0.0,150.0,36.0
7227,Banc,,Dolerite,Duct banks,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2023/03/2209-4960-a-6-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/03/2209-4960-b-6-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/03/2209-4960-c-6-600x800.jpg']",Other,Other,Other,0.0,150.0,36.0
