,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
1462,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['0d228de2-940b-429a-9630-db986b246d28.jpeg', 'ccda8ac2-dfed-41bb-8dcf-2a61d13a15c8.jpeg', '8fd891cc-0f94-448b-8da9-67ee61578dfb.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
1578,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['a5636d3c-98ef-47c5-9938-e5f5509ee7a3.jpeg', 'cae42e6f-efb2-40d1-85cc-dcc1451352a1.jpeg', '26b56bb7-a224-44b4-9c93-1571a9139a1c.jpeg', '041ad977-6e94-470c-ac76-490c6cb4319c.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
1658,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['04b1f977-3b3f-4902-b7c0-d9a211586e92.jpeg', '53ec1acd-6aa0-4351-ac51-d3ad2e47295a.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
1809,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['25c9ea9b-5292-4dc5-b710-fb49e0926c04.jpeg', 'b6bd3388-9347-498a-ad0a-bc864ab779c1.jpeg', '70d5b3c8-494d-49af-89db-a6b2e4fc1d94.jpeg', 'eb0bede8-0e68-4188-b73a-a9ca27f6e55d.jpeg', '400690a1-6a85-490c-b946-f759d32a3904.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
1819,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['f70b6fba-7d3c-416b-b213-667f13b5f765.jpeg', '55e4e606-97b2-4d6a-8541-8a3bcc0b730f.jpeg', '53d0da3e-8562-4302-8d5d-130e0de18b58.jpeg', '4df8c748-f250-497b-a110-a38f6a93ff12.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
2106,Chaudière à gaz individuelle,150.0,Gas,Built-in gas hobs,0.0,332.0,"['c5da23d9-4728-4e9d-8cdc-cfc1cc156989.jpeg', '8eb3a6b3-eb05-4cbf-8909-ffd451a0f59a.jpeg', 'e4d4d6b2-0dc1-44d4-904d-b4c6f345dd36.jpeg']",Technical elements,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,,,
6024,Einbaugasherd cm prakt neu,,Sitka spruce,Built-in gas hobs,1.0,253.0,20210818_150658_570x570.jpg,Technical elements,"Covering, Finish",Sanitary fittings and accessories,60.0,215.0,195.0
