,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
619,Conduit acier galvanisé,2.0,Galvanized steel,Steel spiles,1.0,111.0,"['f3687409-d95d-4b5e-92b1-7ced8dda2952.jpg', 'a91cc5df-d550-49d0-88ad-9b242ffda721.jpg', '49952914-da37-4bc7-b281-6740028134f9.jpg']",Structural elements,Other,Wire structure and general products,,,
3930,Baie de brassage informatique en acier,90.0,Steel,Steel spiles,0.0,186.0,"['b76a4bfe-5742-4da2-bdd0-b4bf36826bb9.jpeg', 'ef9f3c99-7053-4a36-832d-d9b3d3669ed5.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Hardware products,,,
4561,Handle in Enameld steel,11.0,Steel,Steel spiles,0.0,,,Technical elements,Other,Wire structure and general products,,,
4951,Handle in forged steel,39.0,Steel,Steel spiles,0.0,,"['51279_143c2df.png', '7356_081a2fd.png']",Technical elements,Other,Masonry walling units,,,
5735,Stahl Einbauwanne ca Jg,,Steel,Steel spiles,1.0,175.0,20211201_095758_570x570.jpg,Structural elements,"Blocks, Panels, Fences, Bricks",Masonry walling units,,,
6105,Einbauwanne Stahl x,,Steel,Steel spiles,1.0,173.0,114.jpha_570x570.jpg,Structural elements,"Blocks, Panels, Fences, Bricks",Prefabricated buildings and structures,80.0,180.0,40.0
6486,Geländer Stahl verzinkt,,Steel,Steel spiles,1.0,173.0,111565_570x570.jpg,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",3.0,185.0,85.0
6487,Geländer Stahl rostfrei,,Steel,Steel spiles,1.0,173.0,111566_570x570.jpg,Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,3.0,185.0,85.0
7333,Stahlgeländer massiv -teilig,,Steel,Steel spiles,1.0,15.0,1_%28377%29_570x570.jpg,Structural elements,"Blocks, Panels, Fences, Bricks",Shaft-lining products,,,
7362,Stahl Einbauwanne x,,Steel,Steel spiles,1.0,9.0,20230419_114924_570x570.jpg,Structural elements,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",170.0,75.0,40.0
7411,Stahlvordach,,Steel,Steel spiles,0.0,4.0,bd95a3f0-c2dc-49fc-a2ab-aa538b01b4dc_570x570.jpg,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks",Structural roofing units,3.0,400.0,
