,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
148,Sèche botte et casque de chantier,75.0,Gravel,Bidets,0.0,831.0,['78b65e69-630d-44d7-ae45-e6d77bc23275.jpg'],"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,,,
166,Barreaudage de fen,20.0,Gravel,Bidets,1.0,398.0,['e8f7ee24-719e-4f57-9cb4-56de62fb5ec1.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Walling units,,,
195,Baie fixe,70.0,Silt,Bidets,0.0,527.0,['616a79b0-7146-492c-8afd-d0ed890b56e4.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
253,Lavabo double vasque encastré,80.0,Sitka spruce,Bidets,1.0,170.0,['c9c496c2-567a-4c35-8b5d-024a831eb717.png'],"Wall, Barriers, Pannels","Floors, Ceiling",Headwall and swale inlet products,,,
300,Baie fixe,80.0,Silt,Bidets,1.0,95.0,['30fedb61-3a7a-47e7-a976-59968bb39e12.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
834,Baie fixe,90.0,Silt,Bidets,1.0,216.0,"['d044d94d-7a63-4a88-bb1f-8dbaea2384de.jpeg', 'c5061e36-4065-48c1-84c3-26f860c00de1.jpeg', '4e3191c2-46f7-45f6-86e0-c0f75be9bd7e.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
838,Baie fixe,165.0,Silt,Bidets,1.0,5.0,['da358d78-a376-49f2-abc0-2853f7ad672c.jpg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
889,Baie fixe,165.0,Silt,Bidets,1.0,5.0,['6d25773d-742e-40d0-93ca-b8f9c13bcda4.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
1294,Baie fixe,250.0,Silt,Bidets,0.0,370.0,"['faaaf56b-6e81-49dd-8799-688768cb53e4.jpeg', 'cad02515-62f5-495b-a049-d6947727ac0f.jpeg', 'aabd2f3b-9fcf-4bbe-ac3b-8b62401764dc.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
1674,Baie fixe,100.0,Silt,Bidets,1.0,118.0,"['9e487e39-6467-49f0-a487-6125b17dbb60.jpeg', '159396fb-9034-479f-8c45-4b0c78e38037.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Headwall and swale inlet products,,,
