,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
244,Appliques blanches aluminium,5.0,Aluminium,Aluminium skirtings,1.0,166.0,"['0a084930-37a0-4e77-910f-fc228fbe0c0e.jpg', 'f916b8d2-d076-4b8c-9ee7-beab88ffb383.jpg']",Technical elements,Furnishings,"Non-rigid sheet, mat and strip covering and finish products",,,
846,Fenêtre Aluminium,50.0,Aluminium,Aluminium skirtings,1.0,25.0,"['6aa82c29-a3bf-432b-93ed-2645bfebcec6.JPG', '02ef1091-1478-42ad-9201-9f38e4278ddc.JPG']",Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
855,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['c0fd3bb1-b116-478a-82f2-2d4075fdc8e5.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
860,Fenêtre Aluminium,99.0,Aluminium,Aluminium skirtings,1.0,25.0,['2af13fdd-5fcb-49f3-934f-48ebada04d8d.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
867,Fenêtre Aluminium,55.0,Aluminium,Aluminium skirtings,1.0,25.0,['a55ec0b3-d9da-4105-b28b-c181e9723e42.png'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
873,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['cec68265-89e8-45a0-8ec0-5fea75a783fa.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
881,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['1fef16cf-4b37-47ef-b245-750d4f8108d6.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
884,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['cbde6e42-8fff-41eb-8c7f-3af4adb84c19.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
890,Fenêtre Aluminium,45.0,Aluminium,Aluminium skirtings,1.0,25.0,"['8bffdd6b-6e2b-4ffb-8113-95464d9dc919.JPG', '6deca35e-5895-4a4f-9d9f-4b3c3922ef80.JPG']",Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
892,Fenêtre Aluminium,55.0,Aluminium,Aluminium skirtings,1.0,25.0,['52a6a3d6-9288-44c1-a177-fdb8371dab26.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
893,Fenêtre Aluminium,103.0,Aluminium,Aluminium skirtings,1.0,25.0,['2a67e972-4615-4d08-9538-0fe7955b2015.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
897,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['7465573d-195b-414c-9e31-e40b7e8d4cc7.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
898,Fenêtre Aluminium,105.0,Aluminium,Aluminium skirtings,1.0,25.0,['b76d244b-c153-49d5-99ea-8bd8568aef1d.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
909,Fenêtre Aluminium,60.0,Aluminium,Aluminium skirtings,1.0,25.0,['91e7117a-a481-4a83-abe8-e9c683b0377b.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
915,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['f4540982-0f5b-454c-af07-02b1ef0d3759.png'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
916,Fenêtre Aluminium,55.0,Aluminium,Aluminium skirtings,1.0,25.0,['dd41b0fc-53ac-4c97-89cb-626a745a9e66.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
918,Fenêtre Aluminium,55.0,Aluminium,Aluminium skirtings,1.0,25.0,['e2c44424-7091-4055-b97f-3ec4ec2b3dbc.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
919,Fenêtre Aluminium,60.0,Aluminium,Aluminium skirtings,1.0,25.0,['5b1ef54f-a039-4516-aa32-ff4e268eaef4.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
927,Fenêtre Aluminium,100.0,Aluminium,Aluminium skirtings,1.0,25.0,['ab16a81d-3b12-458a-b795-073957c236dc.JPG'],Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
1067,Persienne en aluminium,70.0,Aluminium,Aluminium skirtings,0.0,370.0,"['d07c12d0-1a71-4397-bf60-7760b50764f2.jpeg', '9945847b-f8f8-437a-93c7-9bf130cb61dc.jpeg']",Structural elements,Other,Structure and general products,,,
1280,Habillage Sous-face en aluminium,13.0,Aluminium,Aluminium skirtings,1.0,224.0,"['6e75214f-d999-421a-b5a6-ce2997ecacd9.jpeg', '2ca67be0-6ff6-4c21-b244-c6cbf414065a.jpeg']",Structural elements,"Covering, Finish","Non-rigid sheet, mat and strip covering and finish products",,,
2077,Lames Aluminium pour brise soleil extérieur,30.0,Aluminium,Aluminium skirtings,1.0,58.0,"['79a7caa7-30db-468f-b2f6-da97129def23.jpg', '43475b9f-b47b-427f-b241-85c3e8a6a843.jpg']","Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
3957,Fenêtre aluminium,100.0,Aluminium,Aluminium skirtings,0.0,186.0,"['21e59a09-7b24-41db-9ef2-99d58e1b66bc.jpeg', '507b1cf8-017f-47b7-8096-68a06b4791f4.jpeg', 'c6b350e5-8c6c-42d4-88c4-b3d188bd3e30.jpeg', 'd248629f-00ec-496c-b3a7-170dad301c34.jpeg', '373337c5-1735-4597-97f2-5312fe0d602e.jpeg']",Structural elements,"Blocks, Panels, Fences, Bricks",Wire structure and general products,,,
4502,Hook in aluminum,4.0,Aluminium,Aluminium skirtings,0.0,,,Technical elements,Other,Wire structure and general products,,,
4505,Aluminium cabinet handle,5.0,Aluminium,Aluminium skirtings,0.0,,,Furnishings,Furnishings,Sanitary fittings and accessories,,,
4507,Hook in aluminum,4.0,Aluminium,Aluminium skirtings,0.0,,,Technical elements,Other,Wire structure and general products,,,
4508,Coathook in aluminum,4.0,Aluminium,Aluminium skirtings,0.0,,,"Roof, Slabs, Stairs",Other,Sanitary fittings and accessories,,,
