,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
1724,Ligne de cuisson,30.0,Granule,Domestic cooking equipment,1.0,117.0,"['e101333b-fdec-43b9-b978-b11e2f24c7a7.jpeg', '07c79d51-a8a7-4346-be2e-b931049b3b6d.jpeg']","Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
4203,Caisson de cuisine,30.0,Pisé,Domestic cooking equipment,0.0,143.0,['ee59ef9f-bb26-46f9-b356-641c4b539979.jpg'],"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
5666,Komplette Küche U-Form mit Miele Geräten,,Porcelain,Domestic cooking equipment,1.0,18.0,,Technical elements,Other,"Floor plates, gratings and edgings",,,
5697,Neuwertige Küche,,Granule,Domestic cooking equipment,1.0,18.0,,Technical elements,Other,"Floor plates, gratings and edgings",,,
5713,Küche mit Kochinsel,,Sitka spruce,Domestic cooking equipment,1.0,18.0,,Other,Other,"Floor plates, gratings and edgings",,,
5724,Einbauherd mit Kochmulde,,Granule,Domestic cooking equipment,1.0,18.0,,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,
6030,Küche mit VZug Geräten Induktion & Steamer,,Air-cooled steel slag,Domestic cooking equipment,1.0,5.0,,Technical elements,Other,Space heating and cooling products,,,
6228,Küche zweiteilig / Einbauküche mit Kochinsel,,Sitka spruce,Domestic cooking equipment,1.0,70.0,_dsc8941_570x570.jpg,"Roof, Slabs, Stairs",Other,"Floor plates, gratings and edgings",,,
6439,Küchenauszugmischer,,Lignite,Domestic cooking equipment,1.0,173.0,20200618_180022_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",,,
6595,Granitabdeckung für Küche,,Granule,Domestic cooking equipment,1.0,165.0,20220131_100958_570x570.jpg,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,3.0
6600,"Küche : kompekt , wenig gebraucht , guter Zustand",,Sitka spruce,Domestic cooking equipment,1.0,171.0,img_20221008_093931_7_570x570.jpg,Furnishings,Furnishings,"Floor plates, gratings and edgings",212.0,60.0,203.0
6689,Küche Einzeilig,,Sitka spruce,Domestic cooking equipment,1.0,43.0,1_%28287%29_570x570.jpg,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings",,,
6758,Cuisine avec évier inox,,Sitka spruce,Domestic cooking equipment,1.0,39.0,"['https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-a-1-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-b-2-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-c-2.jpg']",Other,Other,"Floor plates, gratings and edgings",0.0,160.5,59.5
7080,Küche einzeilig,,Sitka spruce,Domestic cooking equipment,1.0,0.0,1_%28348%29_570x570.jpg,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings",60.0,342.5,226.5
7305,Cuisine équipée,,Sitka spruce,Domestic cooking equipment,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-c-600x800.jpg']",Technical elements,Other,"Floor plates, gratings and edgings",0.0,347.0,60.0
7317,Küche - orginal verpackt,,Organic materials,Domestic cooking equipment,1.0,15.0,csm_dsc03209_2a37cbdf69_570x570.jpg,Furnishings,Furnishings,Trim products,60.0,244.0,210.0
7322,Meuble cuisine inox,,Porcelain,Domestic cooking equipment,0.0,,"['https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-b.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-c-600x800.jpg']",Furnishings,Furnishings,"Floor plates, gratings and edgings",0.0,70.5,270.0
7452,Küchenarbeitsplatte,,Sitka spruce,Domestic cooking equipment,0.0,35.0,112179_2_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",187.0,60.0,3.5
7456,Küche - nur jährig -inkl . Geräte,,Sitka spruce,Domestic cooking equipment,0.0,35.0,c7972074-f8ac-4c4b-bf2e-8f071707fd20_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling","Floor plates, gratings and edgings",,,
7473,Küchenarbeitsplatte,,Sitka spruce,Domestic cooking equipment,0.0,35.0,113492_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings",217.0,61.0,3.0
