,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
18,Vasque simple sur colonne,50.0,Sitka spruce,Column casings,1.0,127.0,['0212d3a4-bf97-46a3-a472-25dfcc7a2a59.png'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
20,Vasque simple sur colonne,35.0,Sitka spruce,Column casings,1.0,95.0,['9890ea3f-8a73-4609-83fe-c6fdfc7c76b0.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
32,Vasque simple sur colonne,50.0,Sitka spruce,Column casings,0.0,409.0,"['f0cd7b1a-b5a8-4d05-81c0-305ff7c22857.jpeg', 'bbfe60fc-9755-49c6-b349-780d6ba71c9a.jpeg', '627afbc2-655e-45f9-8be9-3f4bb1d77536.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
448,Double vasque sur colonne,75.0,Ceramic,Column casings,0.0,527.0,['8b6c44b8-5b10-4397-9186-0ab03f4f7ecf.jpeg'],"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards",,,
647,Prise sur colonne,82.0,Pisé,Column casings,1.0,73.0,"['c6ffd88f-c3ab-47ea-8d1c-389f126d3702.jpeg', '445d2180-edf5-4f1a-bce2-db70c4714565.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",,,
1190,Vasque simple sur colonne,45.0,Sitka spruce,Column casings,0.0,370.0,"['da2423a1-32ca-4fbf-a534-7495dede975c.jpeg', '076595c6-b4db-492f-a20f-85d00e4df550.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1516,Vasque simple sur colonne,75.0,Sitka spruce,Column casings,1.0,119.0,"['b7adf961-c510-404c-88ea-454f53395551.jpeg', '13e827f2-f236-49d0-8e33-1fb1ef8fba0c.jpeg', 'd5840592-5045-496c-801b-4184c07f8f90.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1525,Vasque simple sur colonne,75.0,Sitka spruce,Column casings,1.0,119.0,"['9bae9096-7220-477f-95f6-7bfb5b1673c8.jpeg', '772c41d1-39c0-4202-9b43-f404676e03fa.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1570,Vasque simple sur colonne,75.0,Sitka spruce,Column casings,1.0,119.0,"['ed27d62d-14c0-4de2-88b0-b4ad836cc310.jpeg', '893472f8-9c10-4691-a88a-daf192ca7d83.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1672,Vasque simple sur colonne,75.0,Sitka spruce,Column casings,0.0,332.0,"['5e5f88d6-79f9-4beb-b436-427ce04ff63c.jpeg', '8de0aa05-1c93-4c81-aa40-856df3e63b56.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
