,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
4,Radiateur à eau,35.0,Heat-absorbing glass,Water heaters,1.0,95.0,['35744d19-8cd5-47f0-a9b0-98f9a3e5be9e.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
13,Radiateur à eau en Acier,62.0,Heat-absorbing glass,Water heaters,1.0,70.0,"['fc8c8d05-d130-4c6c-9ab2-c101b2c4f9d4.jpeg', 'd7952420-6306-4d19-aa72-480619020c85.jpeg', 'b17ed31a-8fc1-41de-8f95-7da863d71b53.jpeg', 'd16ebfea-3884-4100-a508-9449df6d2ab1.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
42,Radiateur à eau en Acier,62.0,Heat-absorbing glass,Water heaters,1.0,70.0,"['405bc2ec-1798-4761-a69c-5c4702d33067.jpeg', '720e40cb-a069-406b-b934-a2c6bfcb8159.jpeg', '7a59c759-1bdc-4c4f-92e1-a36d6187183c.jpeg', '88c02e1d-1ae1-4e1d-9ee7-279eb7888c4b.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
127,Radiateur à eau,35.0,Heat-absorbing glass,Water heaters,1.0,95.0,['20f02ee0-c8ee-4ce2-9b10-de00f1db744b.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
133,Radiateur à eau en Acier,62.0,Heat-absorbing glass,Water heaters,1.0,70.0,"['109b9cf9-5ee0-4a23-a0f9-18aab1122982.jpeg', 'a2136f96-dbd0-43ea-b27d-5cc362d77f86.jpeg', 'f3ac3f19-4c8a-4a39-a14f-b08de1ab8f60.jpeg', '7986eb57-6bbb-430e-9f14-3458c1f3140f.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
138,Radiateur à eau en Acier,62.0,Heat-absorbing glass,Water heaters,1.0,70.0,"['f467696c-546e-44e9-aca5-21ccefd70a03.jpeg', '7c6d308a-cdce-40f1-b6db-3aa5862c319a.jpeg', '329a3b97-45f1-4af0-8058-88c476a71cfb.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
160,Radiateur à eau,35.0,Heat-absorbing glass,Water heaters,1.0,95.0,['5bcbd586-07ad-44c5-92a6-c0c609158b27.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
161,Radiateur à eau,40.0,Heat-absorbing glass,Water heaters,0.0,527.0,['28799382-41cd-40f3-ba59-0e74cbfb2337.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
167,Radiateur à eau,40.0,Heat-absorbing glass,Water heaters,0.0,527.0,['38307c03-a246-4b21-9f75-f2889e41f84d.jpeg'],"Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
176,Radiateur à eau en Acier,62.0,Heat-absorbing glass,Water heaters,1.0,70.0,"['36b211b9-6135-4612-b058-450f81f0890d.jpeg', '586b89ff-0232-4f65-a55d-41d46ddb80f6.jpeg', '311ddc8a-09be-4913-b816-04e31686b5e8.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Space heating and cooling products,,,
