,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
741,Porte palière,50.0,Pisé,Gates and turnstiles,1.0,62.0,['fac6822a-7565-4fc1-90f7-4c131fd67ff8.png'],"Roof, Slabs, Stairs","Door, Windows, Gates",Handrails,,,
1121,Porte coulissante,80.0,Encaustic,Gates and turnstiles,1.0,224.0,"['6e155605-a9fe-41e1-ad9e-3e552041dcf2.jpeg', 'bfbb66ad-a8c1-4a35-8e79-304c136fa7aa.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
1246,Porte coulissante,10.0,Encaustic,Gates and turnstiles,1.0,224.0,"['25ac3db3-2d69-4773-b09e-9eda3f45a80d.jpeg', 'af516254-f4fe-4c80-9886-674639052388.jpeg', 'c3620e5d-d24f-4306-ab98-67cbf7019863.jpeg', '68e3b517-6de8-46a5-9574-ca231f38018b.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
1337,Porte coulissante,45.0,Encaustic,Gates and turnstiles,1.0,224.0,"['01762834-eebf-4f41-88a5-523f91c893e1.jpeg', 'b34b3b42-ccd1-4587-b7be-ee66e96f2541.jpeg', '2ac09317-aabd-4b8a-8a8e-55cf4dd70bd1.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
2307,Porte coulissante,57.0,Encaustic,Gates and turnstiles,1.0,118.0,"['10bd83a4-23cb-40db-92aa-398bac91af42.jpeg', '2ff40bb9-04c9-4e39-bd90-6d250c79cdaf.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
3032,Porte coulissante,80.0,Encaustic,Gates and turnstiles,0.0,200.0,"['eb5676b1-659e-4676-9040-ef5724456398.jpeg', '009861b8-aa27-4785-b16e-3d07420de029.jpeg', '6db5b56f-079c-4658-b342-317937f689f5.jpeg', 'b9befb7e-fbd4-4699-a00b-38a0d2a3adb2.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
3037,Porte palière,50.0,Pisé,Gates and turnstiles,0.0,199.0,"['606bb206-1394-40e3-bd19-9bff4e654969.jpg', 'c4110d86-ffcb-428a-bc88-bd31a3e9d45a.jpg', 'e6f951ea-d819-43ac-8bb0-9aa5a70eb99f.jpg']","Roof, Slabs, Stairs","Door, Windows, Gates",Handrails,,,
3312,Porte coulissante,100.0,Encaustic,Gates and turnstiles,1.0,34.0,"['8d4c73fa-7cbb-4ab5-abda-9ace9c41e5e6.jpeg', '0502d7eb-12b8-4b93-872f-b0796c8b7fae.jpeg', '371bf4ca-b578-4189-8859-ead4bd945015.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
3465,Porte coulissante,85.0,Encaustic,Gates and turnstiles,0.0,185.0,['816cbd59-56eb-4d61-869a-78abf4173ba5.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
3634,Porte coulissante,1500.0,Encaustic,Gates and turnstiles,0.0,186.0,['5ed6d712-3613-4296-a93f-0d82a9c0f1f2.jpg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
3671,Porte coulissante,200.0,Encaustic,Gates and turnstiles,0.0,186.0,['7dfaecb3-053d-418d-bce1-0adc547550e6.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
5112,Porte palière,,Pisé,Gates and turnstiles,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2022/10/2202-3097-b-83-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2202-3097-a-83-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2202-3097-b-84-600x800.jpg']","Roof, Slabs, Stairs","Door, Windows, Gates",Handrails,,,
