,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
65,Porte intérieure pleine,50.0,Encaustic,Door hinges,1.0,31.0,['b4ffdaf4-c7d2-4805-a88b-351df4671af6.png'],Openings,"Door, Windows, Gates",Safety cages,,,
268,Porte intérieure pleine,60.0,Encaustic,Door hinges,1.0,175.0,"['cefeb215-d206-40d9-ba53-a134894a052c.png', '9e1115b7-4a01-4170-8514-77ffd9d18e1b.png']",Openings,"Door, Windows, Gates",Safety cages,,,
338,Ouvrant porte pleine - cm,40.0,Sitka spruce,Door hinges,0.0,576.0,['14889183-7f64-49ab-a72d-604240b27c53.jpeg'],Openings,"Door, Windows, Gates",Openings and opening component products,,,
409,Porte intérieure vitrée,40.0,Architectural glass,Door hinges,1.0,41.0,"['c8b7a666-43f2-4e50-9c36-144dd7a093a1.png', '077e4ac7-e7fe-4731-9615-96c784fa2d36.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
413,Poignée de porte,15.0,Pisé,Door hinges,1.0,67.0,"['03815741-ef97-4266-b4dc-964e321d6ba9.jpeg', '5aeebee4-baed-483e-ba3e-6e9a2cb7e13a.jpeg']","Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,,,
464,Porte intérieure pleine,97.0,Encaustic,Door hinges,1.0,53.0,['38be337f-b0b5-4d52-965b-a180418387df.jpg'],Openings,"Door, Windows, Gates",Safety cages,,,
559,Ouvrant porte pleine - cm,40.0,Sitka spruce,Door hinges,0.0,576.0,['48c2517d-4153-42ee-a011-2ec46961e5db.jpg'],Openings,"Door, Windows, Gates",Openings and opening component products,,,
708,Porte intérieure pleine,20.0,Encaustic,Door hinges,1.0,367.0,['e88ed606-a2a3-4206-bb8e-f365c062a296.png'],Openings,"Door, Windows, Gates",Safety cages,,,
748,Ouvrant porte pleine - cm,40.0,Sitka spruce,Door hinges,0.0,576.0,['c4f8f59e-6b96-466d-b083-2d1107829f8c.jpg'],Openings,"Door, Windows, Gates",Openings and opening component products,,,
776,Ferme porte,30.0,Encaustic,Door hinges,1.0,313.0,"['02c3bd0f-c654-4f98-8e9e-cf8090be1a17.jpeg', '52637732-7320-49f1-a174-04f9a2df0987.jpeg']",Openings,"Door, Windows, Gates",Safety cages,,,
817,Porte intérieure vitrée,70.0,Architectural glass,Door hinges,1.0,31.0,"['41bd148e-bf09-44f9-906b-2206d1dc97b0.png', 'ab8916f0-b4c9-43f6-a961-8f0395770101.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
849,Porte intérieure vitrée,40.0,Architectural glass,Door hinges,1.0,-2.0,"['95820996-8bc1-4825-99ea-7c9fa7605959.png', '433e3120-5455-4f23-a10b-aec2f50cae93.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
936,Porte intérieure vitrée,820.0,Architectural glass,Door hinges,1.0,126.0,"['b7c49bed-2d66-4272-b7b1-f0d16ecf2481.jpg', '8e275649-5f38-4795-8d84-0bb95bcbfcdb.jpg', 'c50fee7d-806f-4b97-95e7-90025ddf89be.jpg']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
971,Porte intérieure vitrée,40.0,Architectural glass,Door hinges,1.0,17.0,"['1e2fa0f8-0369-4499-bcec-d4fa06a1c08c.png', 'd67e307e-c902-48e2-990d-73d3f7ec531a.png', '862abe7a-f615-4301-ae87-4a6626097111.png', '014b697f-2882-4204-a40b-262882099689.png', 'c236635c-1cec-41d1-93fb-62e310ab6dab.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
991,Porte intérieure vitrée,40.0,Architectural glass,Door hinges,1.0,17.0,"['8ed3d741-58eb-4007-9b46-6485b7f866b7.png', '0f5cbfb3-b16d-4acc-95dc-f851c289b52e.png', 'a519be03-c181-484f-9713-6842ad720660.png', '6ffae244-58f4-434c-b094-05bc18376ee4.png', '501390bb-6f1c-4d17-bdfa-36acc081ece3.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
994,Porte intérieure vitrée,70.0,Architectural glass,Door hinges,1.0,180.0,"['51318e45-41da-4c95-a24e-49be416e87d5.png', 'e7ee2a5a-fdc4-4cce-a06d-816da17797d7.png']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
1007,Porte intérieure pleine,50.0,Encaustic,Door hinges,1.0,180.0,['4b2c1f8a-d12b-4172-8e29-727e8393436f.png'],Openings,"Door, Windows, Gates",Safety cages,,,
1189,Porte intérieure vitrée,1736.0,Architectural glass,Door hinges,1.0,125.0,"['b180a38a-7ade-427d-b212-65de4577432f.jpg', '7aaa65dd-81f8-4f7d-bd41-2fe785b78ac5.jpg', '968acfeb-f866-4364-9c32-3da9a28fa888.jpg']",Openings,"Door, Windows, Gates",Glass blocks and panels,,,
