,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
155,"Lavabo blanc , marque ,",20.0,Sitka spruce,Pedestal washbasins,0.0,573.0,['96d3556b-9a7a-45ae-ae35-f14ffa8d3318.jpg'],Furnishings,Furnishings,Sanitary fittings and accessories,,,
317,Lavabo blanc sur pied,80.0,Sitka spruce,Pedestal washbasins,1.0,705.0,"['e64cb96a-e97d-4f0d-95db-6878e77f0852.JPG', 'd9ddd14f-dfe0-4fab-8e27-909eb08def8b.JPG', '85b9c6c6-cbb8-4a72-a435-207a3838af3a.JPG', '01f86af3-dc41-4e17-ae3e-d54e2e1cdf0f.JPG']","Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,,,
408,Lavabo simple vasque encastré,30.0,Sitka spruce,Pedestal washbasins,1.0,170.0,['87de210d-7248-433e-8373-57edb50181fb.png'],"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,,,
434,Autre évier,35.0,Sitka spruce,Pedestal washbasins,1.0,89.0,"['7c70b737-80f6-46a3-ba60-ed2f897df65a.jpeg', 'fbddab8f-2adf-480c-afdf-851c9ed9c650.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,,,
689,Autre évier,35.0,Sitka spruce,Pedestal washbasins,1.0,230.0,"['6c7333ca-009b-45f6-ad0f-62c06ae6b8b9.jpeg', 'ebe704d7-c7bf-4b44-9314-dd258cb5da0e.jpeg']","Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,,,
797,Lavabo simple vasque,60.0,Sitka spruce,Pedestal washbasins,1.0,170.0,['6ff0ff82-327e-4531-97f2-d10d42645ac8.png'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1379,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,142.0,['551b9e25-57b2-4f8d-93f5-ab38670b0c0d.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1504,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,59.0,['be17e59f-e742-4cf4-9dc0-1bd98d69beca.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1537,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,138.0,"['43c49144-f6d9-4dfc-accd-16a744be9698.jpeg', '4522b220-7700-4e93-bc2a-78de80879727.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1632,Lavabo à vasque simple,0.0,Sitka spruce,Pedestal washbasins,1.0,138.0,['c0f72a45-358e-4a97-ac46-1fe53f9b0cc6.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1667,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,137.0,"['26851132-ab03-428e-a8e5-85ee14d835a1.jpeg', '18e6e956-39b0-4a92-b0bb-bfd949e4ec84.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1757,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,142.0,['1c952a40-9732-4c2d-bf55-e2133252e1c3.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1800,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,142.0,['11aa18cd-cc98-4e77-a63d-b8e625556799.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1893,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,124.0,['a3e7c2dd-17c4-47a1-b0e3-ea62ef007c3f.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
1922,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,124.0,['bdbe20c1-3dc3-44d5-8593-1cbcd70e0e4c.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
2088,Lavabo à vasque simple suspendue,0.0,Sitka spruce,Pedestal washbasins,1.0,124.0,['2ba6c289-c7c0-4299-aa07-c1c5d72a8363.jpeg'],"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
3998,Colonne de lavabo reconditionnée,25.0,Sitka spruce,Pedestal washbasins,0.0,157.0,"['0caf66e8-5510-4056-b395-eaebed345c7a.png', '24695008-6b37-4666-a76c-11850e122dec.png']","Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories,,,
5584,Aufsatzwaschbecken,,Sitka spruce,Pedestal washbasins,1.0,18.0,,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,,,
5776,Handwaschbecken antik,,Sitka spruce,Pedestal washbasins,1.0,265.0,20180316_155302_570x570.jpg,Other,Other,Sanitary fittings and accessories,33.0,54.0,
5918,Designer-Waschtisch freistehend,,Sitka spruce,Pedestal washbasins,1.0,265.0,img_20210226_172633_570x570.jpg,Furnishings,Furnishings,Sanitary fittings and accessories,37.0,60.0,85.0
5928,Waschtisch Lavabo,,Lignite,Pedestal washbasins,1.0,265.0,1_%28122%29_570x570.jpg,"Wall, Barriers, Pannels",Other,Headwall and swale inlet products,58.0,80.0,31.0
5929,Einbauwaschbecken Einlegewaschtisch,,Sitka spruce,Pedestal washbasins,1.0,265.0,1_%28124%29_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories,49.0,57.0,19.0
5965,Aufsatzwaschtisch,,Sitka spruce,Pedestal washbasins,1.0,265.0,img_6814_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,37.0,60.0,
6014,Aufsatzwaschtisch,,Sitka spruce,Pedestal washbasins,1.0,265.0,img_6815_570x570.jpg,"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,14.5
