,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
329,Porte manteau sur pied,10.0,Sitka spruce,Primer-undercoats,1.0,75.0,"['315eea40-3dcb-497a-ade4-ce38d28b69d3.jpeg', '0bf0b985-d869-4b31-91b6-35d4f386250e.jpeg', '0099a9e6-eb48-4f07-8a87-dca412cd8769.jpeg', '65a13367-3ed6-447b-8c9d-a03b64cb20a3.jpeg', '7717b848-7d80-453c-b274-d6c849c11b72.jpeg']","Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Sanitary fittings and accessories,,,
925,Porte manteau,5.0,Silt,Primer-undercoats,1.0,5.0,['5e588446-57fb-451b-97b3-60f1a93d6851.jpg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
929,Porte manteau,15.0,Silt,Primer-undercoats,0.0,382.0,"['0b9be6be-2472-4c2f-aef1-1ab6dc417bce.jpeg', '58d3bb73-560e-4873-a376-fbf7c65977bb.jpeg']","Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1095,Porte manteau,5.0,Silt,Primer-undercoats,1.0,11.0,"['2d98481e-b0b3-49c6-814c-0a1f0e39871d.jpeg', 'ec249334-753a-4838-856b-7242b5d5b4b2.jpeg', 'f454dbc2-bae4-4d7c-bba0-3d3970be5727.jpeg']","Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1883,Porte manteau patère,5.0,Sitka spruce,Primer-undercoats,1.0,122.0,['cd6cc869-da44-4680-a926-b5e32f25ad91.jpeg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1898,Porte manteau patère,5.0,Sitka spruce,Primer-undercoats,1.0,99.0,['b6b23389-498f-42c7-9318-0071c5551c86.jpeg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1905,Porte manteau patère,5.0,Sitka spruce,Primer-undercoats,1.0,122.0,['61c23028-31f0-4f04-8509-d322927c5ac9.jpeg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1941,Porte manteau patère,5.0,Sitka spruce,Primer-undercoats,1.0,122.0,['5c8e5ee4-7335-4a15-92f8-f166ca2b7cf3.jpeg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
1985,Porte manteau patère,5.0,Sitka spruce,Primer-undercoats,1.0,122.0,"['9dbfb070-7f1a-469e-a287-43375690e006.jpeg', '66c9ec0f-27b8-4754-b4c6-6a98ae6d8f7b.jpeg']","Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
2919,Porte manteau penderie,20.0,Sitka spruce,Primer-undercoats,1.0,56.0,['1d587cd7-ed4f-4e3f-8e5e-c7fd62b4ba9b.jpeg'],"Roof, Slabs, Stairs","Covering, Finish",Sanitary fittings and accessories,,,
