,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
188,Ballon eau chaude sanitaire,90.0,Potable water,Water flumes,1.0,32.0,['86f4beeb-9634-4dfb-a552-76d618bbdd60.png'],"Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
346,Ballon d'eau chaude -,100.0,Lignite,Water flumes,0.0,443.0,['d4bf8506-d39a-4cb3-bfc3-0b5a4d3ab47c.png'],"Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
421,Ballon d'eau chaude,50.0,Float glass,Water flumes,1.0,91.0,['36b169ec-0367-4615-8300-9588a650f971.jpg'],"Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
975,Ballon eau chaude sanitaire,90.0,Potable water,Water flumes,1.0,180.0,['27e0654e-699e-43df-925a-05a83f6072fc.png'],"Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
1824,Ballon d'eau chaude,110.0,Float glass,Water flumes,1.0,239.0,['7c6e7dae-6ba9-4ff5-b807-79f82ce72356.jpeg'],"Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
2638,Ballon eau chaude sanitaire,120.0,Potable water,Water flumes,1.0,72.0,"['98eef0ae-9a64-483b-be6b-1ef9d8149b34.jpeg', '9fc53565-8eea-4a5c-a343-d9ac783ffdaf.jpeg']","Wall, Barriers, Pannels",Other,Space heating and cooling products,,,
3377,Ballon à eau,80.0,Float glass,Water flumes,1.0,57.0,"['7b910d2a-c7c8-47e0-bcc8-9cc59422c4e3.jpeg', '8581174a-4a27-4348-8043-d9ebd790992d.jpeg']","Wall, Barriers, Pannels",Other,Headwall and swale inlet products,,,
