,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
352,Meuble rangement,40.0,Decorative aggregates,Furnishings,1.0,41.0,"['eeb77aa6-63a8-4d5b-9ca1-75c16a17c958.JPG', '76cd8d14-f5a6-463d-9160-f1400c982334.png', '81ce9647-89cc-4305-8365-691cb282e575.png', '554ccc35-5e9a-4b04-9c48-c364290c6b89.png', '65a6b080-e1d2-48d2-a036-769fa9676924.png']",Furnishings,Furnishings,Furnishings,,,
467,Meuble rangement,120.0,Decorative aggregates,Furnishings,1.0,195.0,"['35df8d6b-b2b5-4e87-a7c5-59b444acb226.png', '68c10634-1e01-473e-a898-d3465e9f7723.png']",Furnishings,Furnishings,Furnishings,,,
639,Mobilier extérieur,30.0,Decorative aggregates,Furnishings,1.0,422.0,['8f8f5550-6b21-4aef-b710-dd7b1807a24f.png'],Furnishings,Furnishings,Furnishings,,,
828,Mobilier extérieur,30.0,Decorative aggregates,Furnishings,0.0,388.0,"['27ed9ac5-84e5-4ec0-9c57-ddaa11d21ca7.png', '518a26a6-15d0-430a-a778-9a4a87bfdd84.png']",Furnishings,Furnishings,Furnishings,,,
831,Mobilier extérieur,70.0,Decorative aggregates,Furnishings,0.0,388.0,"['b5ffc2d4-e3b0-402d-bd6f-2ba8f1ca7423.jpg', '12c26777-f6e0-47c3-a586-4e9ef8255fe5.jpg', '09b7e37a-3f0c-4fb4-8eb7-fc88f97ee80e.jpg']",Furnishings,Furnishings,Furnishings,,,
903,Meuble rangement,40.0,Decorative aggregates,Furnishings,1.0,-2.0,"['e183df92-a230-472d-bacd-2507c418a1c9.png', '83d8ebc1-c779-4db9-a0f5-851c25b15aa7.png', '908da8ba-eadc-49d0-aaa9-3e8ad09949fe.png', 'cd53af13-379b-4325-92e1-f335ba799a5f.png', 'cad3a7a6-16b8-4491-b82e-0d9a5f2896b3.JPG']",Furnishings,Furnishings,Furnishings,,,
1430,Meuble de rangement,50.0,Sitka spruce,Furnishings,1.0,62.0,"['cc2cd53e-d503-45f1-ab2c-654ed75656c5.jpeg', '72f18e2c-0f70-4220-b5ed-de6c8eb9da51.jpeg']",Furnishings,Furnishings,Furnishings,,,
1531,Meuble de cuisine bois stratifié,75.0,Wood,Furnishings,1.0,97.0,['58b400dd-63e1-45ce-8ef7-d45e564259b1.PNG'],Furnishings,Furnishings,Furnishings,,,
1814,Meuble bar rond,270.0,Sitka spruce,Furnishings,0.0,354.0,['08869ceb-094d-49ae-ac16-9c05778144fa.jpg'],Furnishings,Furnishings,Furnishings,,,
2046,Meuble de rangement,130.0,Sitka spruce,Furnishings,1.0,85.0,"['9523ef1c-30ce-462f-90a0-79a39d5074a8.jpeg', '1887a026-d88c-4957-b935-3b9be9836416.jpeg', 'b4a9c836-39b4-4b95-8af3-f431a10c8288.jpeg', '19672ad7-c8f6-4868-9b69-542970d6cf56.jpeg']",Furnishings,Furnishings,Furnishings,,,
