,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
4646,Salmon ' pedestal bathroom sink ca .,119.0,Water,Sinks,1.0,2.0,,Other,Other,Headwall and swale inlet products,,,
4647,Eggplant pedestal bathroom sink ca .,119.0,Sitka spruce,Sinks,1.0,146.0,,Other,Other,Headwall and swale inlet products,,,
4653,Oval white sink ca .,39.0,Sitka spruce,Sinks,1.0,146.0,,Other,"Floors, Ceiling",Headwall and swale inlet products,,,
4654,Bathroom sink,19.0,Ultrapure water,Sinks,0.0,,,Other,Other,Headwall and swale inlet products,,,
4655,Light salmon pedestal bathroom sink ca .,119.0,Water,Sinks,1.0,87.0,,Other,Other,Headwall and swale inlet products,,,
4656,Chocolate ' pedestal bathroom sink ca .,119.0,Porcelain,Sinks,1.0,4.0,,Other,Other,Other,,,
4657,Bathroom sink,39.0,Ultrapure water,Sinks,0.0,,,Other,Other,Headwall and swale inlet products,,,
4664,Bathroom sink,39.0,Ultrapure water,Sinks,1.0,87.0,,Other,Other,Headwall and swale inlet products,,,
4666,Bathroom sink,49.0,Ultrapure water,Sinks,1.0,146.0,,Other,Other,Headwall and swale inlet products,,,
4669,Bathroom sink,59.0,Ultrapure water,Sinks,1.0,146.0,,Other,Other,Headwall and swale inlet products,,,
4674,Bathroom sink 'Keramag ',29.0,Ultrapure water,Sinks,1.0,87.0,,Other,Other,Headwall and swale inlet products,,,
4676,Bathroom sink in ceramic by Jacob Delafon,39.0,Porcelain,Sinks,1.0,146.0,,Other,Other,Headwall and swale inlet products,,,
4680,Bathroom sink,29.0,Ultrapure water,Sinks,0.0,,,Other,Other,Headwall and swale inlet products,,,
4689,Bathroom sink,29.0,Ultrapure water,Sinks,0.0,,,Other,Other,Headwall and swale inlet products,,,
4690,Bathroom sink,39.0,Ultrapure water,Sinks,1.0,146.0,,Other,Other,Headwall and swale inlet products,,,
