,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
39,Porte vitrée simple manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,95.0,['0c3c8f71-c22b-4dc8-8036-d591e199ba7f.jpeg'],"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
204,Porte vitrée tierce manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,406.0,['5c04b8ba-fb07-4530-9ffa-4be94bc3cdf3.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,,,
231,Porte vitrée double manuelle,90.0,Sitka spruce,Sliding shutter doorsets,1.0,70.0,"['709eb579-a0e3-45d2-b5ca-b4482d829756.jpeg', '455b169d-2e3e-467a-9cd8-72d5eb6c892e.jpeg', '5dd7bb2e-99ea-417c-9dd3-00a031f76179.jpeg', 'afd4fdc9-a7fe-447c-b59e-994f8dc536a5.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,,,
235,Porte vitrée simple manuelle,40.0,Sitka spruce,Sliding shutter doorsets,1.0,41.0,"['b2b10cb4-e6da-4820-b772-13b35dca4a40.png', '07e42bbc-f14b-4a19-8651-b1e05fb1f689.png']","Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
492,Porte simple vitrée manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,95.0,['9da412e0-4df4-42c2-90d0-cc31eb47cdeb.jpeg'],Technical elements,"Door, Windows, Gates",Glass blocks and panels,,,
522,Porte vitrée simple manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,95.0,['61052f92-b285-44a7-8ab0-f6ae9c588ee0.jpeg'],"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
575,Porte vitrée simple manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,405.0,['f97237ea-bc03-439a-9bcd-390623137a53.JPG'],"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
632,Porte simple vitrée manuelle,50.0,Sitka spruce,Sliding shutter doorsets,1.0,95.0,"['85fdc398-05fd-440a-a785-f01f3ddee3ab.jpeg', '31b92225-47b0-422c-90ce-34a817096d90.jpeg']",Technical elements,"Door, Windows, Gates",Glass blocks and panels,,,
683,Porte vitrée simple manuelle,75.0,Sitka spruce,Sliding shutter doorsets,1.0,95.0,['6164745c-710d-4ee3-87f9-a774a06c0f4f.jpeg'],"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
904,Porte vitrée simple manuelle,40.0,Sitka spruce,Sliding shutter doorsets,1.0,-2.0,"['773b3f56-84d2-40bb-8c02-e620e8887b45.png', 'b4c7c034-59c8-400d-90e1-cb05fd6c665c.png']","Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,,,
