,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
3129,Autre quincaillerie de porte intérieure,16.0,Sitka spruce,Door frames and leaves,1.0,55.0,['24cd33d9-cd08-4a8a-9067-7be606f2c66a.jpeg'],"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,,,
4780,Interior door various sizes - Right/Left,25.0,Architectural glass,Door frames and leaves,1.0,59.0,"['59551_143c2df.png', '10011_ed08b4b.png', '10012_ed08b4b.png', '10013_ed08b4b.png']",Furnishings,"Door, Windows, Gates",Furnishings,,,
4835,Doors in solid pine with handles by Walter Gropius ca . – Left / Right,448.0,Pine,Door frames and leaves,0.0,,"['56012_f9e1c2d.png', '5548_4594b18.png', '5549_4594b18.png', '5550_4594b18.png', '5551_4594b18.png']","Roof, Slabs, Stairs","Door, Windows, Gates","Floor plates, gratings and edgings",,,
5166,Panneau de portes blancs et gris,,Sitka spruce,Door frames and leaves,1.0,0.0,"['https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-a-600x338.jpg', 'https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-b-600x338.jpg', 'https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-c.jpg']","Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,,,
5257,Interior door various sizes - Right/Left,25.0,Architectural glass,Door frames and leaves,0.0,,"['59551_9e3e7c3.png', '10011_3dc2997.png', '10012_ed08b4b.png', '10013_ed08b4b.png']",Furnishings,"Door, Windows, Gates",Furnishings,,,
5476,antike Zimmertüre gestämmt,,Architectural glass,Door frames and leaves,1.0,265.0,20200525_160938_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,3.0,81.0,208.0
5563,Türblatt stumpf einschlagend,,Sitka spruce,Door frames and leaves,1.0,265.0,20210924_112352-kopie_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates","Floor plates, gratings and edgings",4.0,67.0,198.0
5633,Eingangstüre inkl . Rahmen,,Sitka spruce,Door frames and leaves,1.0,0.0,,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,,,
5715,Zimmertüre mit Rahmen,,Architectural glass,Door frames and leaves,1.0,18.0,,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,,,
6463,Tür Drückergarnitur inkl . Türschilder,,Sitka spruce,Door frames and leaves,1.0,173.0,20171027_161037_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates",Sanitary fittings and accessories,,5.0,25.0
6472,antike Zimmertüre gestämmt,,Architectural glass,Door frames and leaves,1.0,179.0,20200525_161506_570x570.jpg,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,3.0,86.0,206.0
7101,Panneau de portes blancs et gris,,Sitka spruce,Door frames and leaves,1.0,13.0,"['https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-a-600x338.jpg', 'https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-b-600x338.jpg', 'https://materiuum.ch/wp-content/uploads/2023/02/2302-5953-c.jpg']","Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,0.0,4.5,71.0
7105,Plaquette de porte,,Sitka spruce,Door frames and leaves,1.0,20.0,['https://materiuum.ch/wp-content/uploads/2023/02/2302-5715-a-600x800.jpg'],"Wall, Barriers, Pannels","Door, Windows, Gates","Floor plates, gratings and edgings",0.0,110.0,58.0
7340,Alte Zimmertüren,,Architectural glass,Door frames and leaves,1.0,15.0,,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,,,
