,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
0,Table,10.0,Decorative aggregates,Occasional tables,1.0,266.0,['84c53165-3f30-4c10-b281-ff358f8e2114.jpeg'],Furnishings,Furnishings,Sectional products,,,
120,Table,50.0,Decorative aggregates,Occasional tables,1.0,266.0,['076b6560-fe05-4009-9111-b21fcf059832.jpg'],Furnishings,Furnishings,Sectional products,,,
125,Table basse carré,49.0,Decorative aggregates,Occasional tables,1.0,132.0,"['fe5373e4-a8b3-4581-99c0-044f9e89444a.jpeg', '2cc264f8-2347-4a11-9bb8-944d0edb57fa.jpeg']",Structural elements,Furnishings,"Lighting columns, brackets and bollards",,,
298,Table,10.0,Decorative aggregates,Occasional tables,1.0,266.0,['e3f10b61-72e6-423e-9e11-87546208cb97.jpeg'],Furnishings,Furnishings,Sectional products,,,
403,Table,30.0,Decorative aggregates,Occasional tables,1.0,266.0,['c35f5726-b8bc-474c-8451-8854d7b0f468.jpg'],Furnishings,Furnishings,Sectional products,,,
420,Table,40.0,Decorative aggregates,Occasional tables,1.0,266.0,['69dd65e7-a7fc-4b59-a023-394c650c93c1.jpg'],Furnishings,Furnishings,Sectional products,,,
433,Table,10.0,Decorative aggregates,Occasional tables,1.0,266.0,['19fcdaf5-ddd9-4f42-a623-f79ac892da87.jpeg'],Furnishings,Furnishings,Sectional products,,,
567,Table,30.0,Decorative aggregates,Occasional tables,1.0,95.0,['1c4d121a-e0ac-4d99-83e0-e2f6f7328675.jpeg'],Furnishings,Furnishings,Sectional products,,,
578,Table,128.0,Decorative aggregates,Occasional tables,1.0,132.0,"['d19c5b98-4a1d-49dd-bd1e-31ecc8bff832.jpeg', 'c7e6cf98-9440-4fbf-b148-53f790df325e.jpeg', '70379550-9640-45da-ac33-bc08710f217e.jpeg']",Furnishings,Furnishings,Sectional products,,,
905,Table,10.0,Decorative aggregates,Occasional tables,1.0,216.0,"['9cc5d038-51e4-460a-a0fa-f06f56290d9a.jpeg', 'cf094e3c-3ffb-422e-8b9c-e47283794e78.jpeg']",Furnishings,Furnishings,Sectional products,,,
1024,Table,20.0,Decorative aggregates,Occasional tables,1.0,11.0,['9d731f2e-a3c0-4613-b81b-5d68f8fcffdc.jpeg'],Furnishings,Furnishings,Sectional products,,,
1176,Table bois,50.0,Granule,Occasional tables,0.0,370.0,"['7cf5327a-d6d5-4bf0-807e-6484c52e4de1.jpeg', 'cc8065de-a4a4-411a-ab54-edfe88b80625.jpeg', '73ccb584-5607-4533-ac1b-fb8946efa43a.jpeg', 'ce61a8c5-3674-4269-9aa1-4c8dd5069d58.jpeg', 'fd481f26-6fd8-4ff8-bdc9-f42ae42fd6a1.jpeg']",Furnishings,Furnishings,"Lighting columns, brackets and bollards",,,
1584,Table,50.0,Decorative aggregates,Occasional tables,0.0,332.0,"['ff2876a1-554d-4c00-b355-30f913d0b8bc.jpeg', 'c0882e07-c628-4bee-8c0a-a3f78efe755c.jpeg']",Furnishings,Furnishings,Sectional products,,,
1877,Table,50.0,Decorative aggregates,Occasional tables,1.0,99.0,['97a656a5-3c2e-427b-8983-de40659b2052.jpeg'],Furnishings,Furnishings,Sectional products,,,
1878,Table,50.0,Decorative aggregates,Occasional tables,1.0,122.0,['e924695a-131d-48bb-9002-48531581cce2.jpeg'],Furnishings,Furnishings,Sectional products,,,
1887,Table,50.0,Decorative aggregates,Occasional tables,1.0,122.0,"['83bad747-6563-46e3-8d1f-c6840d92d93a.jpeg', '7c2401e7-3546-48a5-83ae-2ec5aea24aad.jpeg']",Furnishings,Furnishings,Sectional products,,,
1903,Table,50.0,Decorative aggregates,Occasional tables,1.0,56.0,"['3243df96-d708-4b8d-aa28-e0e2d07adf7b.jpeg', '2213ee6a-6e53-42c1-96a5-3c68d47d7472.jpeg']",Furnishings,Furnishings,Sectional products,,,
1919,Table,50.0,Decorative aggregates,Occasional tables,1.0,122.0,"['210e6c41-4c9d-429d-8747-056e4c18d9e1.jpeg', '6279ea35-8cc7-40c5-b505-cb45f7ad266d.jpeg']",Furnishings,Furnishings,Sectional products,,,
1947,Table,100.0,Decorative aggregates,Occasional tables,1.0,6.0,"['4073e274-7962-410a-903c-e53f8ce921d8.jpeg', '4d60ba9b-4dd4-4f56-a19b-c74d4af922f0.jpeg', 'b395aa7c-f45f-4b79-a91a-d13415f3a9c0.jpeg', '221b8e77-9853-41c5-8305-08950e0fad54.jpeg']",Furnishings,Furnishings,Sectional products,,,
1949,Table,50.0,Decorative aggregates,Occasional tables,1.0,122.0,"['cfccf3c0-c4e0-4d15-8412-700eb6673755.jpeg', '090235e8-d810-435d-a9c3-5649f8702e3a.jpeg']",Furnishings,Furnishings,Sectional products,,,
