,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
360,Bloc porte pleine avec serrure et poignée,80.0,Sitka spruce,Concealed hinges,1.0,166.0,"['99856042-83b7-4865-80a6-6a8ea360867f.jpeg', 'd0dc9590-883e-4755-b2e5-80ff957d46df.jpeg', '349fac24-abfa-46e7-a4af-3a09656520ad.jpeg', '8a680ada-f59f-4c6b-be6b-ba5c633320c5.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
435,Porte enroulable,250.0,Encaustic,Concealed hinges,0.0,409.0,"['3f2a62bc-22a2-43ae-ae42-482089520ba1.jpg', '659e46cd-6645-4960-a612-d3dea3b4da2b.jpg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
721,Porte enroulable,250.0,Encaustic,Concealed hinges,0.0,409.0,['8e979f31-a4af-4062-a920-19e87892c929.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
755,Porte enroulable,250.0,Encaustic,Concealed hinges,0.0,409.0,['c8c291ba-05b5-4a0f-a748-34f261c9ed31.jpeg'],"Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
1217,Porte enroulable,300.0,Encaustic,Concealed hinges,1.0,224.0,"['f06db175-ee32-421f-98f1-a07de8ca1860.jpeg', '17a74550-1828-472c-ad39-af8360eac7c6.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
1256,Porte enroulable,300.0,Encaustic,Concealed hinges,1.0,224.0,"['4580b5ae-c0d0-48e7-b571-8997c018633d.jpeg', 'a40d9f44-8f19-4711-8dbb-de8cabf61ba8.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
1401,Portiques de levage,0.0,Encaustic,Concealed hinges,1.0,142.0,"['d1a67f27-96a6-444f-8d1e-0d5af3d010f7.jpeg', '553011dd-b688-4c47-ae1a-3dea57d29e5e.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
1498,Portiques de levage,0.0,Encaustic,Concealed hinges,1.0,142.0,"['8c73064b-5c5f-4b5d-9b7b-eaad09e77795.jpeg', '2397b6ee-3ade-410f-9b9c-0bf0e389d263.jpeg', '8d64d58a-d389-4fc0-88bc-f9c1864ae1b5.jpeg', 'a3305c8a-4d15-4b8a-8a15-8165baeb419a.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
2273,Porte enroulable,250.0,Encaustic,Concealed hinges,1.0,118.0,"['ff2e52ff-bf10-4a55-a5e7-25731c4f93b9.jpeg', '3c8e3eb0-a779-43d6-afa2-b25cb67d8af6.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
2281,Porte enroulable,250.0,Encaustic,Concealed hinges,1.0,118.0,"['dd9a1b1a-91d1-44ec-b190-da3f64e9fcfe.jpeg', '85800419-a5ab-4b31-b0f7-553cc097294d.jpeg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
2985,Armoire porte coulissante,105.0,Sitka spruce,Concealed hinges,1.0,55.0,"['89c12d06-ce97-4377-876c-25bc11aec05e.jpeg', '5f64e032-3bde-4cea-bfb5-770f8ef0ec67.jpeg']",Furnishings,Furnishings,Sanitary fittings and accessories,,,
3140,Armoire porte coulissante,105.0,Sitka spruce,Concealed hinges,1.0,55.0,['9cb5d13f-0614-4c19-990a-4381c40fa3cb.jpeg'],Furnishings,Furnishings,Sanitary fittings and accessories,,,
3246,"Porte enroulable , levante et battante",250.0,Sitka spruce,Concealed hinges,0.0,208.0,"['86f5fcbe-26e3-4308-a0f8-6004845c9faa.jpeg', 'ab663818-5908-4207-b947-84e29e9d4830.jpeg']","Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Sanitary fittings and accessories,,,
4029,"Porte enroulable , levante et battante",2000.0,Sitka spruce,Concealed hinges,0.0,164.0,"['60852918-b13a-4b68-bc89-cd7ec2278e8b.jpg', 'cbd30edc-3f82-4708-9f47-6b3d4d065d81.jpg', '86a503a9-280d-4054-b347-7ceb80e44b26.jpg']","Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Sanitary fittings and accessories,,,
4276,Porte enroulable,300.0,Encaustic,Concealed hinges,0.0,124.0,"['8d626483-71a4-4be6-a6c8-07ed7795798b.jpg', '985c45e9-b9ac-4e6f-aa87-250cae1d97bf.jpg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
4346,Porte enroulable,300.0,Encaustic,Concealed hinges,0.0,124.0,"['29d4b1c8-98d5-4b35-a631-8135aa5df892.jpg', '909c0cfa-4894-413d-91a9-d3878dccf681.jpg']","Wall, Barriers, Pannels","Door, Windows, Gates",Safety cages,,,
