,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
45,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['c685d762-a721-4e6d-9cf9-c2457148f1a4.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
62,Chemin de câbles tôle perforée,7.0,Gravel,Cable troughs,1.0,465.0,['03824cd9-4cab-4437-982b-3a279351c678.jpg'],"Wall, Barriers, Pannels","Covering, Finish",Wire structure and general products,,,
93,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['2171d63f-96b9-4c19-9628-1b868dfbf874.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
100,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,255.0,"['69471d15-1c42-4175-985a-f4f8b5926146.jpeg', 'c50f6eae-40e9-4475-83f7-d402c2a1afda.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
157,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,95.0,['4e9d6762-197a-4873-ba18-e8dd92bf2fcc.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
190,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['2bfe3086-e7da-4892-b01a-5f920238e2d3.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
365,Chemin de câble,15.0,Encaustic,Cable troughs,1.0,102.0,['e1967e0f-58a2-4722-98a3-1fbf9587f4d5.png'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
377,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['3327e349-3eb8-4523-a428-69636c8bd2ea.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
555,Chemin de câble dalle marine,7.0,Maritime pine,Cable troughs,1.0,19.0,['aa2a7e9e-bfcf-49ff-97c8-4125ec13628c.jpg'],"Wall, Barriers, Pannels",Other,Wire structure and general products,,,
557,Chemin de câble,8.0,Encaustic,Cable troughs,0.0,409.0,"['1fb1d120-7a2f-4fb2-b6f7-6703dd02d790.jpg', '5a8c3a86-c412-459d-9169-5f91ecaaaaf0.jpg', 'a904e3f9-2acb-44a2-8673-8d9cf04a967c.jpg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
574,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,95.0,['086aee70-d0cd-4e49-b5ca-cd8f4ea02c4e.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
693,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,399.0,['fc24bbf4-d71b-4486-a6a9-a919cde51f84.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
724,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['627a4513-8041-464c-996a-980677a98949.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
801,Chemin de câble,3.0,Encaustic,Cable troughs,1.0,398.0,['b06addeb-9f7c-41ed-8cc0-bb96ef076a6f.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
895,Chemin de câble,4.0,Encaustic,Cable troughs,1.0,216.0,['0ffda4ee-59a9-4027-ae75-93f87c1ca16f.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
959,Chemin de câble,8.0,Encaustic,Cable troughs,1.0,224.0,['379f71ff-d49a-48b6-b312-5b06fba1fe91.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
986,Chemin de câble,4.0,Encaustic,Cable troughs,1.0,224.0,['a084d81f-12a3-4040-8abf-54b6042642a2.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1050,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,224.0,['b931fe06-e76a-4e7d-a407-2a44672b65e2.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1315,Chemin de câble,6.0,Encaustic,Cable troughs,1.0,224.0,['c49d1a7f-f1b8-4282-a10f-1b5aec8b66ea.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1394,Chemin de câble,8.0,Encaustic,Cable troughs,1.0,118.0,"['8b1043b9-1e5b-40e3-b23a-b8f466574741.jpeg', '00d60db9-eacf-4731-ad04-dffc375037c8.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1403,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['88d4b846-2303-4377-a91a-84c0bfa5be87.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1481,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['59fa2fae-c057-4565-bef8-2466e7258ca8.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1490,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['b67af268-e562-4e47-8485-b515c6f0724f.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1501,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,325.0,['81b1e4c1-46cc-4f62-801a-565741c272f4.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1567,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['8f736bc9-999d-4852-bf87-1e4009f8e507.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1595,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['cb1885d6-1468-4acf-9db0-fefa3e217a32.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1668,Chemin de câble,8.0,Encaustic,Cable troughs,1.0,118.0,['f9c1b23c-7da3-4da4-bf13-9db8c6b021a9.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1789,Chemin de câble,11.0,Encaustic,Cable troughs,0.0,326.0,['97519804-ef8b-4e3d-898b-7ce7139f5510.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1906,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,45.0,['95fa6426-1a02-4631-8c2e-e57235dd6291.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1960,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,45.0,['c91a4f6a-cbb7-41c6-bb3c-c97d03b81db6.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
1996,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,45.0,['6acc2710-ac15-4c0a-afa0-ba42793e4c62.jpeg'],Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
2070,Chemin de câble,10.0,Encaustic,Cable troughs,1.0,45.0,"['e76bdf61-d245-4232-adf2-8516d0bf3b36.jpeg', 'ee8f4b16-298c-4910-864c-0e60569a6b45.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
2255,Chemin de câble,5.0,Encaustic,Cable troughs,1.0,117.0,"['4e9056fd-6a81-4551-9cb2-d0f326619fca.jpeg', '22c2d207-f23d-4985-a590-15255cea520e.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
2268,Chemin de câble,5.0,Encaustic,Cable troughs,1.0,117.0,"['a70fa76c-7bc1-48b6-9938-d2eb99c6b4bb.jpeg', '6337e80a-cfd0-4529-830a-4a14eb2e23a4.jpeg']",Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products,,,
