,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
1010,Panneaux plafond,8.0,Sitka spruce,Veneers and facings,1.0,224.0,"['375ccc3f-6059-4069-aa24-8c76c2d997af.jpeg', 'c9eac48a-539b-410c-90e8-3375c836de83.jpeg']","Wall, Barriers, Pannels","Floors, Ceiling","Floor plates, gratings and edgings",,,
1059,Miroir de façade,40.0,Silt,Veneers and facings,1.0,224.0,"['6a665936-de6f-4693-96f2-4c72d44aced5.jpeg', '4871d369-acb9-4174-9e0c-2a20755c54f4.jpeg', 'fd49763d-7170-4c39-8f3d-b5ee456a92bc.jpeg', '666d7d9b-c514-48e9-b99e-069db71f860c.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Prefabricated buildings and structures,,,
7083,Dachfenster Velux,,Architectural glass,Veneers and facings,1.0,0.0,112075_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,9.0,69.0,108.5
7084,Dachfenster Velux,,Architectural glass,Veneers and facings,1.0,0.0,112076_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,9.0,69.0,111.0
7183,Dachfenster Velux,,Architectural glass,Veneers and facings,1.0,45.0,112076_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,9.0,69.0,111.0
7184,Dachfenster Velux,,Architectural glass,Veneers and facings,1.0,45.0,112075_570x570.jpg,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,9.0,69.0,108.5
