,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
323,Store,15.0,Fir,Bin stores,1.0,255.0,"['ba96e4b1-cd37-4293-ade8-1bf34119e206.jpeg', '26afac1e-3e42-4a51-b5e6-022d75160c04.jpeg', '9edf1582-b498-409c-8b10-41f83f351297.jpeg']",Other,Other,Other,,,
330,Store,10.0,Fir,Bin stores,1.0,95.0,['6680cb4f-f8fb-4988-b6d9-fb3d6c68df54.jpeg'],Other,Other,Other,,,
486,Store,15.0,Fir,Bin stores,1.0,248.0,"['4219e409-5838-44a6-8de4-114b1e6e2e83.jpeg', '871e0df2-bbf1-4dd8-84ff-065bfd56c4d6.jpeg', '2fbfe849-e987-434a-a751-81f15dae516b.jpeg']",Other,Other,Other,,,
563,Store,15.0,Fir,Bin stores,1.0,255.0,"['68e4c1a7-5dd9-4fd0-9e80-d79528e63a2f.jpeg', '9debdf42-5f62-4f05-a27e-9fe809378e49.jpeg', '0bcec115-b3c6-4193-8685-fab62bb54ddf.jpeg']",Other,Other,Other,,,
953,Store,10.0,Fir,Bin stores,1.0,224.0,"['2f4e0034-5cac-4351-93b4-8f9b4a33096a.jpeg', '2e12d821-8915-40a2-8bd9-20ab41f2c909.jpeg', '49f5a812-1b93-4426-860b-8e5cfad83147.jpeg']",Other,Other,Other,,,
1132,Store,10.0,Fir,Bin stores,1.0,224.0,"['f924f090-70dc-4730-ad5c-9f97a25be301.jpeg', '1535ffb0-ed7d-4dcf-b538-7efffccad52b.jpeg', 'c1b45f8a-fb42-4285-b69c-4d5f329fbf8e.jpeg']",Other,Other,Other,,,
1393,Store,0.0,Fir,Bin stores,1.0,142.0,['2a9dade1-6220-4795-a19d-3a089aac745a.jpeg'],Other,Other,Other,,,
1471,Store,40.0,Fir,Bin stores,0.0,326.0,"['075a9561-a40f-4263-b9ae-4315da4535db.jpeg', 'f486dff3-9467-41cc-b73b-c5359fe30db6.jpeg', '6eee7323-4a47-47d1-951a-4c5c747a8592.jpeg']",Other,Other,Other,,,
1647,Store,0.0,Fir,Bin stores,1.0,142.0,['03619794-1cf3-4101-98f5-e0037f533613.jpeg'],Other,Other,Other,,,
1746,Store,0.0,Fir,Bin stores,1.0,142.0,['72e9b01d-9350-429a-82c9-a34e4d8a6253.jpeg'],Other,Other,Other,,,
1988,Store,20.0,Fir,Bin stores,1.0,45.0,"['b62f91cb-a73b-4f65-9173-53a74f8be61d.jpeg', 'a73dae84-b11e-4932-9f47-167fc7b22d3b.jpeg']",Other,Other,Other,,,
1994,Store,20.0,Fir,Bin stores,1.0,45.0,"['358a617d-aa6a-4ba5-aaf3-c1d9da04a781.jpeg', 'a7d03d96-3a14-447e-9f9b-3632e0110acd.jpeg']",Other,Other,Other,,,
2122,Store,20.0,Fir,Bin stores,1.0,45.0,['ac7909e6-c52c-4d2e-8386-d02edd197047.jpeg'],Other,Other,Other,,,
2342,Store,20.0,Fir,Bin stores,1.0,111.0,"['27e33c42-c1da-42e8-a0b4-cfad131011f1.jpeg', 'c55cac16-8c48-45db-8371-516ff9143cd2.jpeg', '37ae4f82-0826-45fb-8b6b-bbbdedf95983.jpeg', 'd833bcb6-bedb-45f0-8c08-d0c815f8e08d.jpeg']",Other,Other,Other,,,
2493,Store,10.0,Fir,Bin stores,0.0,263.0,['264eacec-30c0-4c65-b1fd-64879c5521d4.jpeg'],Other,Other,Other,,,
2514,Store,20.0,Fir,Bin stores,1.0,112.0,"['f7c75f84-0693-48e7-92cb-8eae6fcbdc82.jpeg', 'dec7464d-2d6e-4185-abb1-db2e382856de.jpeg', 'bba0d620-0c73-4bb7-9bd7-b92ab1cf717a.jpeg']",Other,Other,Other,,,
