,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
2767,Canapés encastrés,1000.0,Sitka spruce,Cushions,0.0,244.0,['3f904695-9fcc-40da-b15e-2e7917046e01.png'],Furnishings,Furnishings,Furnishings,,,
2900,Canapé,80.0,Encaustic,Cushions,1.0,55.0,['c9d02442-fb8a-440b-8842-5c265f484c29.jpeg'],Furnishings,Furnishings,Furnishings,,,
3022,Canapé,180.0,Encaustic,Cushions,1.0,55.0,['6ed9e5b7-28fa-45c2-b33b-3574edf669f6.jpeg'],Furnishings,Furnishings,Furnishings,,,
3386,Canapé,320.0,Encaustic,Cushions,1.0,55.0,['39ef48c3-b465-427c-ac0f-442de063aaec.jpeg'],Furnishings,Furnishings,Furnishings,,,
3417,Commode en bois,45.0,Wood,Cushions,1.0,55.0,"['8c49977a-69ad-4d15-81e9-8b56992c896b.jpeg', '508c5d9a-01f0-4818-9a52-8596474ff713.jpeg']",Furnishings,Furnishings,Furnishings,,,
4005,Canapé,300.0,Encaustic,Cushions,1.0,20.0,"['7ecb90cb-4a1d-44f5-8555-593f848205461681302657091-3333a733-feb7-48ee-92b5-80cc212699e8.jpeg', 'b2f969a1-a499-476a-bfe1-a2e15b11b4701681302657091-c71101a3-0ca8-4dce-a077-36adc1f80c34.jpeg']",Furnishings,Furnishings,Furnishings,,,
4231,Banquette / canapé,30.0,Sitka spruce,Cushions,0.0,130.0,"['9b56e00b-074b-40f4-9d5d-55435bcf9288.jpg', 'b893a737-aaa4-4708-addf-31ea98e3a33f.jpg', '51af20e6-5ba8-4022-b640-7ea9d6f7fe29.jpg']",Furnishings,Furnishings,Furnishings,,,
4445,Sofa module 'Mags Soft Corner ' by with left armrest,363.0,Sitka spruce,Cushions,1.0,4.0,,Furnishings,Furnishings,Furnishings,,,
4446,Sofa module 'Mags Soft Corner ' by with right armrest,363.0,Sitka spruce,Cushions,1.0,87.0,,Furnishings,Furnishings,Furnishings,,,
5358,Swivel armchair by Giroflex,89.0,Sitka spruce,Cushions,0.0,,"['60413_51e706b.png', '13203_e5b3710.png', '13204_e5b3710.png', '13205_e5b3710.png', '13206_e5b3710.png', '13208_66a4e76.png']",Furnishings,Furnishings,Furnishings,,,
6070,Hinterbettmöbel aus Ahornholz,,Sitka spruce,Cushions,1.0,173.0,8ac3c36d-2e96-400a-9923-50342207d3b8_570x570.jpg,Furnishings,Furnishings,Furnishings,110.0,26.5,182.0
