,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
5962,Geschirrspüler,,Soap,Dishwashers,1.0,265.0,,Other,Other,"Floor plates, gratings and edgings",60.0,55.0,87.5
5984,Geschirrspülmaschine,,Soap,Dishwashers,1.0,265.0,7e8d6b36-901b-4cd6-83f4-c332fe59fadd_570x570.jpeg,Other,Other,"Floor plates, gratings and edgings",60.0,60.0,90.0
6061,Geschirrspüler,,Soap,Dishwashers,1.0,0.0,,Other,Other,"Floor plates, gratings and edgings",,,
6347,Geschirrspüler,,Soap,Dishwashers,1.0,0.0,_dsc9482_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6591,Geschirrspüler,,Soap,Dishwashers,1.0,4.0,_dsc9491_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6626,Geschirrspüler,,Soap,Dishwashers,1.0,16.0,_dsc9572_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6646,Geschirrspüler,,Soap,Dishwashers,1.0,10.0,_dsc9599_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6647,Geschirrspüler,,Soap,Dishwashers,1.0,10.0,_dsc9610_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6677,Geschirrspüler,,Soap,Dishwashers,1.0,2.0,2852-2_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6749,Geschirrspüler,,Soap,Dishwashers,1.0,4.0,_dsc9812_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
6932,Geschirrspüler,,Soap,Dishwashers,1.0,0.0,_dsc9984_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",,,
7050,Geschirrspüler,,Soap,Dishwashers,1.0,58.0,_dsc0113_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.1,54.6,76.0
7095,Geschirrspüler,,Soap,Dishwashers,1.0,0.0,112034_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",60.0,54.0,76.0
7098,Geschirrspüler,,Soap,Dishwashers,1.0,13.0,_dsc0119_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",58.0,55.0,76.5
7238,Geschirrspüler,,Soap,Dishwashers,1.0,39.0,_dsc0424_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.7,55.0,75.5
7239,Geschirrspüler,,Soap,Dishwashers,1.0,33.0,_dsc0431_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",56.7,54.5,76.0
7254,Geschirrspüler,,Soap,Dishwashers,1.0,,_dsc0444_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.4,54.6,76.0
7255,Geschirrspüler,,Soap,Dishwashers,1.0,,_dsc0436_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.5,54.8,75.5
7338,Geschirrspüler,,Soap,Dishwashers,1.0,21.0,1_%28379%29_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.5,54.6,76.1
7341,Geschirrspüler,,Soap,Dishwashers,1.0,15.0,_dsc0487_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.0,54.6,76.0
7345,Geschirrspüler,,Soap,Dishwashers,1.0,9.0,_dsc0553_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.0,60.0,86.0
7349,Geschirrspüler,,Soap,Dishwashers,1.0,15.0,_dsc0493_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.0,54.6,76.1
7461,Geschirrspüler,,Soap,Dishwashers,0.0,4.0,_dsc0825_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.2,54.8,75.2
7469,Geschirrspüler,,Soap,Dishwashers,0.0,4.0,_dsc0724_570x570.jpg,Other,Other,"Floor plates, gratings and edgings",57.0,54.7,76.0
