,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
1063,Gravier,15.0,Grog,Gratings,1.0,125.0,"['bf2129b4-9746-453f-967c-fd514007a7a4.jpeg', 'cd63dad5-b17a-49d6-b2d4-e1d460b06b7c.jpeg']",Other,Other,"Floor plates, gratings and edgings",,,
2023,Gravillon,22.0,Grog,Gratings,1.0,45.0,"['6e8077c0-1476-4f5e-bba4-c444da47176e.jpeg', 'b6bef96f-fd8b-43f8-b4c8-2bcbe50383d2.jpeg']",Other,Other,"Floor plates, gratings and edgings",,,
2562,Gravillon,22.0,Grog,Gratings,1.0,111.0,"['ee36917d-712d-43db-a112-3f4549f344c2.jpeg', '805f5682-a990-4e6e-b2bb-0bf02cb59c94.jpeg']",Other,Other,"Floor plates, gratings and edgings",,,
2596,Gravillon,22.0,Grog,Gratings,0.0,278.0,"['34261200-e698-4c57-b394-df3856d1dd20.jpeg', '1bad4b7d-e18d-4909-8019-89119b0f39d7.jpeg']",Other,Other,"Floor plates, gratings and edgings",,,
3597,Gravier,10.0,Grog,Gratings,0.0,184.0,['08092ff1-6799-4d89-b789-9881000c0b7b.png'],Other,Other,"Floor plates, gratings and edgings",,,
3609,Gravier,15.0,Grog,Gratings,0.0,186.0,"['0470b785-a159-4327-9719-4d986e5adf4e.jpg', '59f8bd69-a237-42a0-ac80-9b4ae17811c4.jpg', '6c32b9f9-aec3-42e1-b33d-243bbcbb8d5a.jpg']",Other,Other,"Floor plates, gratings and edgings",,,
3992,Gravier,10.0,Grog,Gratings,0.0,184.0,['4069e8af-f177-456d-adc7-4866453e8b94.jpeg'],Other,Other,"Floor plates, gratings and edgings",,,
