,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
60,Armoire électrique,47.0,Encaustic,Built-in electric hobs,1.0,132.0,"['4d5385c6-c6d9-4908-b56f-1f3cc7120d91.jpeg', 'e03fa2c4-dccb-41fa-9cdd-2c0e8e7627d4.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
88,Armoire électrique,50.0,Encaustic,Built-in electric hobs,1.0,398.0,['e174e047-b4a3-4e8c-b294-4b6169d6412e.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
90,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,73.0,"['2c644e43-d9a5-4826-8400-109580371976.jpeg', '5d30b095-ca68-41b6-ba52-a361b53c32db.jpeg', 'ba0d0a40-5ff0-4005-b407-46068cf3feb1.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
126,Armoire électrique,1000.0,Encaustic,Built-in electric hobs,1.0,181.0,"['e6b86bcd-8fab-40b2-8de4-247111914d57.jpg', '3703024d-fbe5-4e57-9241-d77d381c27a9.jpg', 'd8d82d17-2068-44a2-9516-4fdb17523a14.jpg']",Furnishings,Furnishings,Power and lighting outlet products,,,
165,Armoire électrique,50.0,Encaustic,Built-in electric hobs,1.0,398.0,['dad5bb58-a4be-4033-bebe-e2532ca138f0.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
224,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,409.0,['9d4fef1f-908d-40e4-ab88-51d058369b79.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
355,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,73.0,"['8b9efea8-e3ae-4555-9c6d-20251c99c7b0.jpeg', '26559718-10f5-4b4c-a881-69910c8c493b.jpeg', '0039c3f4-7075-431b-af1d-6ac0bbe7ab65.jpeg', '114d1cb7-60c5-4161-a067-f9d9077373f2.jpeg', '37b8dbbd-0fff-4519-b097-bb34b8ddde00.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
502,Armoire électrique,60.0,Encaustic,Built-in electric hobs,1.0,54.0,"['b6035df6-1d03-4cd2-ab47-4a3788775633.jpeg', 'aad9f292-128d-4c73-ad9b-b2ef062fb2a6.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
511,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,409.0,['58112143-ade4-4b59-94bf-d0f50f9ef0ac.jpg'],Furnishings,Furnishings,Power and lighting outlet products,,,
621,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,409.0,['53da3c8e-773d-46e0-975b-2ed236e69b6f.jpg'],Furnishings,Furnishings,Power and lighting outlet products,,,
809,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,73.0,"['d9f53a3e-5232-45e1-89e2-d8e1daa1f48a.jpeg', 'a0be2467-1b9f-48f7-9372-70d885dd7180.jpeg', '0aad2eb6-4819-4403-a443-f7c8dfc70eb6.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
901,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,216.0,"['df9366d1-e698-4bbe-9ed8-691e5ceed54f.jpeg', '32b9f08b-4d5b-4016-a2b9-850006478e4c.jpeg', 'c9cd143c-bd75-4d2a-beb5-38f954542b95.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
951,Armoire électrique,60.0,Encaustic,Built-in electric hobs,1.0,185.0,"['b337bb94-10d6-4032-991f-90abbe764e92.jpeg', '2d0851c0-4477-4a4f-965a-daf497e7a4d9.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1085,Armoire électrique,70.0,Encaustic,Built-in electric hobs,1.0,188.0,"['e81ed8f7-dba9-4f11-96e9-c7065eaaab1e.jpeg', '2033baf5-31ec-4613-aee5-dd3f34af8ab2.jpeg', 'c4fe8383-f412-426f-b076-12b85679473d.jpeg', 'c58ea609-612f-43f8-b2f0-d99cceca98f9.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1317,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,370.0,"['107cd6ff-1c03-4362-9d5f-b68a1d78c48b.jpeg', '299ebf5e-ebb3-4e3e-ac9a-bdd5bb149c71.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1324,Armoire électrique,60.0,Encaustic,Built-in electric hobs,1.0,224.0,"['f9e0e455-9aa0-40fb-90c2-7b8913c1fb7c.jpeg', '22fbc056-8d32-4ed4-9cf8-31cc1cb12e7a.jpeg', '6092ce0b-aeee-4bb8-8298-204cb44a9368.jpeg', 'eb8007ba-f5b0-495c-b4f0-b119ff006fde.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1577,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,239.0,"['7753318a-22d5-48a2-b884-112a32bd767b.jpeg', 'fbb643f0-40a6-45f0-97d5-235a065ca60d.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1886,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,45.0,"['5910cd74-7378-473c-ba11-9db1facd0f86.jpeg', '24054854-d496-46f5-ae9f-f2dae1570d66.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1915,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,45.0,"['d5c36ac8-8274-4d6a-91ab-889bbf3a11f7.jpeg', '5c2cb6a8-0f96-4cdc-8c2c-d760fb410cfe.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1937,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,45.0,['8ea7bd06-49c7-4f52-86af-27430a5e0a45.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
1943,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,45.0,"['d324ef99-145c-4ee4-bddd-2d830fa52fa6.jpeg', '5da8b0d8-9a11-4405-af01-b6f9cd5b9cb7.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
1970,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,45.0,"['22149abe-a01c-4d0a-907f-c7140f2188fb.jpeg', '9b00187b-c4f5-406c-a01a-3b150220da16.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
2202,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,38.0,"['d1ea5ed8-7459-4781-a4ea-fa7b5409a017.jpeg', '1e38dd58-dd02-4699-9cd5-9a868e9798a7.jpeg', '02e95a6b-f43e-4f39-bb1d-995b1b9bcc2e.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
2243,Armoire électrique,100.0,Encaustic,Built-in electric hobs,1.0,38.0,"['b28356d9-e3a4-4124-8a3f-97521d0e86d3.jpeg', '61c86ae0-f2b9-4fb7-bd7a-cbc55e0ac9b9.jpeg']",Furnishings,Furnishings,Power and lighting outlet products,,,
2256,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,283.0,['cd2d1798-ab50-476f-b3f5-96a488daabd9.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
2301,Armoire électrique,100.0,Encaustic,Built-in electric hobs,0.0,283.0,['e284f6f1-5e3f-4986-b268-798466722205.jpeg'],Furnishings,Furnishings,Power and lighting outlet products,,,
