,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
376,Dalle gravillonnée,1.0,Gravel,Grommets,0.0,432.0,"['98cd1d77-3c52-4b2c-9d34-8d0137a2f654.JPG', '177088cd-3963-4b81-82dd-29b9b52cb363.JPG', 'fdd6f64f-97f4-469b-8603-696f5e1ad1d8.JPG', '8ee7b2db-936b-4579-ae6f-a2e570818322.JPG', 'b470511f-6072-4dab-8104-eb3553e6767d.JPG']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
827,Dalle gravillonnée,5.0,Gravel,Grommets,1.0,206.0,"['d83387de-bf44-44db-a185-6216c6c7d199.JPG', '04dd9c30-5e6b-49df-9c2c-6ccd1d89ae70.jpg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
830,Gravier d'étanchéité,7.0,Gravel,Grommets,0.0,388.0,['280a0f7c-4a57-49e8-9608-2ecaada32b9e.jpg'],"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
875,Dalle gravillonnée,5.0,Gravel,Grommets,1.0,-2.0,"['7b8612f3-9e53-4138-9fae-71545b01654f.jpg', 'a1a93b4e-a86c-4cf3-b313-122a39394ab7.jpg', '0c75d0cb-53e8-439b-9788-ffc607a32159.jpg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
1200,Dalle gravillonnée,1.0,Gravel,Grommets,1.0,185.0,"['71d17d49-61ad-4d80-8480-e2f208f638e0.jpeg', '00fad7c1-de71-4cc0-8e45-fb2180d7f2c4.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2419,Dalles gravillonnées,8.0,Grog,Grommets,1.0,84.0,"['2b2303e2-4b48-4d2c-8a4e-766a74eaa623.jpeg', '54fc2ae8-fc3c-4406-892e-5ba52cc7ab53.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
2573,Bac de salage,150.0,Lignite,Grommets,1.0,87.0,"['b0922b39-295b-499d-b2aa-b3658b0b2cbf.jpg', '95e2bf99-1e7c-46f4-9c87-c735e714fbaf.jpg']","Wall, Barriers, Pannels","Covering, Finish",Headwall and swale inlet products,,,
2648,Caisson de rangement neuf,60.0,Lignite,Grommets,0.0,270.0,['120fc613-808e-4af6-9499-a17bbad3ded6.jpeg'],"Wall, Barriers, Pannels",Furnishings,Sanitary fittings and accessories,,,
2854,Dalle gravillonnée,25.0,Gravel,Grommets,0.0,200.0,"['025a7212-559a-4938-aea5-c92162b703a6.jpeg', '037c18be-dfc8-4a39-ad9f-13bbca2b1e85.jpeg', '9fa9aa28-707a-4287-9311-8b0274c8cf7d.jpeg', '83d10af9-f628-4cc7-a40a-9f4d19512766.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
3055,Dalle gravillonnée,25.0,Gravel,Grommets,0.0,200.0,"['b6b81f96-72eb-402f-b400-834ac88b08d3.jpeg', '804c0f91-3757-4047-8b19-cabe7adfa00d.jpeg', 'cfcf6e35-8666-43c7-adc1-263a948f5233.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
3241,Dalle gravillonnée,10.0,Gravel,Grommets,0.0,213.0,"['53cbe974-2964-4eb6-9643-cf6ba3915ea8.jpeg', '5aaba370-b78d-41c1-adfb-0db86978ba2c.jpeg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
4181,Dalle gravillonée,10.0,Gravel,Grommets,0.0,143.0,"['c5564c92-b63f-4867-8f67-83419ade04db.jpg', '84abe113-5bff-4195-b333-a6562208a084.jpg', '5fa876a7-1421-4397-8158-149a2d948e8d.jpg']","Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",,,
5503,Zementfliesen,,Gravel,Grommets,1.0,265.0,bildschirmfoto-2021-07-23-um-14.31.44_570x570.png,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",1.8,20.0,23.0
5522,Restposten Bodenfliesen,,Gravel,Grommets,1.0,265.0,1_%28133%29_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Treads and landing units,30.0,30.0,0.8
5524,Pumpengruppe Grundfos,,Grog,Grommets,1.0,92.0,8b2c4574-0348-4c58-9dc5-38b39f364183_570x570.png,"Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",,,
5537,Restposten Bodenfliesen,,Gravel,Grommets,1.0,265.0,1_%28131%29_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Treads and landing units,30.0,30.0,0.8
5597,Granitabdeckung,,Granule,Grommets,1.0,265.0,20190320_162757_%281%29_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",60.0,265.0,
5623,Dunstabzug/Dampfabzug,,Silt,Grommets,1.0,0.0,,"Wall, Barriers, Pannels","Covering, Finish",Space heating and cooling products,,,
5630,Fenstergitter Schmiedeisen,,Lignite,Grommets,1.0,0.0,,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
5638,mm Gummischrotmatten,,Rubber,Grommets,1.0,265.0,2022-03-21-%289%29_570x570.jpg,"Wall, Barriers, Pannels","Covering, Finish",Trim products,0.8,125.0,800.0
5661,Granitabdeckung,,Granule,Grommets,1.0,265.0,20211011_114231_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",60.0,283.0,3.0
