,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
631,Tableau liège,20.0,Lignite,Desks,1.0,132.0,"['b617da91-e4ad-4af6-bd36-1529def79cf7.jpeg', '68211a53-0998-4df2-babf-d9bcc00546f6.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
973,Etagère,20.0,Encaustic,Desks,1.0,7.0,['7cb80ec9-4370-4d7a-8a30-2794820b9fc9.jpg'],Furnishings,Furnishings,Furnishings,,,
1203,Comptoir de bar,2500.0,Pisé,Desks,1.0,11.0,"['a739bc70-77a3-41bf-8519-37db50c29c34.jpeg', 'f70cb460-2e47-4624-a00e-1fe1948b40ce.jpeg', '80fc3b9c-6f81-42a0-aa9c-c1c56fc61f19.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1659,Tableau d'affichage,15.0,Graphite,Desks,0.0,325.0,['529e2ed0-a465-4c1d-a49b-592611b57107.jpg'],Technical elements,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
1749,Etagère,30.0,Encaustic,Desks,1.0,239.0,"['30a8ebfd-25fe-4a53-9b5a-4b2c357d57eb.jpeg', '7fd7f70e-b8a4-40ff-bfa5-0990112449d5.jpeg']",Furnishings,Furnishings,Furnishings,,,
1753,Plaque nominative de bureau,8.0,Encaustic,Desks,0.0,328.0,"['ceac05c8-4c64-4dfd-9dad-16762d33f97b.jpeg', '6b846733-7e5a-460d-a255-cd8a655b5442.jpeg']",Technical elements,"Covering, Finish","Lighting columns, brackets and bollards",,,
2139,Tableau d'affichage,15.0,Graphite,Desks,0.0,325.0,['4d405ca5-3965-400d-b68a-a403886a6436.jpg'],Technical elements,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
2337,Tableau liège,25.0,Lignite,Desks,0.0,263.0,['c3c0632d-dda3-4319-9bd9-b8fc88bebbf2.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
2591,Tableau noir à craie,50.0,Lignite,Desks,1.0,84.0,"['19f072d6-6e4b-4ca1-9fcc-58c9475ba8b3.jpeg', 'ed380c6b-e9cf-4994-8b1a-6f3ddf859a47.jpeg', '530232ea-744b-401b-bcd4-3a7ec4553503.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",,,
3112,Tableau en liège,15.0,Pisé,Desks,1.0,56.0,['8a06ec4c-97e5-483a-9e2d-b49d71d8f38c.jpeg'],"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",,,
3175,Planche d'étagère,4.0,Sitka spruce,Desks,0.0,208.0,"['591a7601-48d2-4d9f-8bcf-f52e937be87d.jpeg', 'bf82885e-a64c-4c2e-9884-e34e29c98c45.jpeg']",Furnishings,Furnishings,"Floor plates, gratings and edgings",,,
