,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
4630,Wall light in glass by Glashutte Limburg ca .,69.0,Prismatic glass,Glazed structures,1.0,146.0,,"Wall, Barriers, Pannels",Other,Glass blocks and panels,,,
5667,De Dietrich Glaskeramik,,Dichromatic glass,Glazed structures,1.0,18.0,,Structural elements,Other,Glass blocks and panels,,,
5710,Glaskeramikkochfeld autark,,Spandrel glass,Glazed structures,1.0,18.0,,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6033,Einbau Glaskeramik-Kochfeld,,Patterned glass,Glazed structures,1.0,5.0,,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6118,Glaskeramik-Kochfeld mit Heiz-Zonen und Edelstahlrahmen,,Borosilicate glass,Glazed structures,1.0,173.0,_dsc9295_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,51.0,58.0,4.5
6120,Glaskeramik-Kochfeld mit Heiz-Zonen mit Edelstahlrahmen,,Borosilicate glass,Glazed structures,1.0,179.0,_dsc9115_570x570.jpg,"Wall, Barriers, Pannels",Other,Glass blocks and panels,51.6,55.7,4.0
6596,Glaskeramik-Kochfeld mit Heiz-Zonen mit Edelstahlrahmen,,Borosilicate glass,Glazed structures,1.0,4.0,_dsc9497_570x570.jpg,"Wall, Barriers, Pannels",Other,Glass blocks and panels,,,
6603,Glaskeramik-Kochfeld und weissen Rahmen mit Heiz-Zonen,,Heat-strengthened glass,Glazed structures,1.0,1.0,_dsc9509_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6629,Einbauherd mit Glaskeramik-Kochfeld und Heiz-Zonen,,Heat-strengthened glass,Glazed structures,1.0,0.0,_dsc9561_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6694,Herd mit Glaskeramik-Kochfeld und Heiz-Zonen,,Ceramic,Glazed structures,1.0,0.0,_dsc9723_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6733,Glaskeramik-Kochfeld mit Heiz-Zonen und Edelstahlrahmen,,Borosilicate glass,Glazed structures,1.0,26.0,_dsc9820_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
6757,Glaskeramik-Kochfeld mit Heiz-Zonen und Edelstahlrahmen,,Borosilicate glass,Glazed structures,1.0,48.0,_dsc9825_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,51.3,77.3,4.3
6859,Herd mit Glaskeramik-Kochfeld und Heiz-Zonen,,Ceramic,Glazed structures,1.0,9.0,_dsc9931_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
7079,Herd mit Glaskeramik-Kochfeld und Heiz-Zonen,,Ceramic,Glazed structures,1.0,0.0,_dsc0067_570x570.jpg,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,56.4,59.5,59.5
