,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
263,Bureau,120.0,Fir,Bureaux,1.0,313.0,"['0f3282e8-0d7b-448f-8170-52d567b09eb6.jpeg', '6e872b38-d9ac-42ca-89ca-83caa1c36696.jpeg', '61a8126c-3762-4537-b010-ef6efd6bcf31.jpeg']",Other,Other,Other,,,
907,Bureau,20.0,Fir,Bureaux,1.0,216.0,"['5a7222d2-5a55-4682-a051-9cf0d50ab06b.jpeg', '58d2c291-f5b4-4e82-80a4-f6798292ef20.jpeg']",Other,Other,Other,,,
922,Bureau,10.0,Fir,Bureaux,1.0,216.0,"['7fe99936-5d5d-4eb2-b567-f57e4f1866f6.jpeg', '563ad541-596f-4543-acd2-5e1a053070bd.jpeg', 'cafa1ef3-56f7-41e7-a413-4861e263fa92.jpeg']",Other,Other,Other,,,
1491,Bureau,55.0,Fir,Bureaux,1.0,84.0,['fcd51dfb-9c3f-40a4-9c5e-c61dc1e7babb.jpeg'],Other,Other,Other,,,
1670,Bureau,0.0,Fir,Bureaux,1.0,142.0,"['1a858a49-f011-4e76-9403-ce86fe9b948e.jpeg', '8a691b9d-32c4-4dbe-ba0e-0b5d1f052e73.jpeg', 'e08ea9ee-7ff5-4a84-8f80-26cce2f65601.jpeg']",Other,Other,Other,,,
1715,Bureau,0.0,Fir,Bureaux,1.0,142.0,"['19be0a19-8dff-41e0-86fd-fc0ee352fa49.jpeg', '20186997-fa2e-4b68-b2a4-abcb800ec93a.jpeg', '60a5f34c-2224-42a0-a842-ae25dffffd1f.jpeg']",Other,Other,Other,,,
1732,Bureau,55.0,Fir,Bureaux,1.0,84.0,"['ea682902-bb77-458b-9035-0836fb3d9374.jpeg', '9b583b2c-008e-4bcc-ae05-a8d0b55cb302.jpeg']",Other,Other,Other,,,
1790,Bureau,0.0,Fir,Bureaux,1.0,142.0,"['21608d47-b361-4fde-871c-359565c81f6a.jpeg', '877ee182-83a1-4bdf-862c-4594f2224c8c.jpeg']",Other,Other,Other,,,
1811,Bureau,0.0,Fir,Bureaux,1.0,142.0,['721c90e6-a4a4-491d-b7dc-8ec12bb363c4.jpeg'],Other,Other,Other,,,
1891,Bureau,45.0,Fir,Bureaux,1.0,122.0,['29c52ff7-46d9-4057-8c0b-6fab43565614.jpeg'],Other,Other,Other,,,
1900,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['b37bc81b-7625-4bc9-9f21-ff0fd7ff4803.jpeg', '0071c0f3-0ffd-48c4-a5c1-84216ac4e8b9.jpeg']",Other,Other,Other,,,
1908,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['1ebaf4db-9d9c-44c4-8563-26c2c577c953.jpeg', 'c7aca1f7-528b-4c2a-a402-46fe5245b379.jpeg']",Other,Other,Other,,,
1911,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['0d44b2c6-ec18-44ee-9148-b09637480eef.jpeg', 'c44e9b96-5942-4bbd-bf13-7a41e04691d6.jpeg']",Other,Other,Other,,,
1918,Bureau,50.0,Fir,Bureaux,1.0,122.0,['9921b2b9-bfea-4f23-bd4a-82fa3ccd9fc1.jpg'],Other,Other,Other,,,
1921,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['1ebf7bba-4f68-4d66-9168-95cd45b7665d.jpeg', '73368fad-9b37-4ec2-886a-9aa983f8a6dd.jpeg']",Other,Other,Other,,,
1953,Bureau,45.0,Fir,Bureaux,1.0,122.0,['4f6eaeef-81a4-4856-af88-f26480811bdb.jpeg'],Other,Other,Other,,,
1961,Bureau,45.0,Fir,Bureaux,1.0,122.0,['740f9384-6d36-4555-b0c3-1f35d9668626.jpeg'],Other,Other,Other,,,
1965,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['41bfd9af-24fc-4509-bc50-31d54522b5ec.jpeg', 'ee524c75-4997-4b2f-960a-e5b58ed62928.jpeg']",Other,Other,Other,,,
1968,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['61a3d73e-5993-4209-bf8f-a0770383471b.jpeg', '508ddc79-5db5-4b02-9154-f3a57d748622.jpeg']",Other,Other,Other,,,
1982,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['c22636de-184c-43c9-b127-a540b191fae7.jpeg', '8da6af1d-0e7a-4538-8e45-7daca473d859.jpeg']",Other,Other,Other,,,
1983,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['6b8c340f-ad56-4de2-bb2d-568dcb5ea69b.jpeg', '8529dad2-8d43-4c3f-b2cb-c855bd1fe461.jpeg']",Other,Other,Other,,,
2003,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['ac4005dc-baf0-468f-a56d-f4f16a97240f.jpeg', '2269d048-073f-40cf-9d5e-48472f765b27.jpeg']",Other,Other,Other,,,
2013,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['bcfda234-20e3-4cbb-a25f-9e7fed4688fd.jpeg', '8975e3a8-8771-4ca0-9ff9-5cfb825ebf0a.jpeg']",Other,Other,Other,,,
2034,Bureau,45.0,Fir,Bureaux,1.0,122.0,"['073eb425-3772-476a-9ff0-16542e35bc56.jpeg', 'b4e724ba-2093-4169-8868-67ad32b1acb9.jpeg']",Other,Other,Other,,,
2399,Bureau,45.0,Fir,Bureaux,0.0,263.0,['a6eadcfb-e8b7-47e9-a851-5f13ab7fe0e2.jpeg'],Other,Other,Other,,,
2424,Bureau,45.0,Fir,Bureaux,1.0,100.0,['8ec1a35f-60b4-43a2-8b8a-57350320d71a.jpeg'],Other,Other,Other,,,
2787,Bureau,45.0,Fir,Bureaux,1.0,55.0,"['529f21ae-5bcf-4c1b-b223-58096afcfe8b.jpeg', '314d2b70-e806-4526-b715-cb6f95deb6ed.jpeg', '27cc60a1-35dc-41a1-8208-779dcec37566.jpeg']",Other,Other,Other,,,
2789,Bureau,60.0,Fir,Bureaux,1.0,71.0,['477aefa7-ec2f-4326-a763-33033e6f5b4c.png'],Other,Other,Other,,,
2803,Bureau,45.0,Fir,Bureaux,1.0,56.0,"['be7dfc65-865d-4faf-b403-52703bbda8dd.jpeg', '1fd1c642-4b2f-42a9-8cf7-d58e6e2430f9.jpeg']",Other,Other,Other,,,
2817,Bureau,45.0,Fir,Bureaux,1.0,56.0,"['6aa565f6-2adc-4254-b544-7190d55e32e8.jpeg', '65bfe236-6b72-4b97-9ac6-ad8d5ed661c8.jpeg', '6a78506f-fa01-47a0-91f4-1163cb3c649e.jpeg', 'e35e7849-cf87-4a9d-bfc0-c11f33e329c6.jpeg']",Other,Other,Other,,,
2860,Bureau,45.0,Fir,Bureaux,1.0,56.0,"['90833b83-8573-43e1-a272-f162b9a0aeb3.jpeg', 'd485c313-6c2a-4830-b439-b1b6cd794a77.jpeg', '2d428dc7-4a6c-469d-a9c0-b7a3f3607a78.jpeg']",Other,Other,Other,,,
2861,Bureau,45.0,Fir,Bureaux,1.0,55.0,['6660b6c2-42ac-448c-be41-5394e55cac07.jpeg'],Other,Other,Other,,,
2864,Bureau,55.0,Fir,Bureaux,1.0,56.0,['2f4786ed-2b28-46b0-955f-a96c314d9bae.jpeg'],Other,Other,Other,,,
2893,Bureau,55.0,Fir,Bureaux,1.0,56.0,"['01fe05c1-0f8e-4491-bca8-dbff782eff4a.jpeg', 'a90efb29-e320-4e2e-ae42-861119d9d369.jpeg']",Other,Other,Other,,,
2921,Bureau,45.0,Fir,Bureaux,1.0,56.0,"['6e62bfcc-335a-4451-88e9-885780da1fb2.jpeg', '5ac39628-469a-405f-90ff-d34e86e9702e.jpeg', 'b820800e-6d7c-4828-8199-7adcf11cf0c2.jpeg']",Other,Other,Other,,,
2959,Bureau,45.0,Fir,Bureaux,1.0,55.0,['b1094112-26fc-4026-b18e-5167e5a60647.jpeg'],Other,Other,Other,,,
2964,Bureau,55.0,Fir,Bureaux,1.0,56.0,"['42c0b5c6-8cc5-4b20-88b6-b8abfeed7a07.jpeg', '19ea5d2b-42d1-4b9b-a436-15c5a935dcf1.jpeg']",Other,Other,Other,,,
2978,Bureau,65.0,Fir,Bureaux,1.0,55.0,"['6a8281d9-47a6-4341-9a44-db3ce10cc36d.jpeg', 'c0693f63-2e93-41e8-8cd6-5e1eed3c36ee.jpeg']",Other,Other,Other,,,
3031,Bureau,60.0,Fir,Bureaux,1.0,55.0,"['bd203b20-549d-48f4-9fca-693d6d1d929d.jpeg', '284843ca-bd26-4924-b5f1-fa988d04be5f.jpeg']",Other,Other,Other,,,
3043,Bureau,50.0,Fir,Bureaux,1.0,55.0,"['4ecaa916-992c-455f-b893-dbe9fbf7c671.jpeg', '70caaf57-9487-425e-9517-f3b34d26cb1a.jpeg', 'e93d24c2-7dcf-4a22-9646-400d5168aea3.jpeg']",Other,Other,Other,,,
3047,Bureau,45.0,Fir,Bureaux,1.0,56.0,"['91874645-49d5-47cd-a0cc-e9dca58f534f.jpeg', '8f7a3d85-7a4a-44f9-92f6-69f7ed22ebfa.jpeg']",Other,Other,Other,,,
