,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
203,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['a970acd4-5b8e-4c2c-bde2-896c6d32adfc.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
225,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['5d203b6f-0710-44fb-bb60-95d4cbacaa56.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
297,Luminaire,20.0,Lignite,Recessed luminaires,1.0,399.0,['cf199395-2662-4e07-98ad-11251a7fb8dc.png'],Other,Other,"Lighting columns, brackets and bollards",,,
440,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['df6084ab-0761-49ef-9339-3e866d7a1fda.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
507,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['44e2158c-2092-4552-a461-3bfe479b16b9.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
671,Luminaire,20.0,Lignite,Recessed luminaires,1.0,399.0,['471a3ed8-85c2-4525-b5bb-6d3a264171c5.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
775,Luminaire,20.0,Lignite,Recessed luminaires,1.0,399.0,['216e1704-beed-4369-a37c-2a01131b2c7b.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
791,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['7722d278-e80c-443c-b1d3-5a3981a83a42.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
815,Luminaire,20.0,Lignite,Recessed luminaires,1.0,398.0,['e5655e22-71ee-418a-8a5d-3e3544799ef8.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
1097,Luminaire,0.0,Lignite,Recessed luminaires,1.0,112.0,"['d7f6d653-1202-4843-8dff-bfb65c28f6a8.jpeg', '8ea9e197-6700-4948-9ae2-c33923d62d65.jpg', '303281a7-bd97-4d94-a6d7-8541be4067e7.png']",Other,Other,"Lighting columns, brackets and bollards",,,
1098,Luminaire,15.0,Lignite,Recessed luminaires,1.0,157.0,"['3dd0686e-d2c3-4d30-bcbb-738fd50ed4cf.jpeg', 'efc7fc2d-7232-49ea-8f79-099610727764.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
1286,Luminaire,30.0,Lignite,Recessed luminaires,1.0,14.0,['2693078d-c38a-4a98-b37a-8499735b2222.jpg'],Other,Other,"Lighting columns, brackets and bollards",,,
1371,Luminaire,15.0,Lignite,Recessed luminaires,1.0,84.0,"['9f4a1ed4-967b-4c9a-a687-18b1e3697e5f.jpeg', 'f11ca17b-177f-45a4-accc-55a6002083d7.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
2376,Luminaire suspendu néon,15.0,Lignite,Recessed luminaires,1.0,84.0,"['91df3090-c41e-4f9d-9972-650f3bdcdc51.jpeg', '6ff1bab9-e370-421e-9622-de95543c4477.jpeg', 'b66fc694-1856-44ac-8f82-ad9dec603c7f.jpeg']",Other,Other,Power and lighting outlet products,,,
2413,Luminaire suspendu néon,15.0,Lignite,Recessed luminaires,1.0,84.0,"['b7b9a304-b829-4ed8-8ed5-ba02d6b061fe.jpeg', '792a9d9c-5e84-4774-8509-88616df88f1d.jpeg', '172dcc77-6082-4e6f-8624-5b2fd09ae8d2.jpeg']",Other,Other,Power and lighting outlet products,,,
2484,Luminaire suspendu néon,15.0,Lignite,Recessed luminaires,1.0,84.0,"['1bc9ae25-9104-4820-9592-cf8536db7569.jpeg', '234880ac-f5fe-4eb7-8347-a53f653863f4.jpeg', 'b74f4d01-4b7a-4fe9-8cd8-2a78144c7039.jpeg']",Other,Other,Power and lighting outlet products,,,
3226,Luminaire,30.0,Lignite,Recessed luminaires,0.0,214.0,"['bfc45dce-2116-4d2f-bc46-1c16b0d34bba1678362512258-524ce2f7-8474-46b0-b9aa-4fc8a5b2bc41.jpeg', 'c1a8dd70-d131-4e93-818c-e44196f85f961678362514571-4c23684b-9875-4418-bbe7-cb2e7ad1f40d.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
3846,Luminaire,15.0,Lignite,Recessed luminaires,0.0,177.0,['3225b4f8-6320-49d7-a5f8-533c5dcb9e3c1680255190937-84074005-e5b7-4cdb-b3bc-0071d4e70fd1.jpeg'],Other,Other,"Lighting columns, brackets and bollards",,,
3996,Luminaire,20.0,Lignite,Recessed luminaires,1.0,20.0,"['2112e463-1925-46f8-95a2-681585d8732c1681302682561-45031fb8-070c-4d12-a056-1c8a394591fc.jpeg', 'd6edcaa5-d09e-456d-9d73-53eb30ef3e191681302682561-a8ea92fe-4baf-4b9e-b188-c5c161160430.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
4047,Luminaire,20.0,Lignite,Recessed luminaires,1.0,22.0,"['cd4c11eb-f154-44cf-95ed-707c229acf671681313420572-856eb2f2-1661-4017-bd46-9f7bedbf8967.jpeg', 'ad9793ba-0bb4-4f48-80e9-0caab39e99931681313420572-c1f06f47-2670-4a52-96ad-75d86942bbf5.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
4051,Luminaire,500.0,Lignite,Recessed luminaires,1.0,20.0,"['bc21a90b-90e5-4880-9191-2a941da1650f1681302693394-b3941096-f3fd-46d6-bb09-431e13fcdc2c.jpeg', '11a8d5e7-bbcf-48cb-a83a-718d7fa1984c1681302693394-4e70de82-b170-4a14-a46e-80e3e7eb2551.jpeg', 'c480cd09-a78e-4d39-aefc-be02c289426a1681302693394-4fd81a3e-134c-49c3-846c-5bb259b4e5d1.jpeg']",Other,Other,"Lighting columns, brackets and bollards",,,
4151,Luminaire étanche reconditionné,150.0,Lignite,Recessed luminaires,0.0,135.0,"['5ceb0a60-33f2-4d93-a3d2-49cb3d15959b.jpg', 'e0bfb7bf-1aee-4e26-9fc0-41037cbca98e.jpg', 'a3a71d3e-708f-46d0-b045-7f754212ccf7.jpg', '0e056efe-38ca-41bf-b6ae-0e2832e0e4ee.jpg', '613983fc-9d22-481f-9d4f-cc58b3aa78e7.jpg']",Other,"Floors, Ceiling",Space heating and cooling products,,,
4350,Luminaire,500.0,Lignite,Recessed luminaires,0.0,125.0,"['faf20bf8-c95b-4e3c-bebd-98204c09de2a.jpg', '9d3a54f4-4400-4018-aaa0-15e43e792403.jpg', '10a9f0ad-81f9-48bd-b7b3-efb14295cf6d.jpg']",Other,Other,"Lighting columns, brackets and bollards",,,
