,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
106,106,165,165,16d53fe6-34a2-48f8-82e2-a29a71831450,sur pied,"W.C. sur pied en céramique, de hauteur de 72 cm, longueur de 74 cm et largeur de 42 cm.",correct,WC,D.20.10.02.1a,ORLEANS,2022-04-15,44.0,44.0,0.0,['fa31b675-b7b6-4cf6-9337-503e61e04b1a.jpeg'],used,,,2.0,2.0,2023-01-19,FR,1.0,279.0,,,,,"{'score': 3.602907327149296e-06, 'start': 0, 'end': 27, 'answer': 'W.C. sur pied en céramique,'}",,,,,,,,,,,,,,,,,,,,"W.C. sur pied en céramique,",,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
151,151,240,240,223fb5e9-1863-4d18-856d-994c4b81e218,sur pied,"Cuvette sur pied en céramique. Conduit d'évacuation plombé, éventuelle contamination à vérifier.",verygood,WC,D.20.10.02.1a,CHATEAUROUX,2022-07-26,35.0,35.0,0.0,['2a4a7701-b13d-42e6-ae0a-04fa9298afff.png'],used,,,42.0,20.0,2022-11-30,FR,1.0,127.0,,,,,"{'score': 2.0027666778332787e-06, 'start': 0, 'end': 30, 'answer': 'Cuvette sur pied en céramique.'}",,,,,,,,,,,,,,,,,,,,Cuvette sur pied en céramique., céramique.,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
159,159,252,252,2495291c-b480-4cbe-b948-53742d0b6034,sur pied,W.C. sur pied en céramique,damaged,WC,D.20.10.02.1a,ARGENTEUIL,2022-06-23,35.0,35.0,0.0,['a523e5f0-f06f-4fb7-a2e7-1a19b6e2ea53.jpeg'],used,,,3.0,3.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 0.0016788222128525376, 'start': 0, 'end': 26, 'answer': 'W.C. sur pied en céramique'}",,,,,,,,,,,,,,,,,,,,W.C. sur pied en céramique, céramique,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
470,470,736,736,6982a8d7-6975-4a80-87e7-b4817080af0c,sur pied,WC sur pied marque Giberit,correct,WC,D.20.10.02.1a,NANTES,2022-01-21,40.0,40.0,0.0,"['7842b551-3ee5-460c-a282-327d5bc90499.jpeg', 'cc4580ee-eb58-4032-901b-7b692056ed26.jpeg', 'd6a01656-2184-4946-a632-3df65bf50c14.jpeg']",used,,,7.0,7.0,2022-10-03,FR,1.0,255.0,,,,,"{'score': 0.07108109444379807, 'start': 0, 'end': 26, 'answer': 'WC sur pied marque Giberit'}",,,,,,,,,,,,,,,,,,,,WC sur pied,,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
736,736,1153,1153,a5ad7936-78e6-4c4e-9717-9814ecdde111,sur pied,"W.C. sur pied en céramique, de hauteur de 72 cm, longueur de 74 cm et largeur de 42 cm.",correct,WC,D.20.10.02.1a,ORLEANS,2022-04-15,44.0,44.0,0.0,['0124bdc1-8377-47b3-935d-d37a08acb7ee.jpeg'],used,,,4.0,4.0,2023-09-24,FR,0.0,527.0,,,,,"{'score': 3.602907327149296e-06, 'start': 0, 'end': 27, 'answer': 'W.C. sur pied en céramique,'}",,,,,,,,,,,,,,,,,,,,"W.C. sur pied en céramique,",,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
760,760,1187,1187,ab6e8cc3-debe-4796-911d-75925a334e5f,sur pied,W.C. sur pied en céramique de marque Geberit,damaged,WC,D.20.10.02.1a,ARGENTEUIL,2022-06-23,35.0,35.0,0.0,['d65ca316-7a9a-418d-b30c-73709a87952c.jpeg'],used,,,3.0,3.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 0.0005942190182395279, 'start': 36, 'end': 44, 'answer': ' Geberit'}",,,,,,,,,,,,,,,,,,,,W.C. sur pied,,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
867,867,1354,1354,c32de103-bee9-4ad1-9b4b-94682f2992be,sur pied,WC sur pied,correct,WC,D.20.10.02.1a,CHATILLON,2022-07-06,40.0,50.0,10.0,"['c22961b6-2c3b-4024-8352-08669facf6a4.jpeg', '6cfe9376-c58f-4e4d-8c3b-7a0f76ffde26.jpeg']",used,,,8.0,8.0,2023-02-21,FR,1.0,230.0,,,,,"{'score': 0.0666593685746193, 'start': 0, 'end': 11, 'answer': 'WC sur pied'}",,,,,,,,,,,,,,,,,,,,WC sur pied,,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
871,871,1359,1359,c38b8aa6-bd8f-4f40-9592-06f3f871f87a,sur pied,"W.C. sur pied en céramique de la marque  Villeroy&Boch, de longueur de 69 cm, largeur de 35 cm et hauteur de 78 cm.",correct,WC,D.20.10.02.1a,PARIS-13E-ARRONDISSEMENT,2022-08-11,40.0,40.0,0.0,"['55970ece-96f5-4316-b39e-c77ed5811a2c.jpeg', '9047f806-1a9d-4ef6-8ca4-44efe9a68cc1.jpeg', '0b4cd838-fd57-4d0b-8ce8-5962cbf949e1.jpeg']",used,,,2.0,2.0,2023-09-24,FR,0.0,409.0,,,,,"{'score': 1.2733133871734026e-06, 'start': 0, 'end': 26, 'answer': 'W.C. sur pied en céramique'}",,,,,,,,,,,,,,,,,,,,,,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
962,962,1511,1511,dab93f29-c27d-466a-a527-49d809bf200e,sur pied,W.C. sur pied en Céramique,correct,WC,D.20.10.02.1a,RENNES,2022-07-18,113.0,113.0,0.0,"['821371da-6d5e-4aa2-80d0-a63ec6ab8aae.jpeg', 'd1bdf4f8-3e79-47dc-b783-c90f11fc7268.jpeg', '112183d7-0a75-4dfb-81f2-daa1533ccc3b.jpeg']",used,,,7.0,7.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.005654557142406702, 'start': 0, 'end': 26, 'answer': 'W.C. sur pied en Céramique'}",,,,,,,,,,,,,,,,,,,,W.C. sur pied en Céramique, Céramique,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
980,980,1533,1533,dd568b5b-2671-4179-8436-bdbb810ff2d1,sur pied,Seront nettoyés avant l'enlèvement,verygood,WC,D.20.10.02.1a,SAINT-OUEN,2021-06-25,50.0,50.0,0.0,"['2b03de30-9fb0-4be8-86cb-e7360a63c62d.JPG', '80921cec-7e1f-445e-a245-10fd8749fcdd.JPG', 'ca08c117-870e-415a-855d-5713d503743b.JPG']",used,,,2.0,2.0,2022-09-26,FR,1.0,458.0,,,,,"{'score': 2.6974817046721e-07, 'start': 0, 'end': 34, 'answer': ""Seront nettoyés avant l'enlèvement""}",,,,,,,,,,,,,,,,,,,,,,,,Pisé,Steppers,Pr_40_70_84_84,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Treads and landing units
