,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
155,155,245,245,234dda15-80d7-4494-ae90-9e6a891c7c7b,Colonne pour descente de câble,"Largeur 10, longueur 12. Colonne pour descente de câble",correct,wires_connections,D.50.20.01.1,RENNES,2022-07-15,22.0,22.0,0.0,"['ff18d157-4afa-4739-b70a-1ea26083fb35.jpeg', '2cec1408-2794-42ef-929f-0ab379490aa1.jpeg', '2e024c45-f704-48f3-820c-c586df55becc.jpeg']",used,,,9.0,9.0,2022-09-26,FR,1.0,73.0,,,,,"{'score': 6.0901847973582335e-06, 'start': 0, 'end': 24, 'answer': 'Largeur 10, longueur 12.'}",,,,,,,,,,,,,,,,,,,, Colonne pour descente de câble,,"Largeur 10, longueur 12.",,Encaustic,Coaxial cables,Pr_65_70_15_13,"Wall, Barriers, Pannels","Stairs, Ramps, Lift, Hardware",Wire structure and general products
186,186,301,301,2cd31d23-ddef-4a8c-a580-808e251ad496,Chemin de câble filaire,Chemin de câble filaire de largeur de 10 cm et épaisseur de 5 cm.,correct,cable_path,D.50.10.07.a,PARIS-13E-ARRONDISSEMENT,2022-08-11,8.0,8.0,0.0,"['5312510e-cbcb-47ff-8c97-e2ed12650525.jpg', '5aa12faa-4793-4493-a5b3-09f27ae392d5.jpg']",used,,,40.0,40.0,2023-09-24,FR,0.0,409.0,,,,,"{'score': 6.2319450080394745e-06, 'start': 0, 'end': 23, 'answer': 'Chemin de câble filaire'}",,,,,,,,,,,,,,,,,,,,Chemin de câble filaire,,,,Filament,Coaxial cables,Pr_65_70_15_13,Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products
256,256,405,405,3bb211ee-8f29-4f4d-b764-e3c101a1d1ac,Colonne pour descente de câble,"Largeur 6, longueur 12. Colonne pour descente de câble",correct,wires_connections,D.50.20.01.1,RENNES,2022-07-15,22.0,22.0,0.0,"['bb39a3d2-3162-4fd0-8d86-ad010982d6ff.jpeg', '4fd535a8-0c7a-4f4b-9f20-09904dea885d.jpeg', 'fedb9d37-1bc8-477d-8e17-5675e7af7e2d.jpeg']",used,,,39.0,39.0,2022-09-26,FR,1.0,73.0,,,,,"{'score': 5.0053245104209054e-06, 'start': 0, 'end': 23, 'answer': 'Largeur 6, longueur 12.'}",,,,,,,,,,,,,,,,,,,, Colonne pour descente de câble,,"Largeur 6, longueur 12.",,Encaustic,Coaxial cables,Pr_65_70_15_13,"Wall, Barriers, Pannels","Stairs, Ramps, Lift, Hardware",Wire structure and general products
834,834,1309,1309,bd1c09cc-3f75-4961-87c2-9e58c5f0a3bd,Colonne pour descente de câble,Colonne pour descente de câble,correct,wires_connections,D.50.20.01.1,RENNES,2022-07-15,18.0,18.0,0.0,"['376b9d35-5119-4e81-8e67-b508a7e6e752.jpeg', '263babae-170c-4682-947b-3d22ca301d47.jpeg', 'ed734add-b5dd-4b99-9ca9-615efaf90b98.jpeg', '0b1e0f08-0193-46d3-8214-51eca65c72e1.jpeg']",used,,,6.0,6.0,2022-09-26,FR,1.0,73.0,,,,,"{'score': 0.06482776254415512, 'start': 0, 'end': 30, 'answer': 'Colonne pour descente de câble'}",,,,,,,,,,,,,,,,,,,,Colonne pour descente de câble, câble,,,Encaustic,Coaxial cables,Pr_65_70_15_13,"Wall, Barriers, Pannels","Stairs, Ramps, Lift, Hardware",Wire structure and general products
1060,1060,1661,1661,ee9bb611-8e38-49c7-b7e4-df251a02d980,Câbles,"Câble RJ 45 neufs, stockés sur palette",correct,wires_connections,D.50.20.01.6,PARIS-8E-ARRONDISSEMENT,2022-01-24,1.0,1.0,0.0,"['0da0f453-b36c-4c86-bfc2-d98acd485b05.jpg', '6dc53069-24de-4444-ae11-bbda313c1a74.jpg']",used,,,20.0,20.0,2022-10-03,FR,1.0,252.0,,,,,"{'score': 0.1790117472410202, 'start': 0, 'end': 11, 'answer': 'Câble RJ 45'}",,,,,,,,,,,,,,,,,,,,Câble RJ 45,,,,Encaustic,Coaxial cables,Pr_65_70_15_13,Technical elements,"Stairs, Ramps, Lift, Hardware",Power and lighting outlet products
1114,1114,1746,1746,fab61d70-dc44-4ca7-8732-a9c98c4cbffa,Colonne pour descente de câble,Colonne de largeur 8 et de longueur 11. Colonne pour descente de câble,correct,wires_connections,D.50.20.01.1,RENNES,2022-07-15,22.0,22.0,0.0,"['f6a285d1-4ff0-4dad-809f-d2468f90889b.jpeg', '71de2764-c43f-47f4-888e-66680afe6c1e.jpeg', 'beb0f902-d82e-49c6-ad6b-a906383f4cf2.jpeg', 'e993e510-6ee8-4ac4-9349-8c4164ad29bd.jpeg']",used,,,18.0,18.0,2022-09-26,FR,1.0,73.0,,,,,"{'score': 1.132985380536411e-05, 'start': 0, 'end': 39, 'answer': 'Colonne de largeur 8 et de longueur 11.'}",,,,,,,,,,,,,,,,,,,, Colonne pour descente de câble,,,,Encaustic,Coaxial cables,Pr_65_70_15_13,"Wall, Barriers, Pannels","Stairs, Ramps, Lift, Hardware",Wire structure and general products
1117,1117,1749,1749,fb23f893-41c4-4363-bcec-739955c74eb0,Chemin de câble filaire,"Chemin de câble en tôle perforée, acier galvanisé. Largeur et hauteur variable",correct,cable_path,D.50.10.07.a,PARIS-8E-ARRONDISSEMENT,2022-01-24,7.0,7.0,0.0,['5c37736b-5293-470f-aaf9-6c9eace41ab0.png'],used,,,675.0,675.0,2023-05-04,FR,1.0,465.0,,,,,"{'score': 1.2627547221200075e-06, 'start': 0, 'end': 15, 'answer': 'Chemin de câble'}",,,,,,,,,,,,,,,,,,,,Chemin de câble,,,,Filament,Coaxial cables,Pr_65_70_15_13,Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products
1616,1616,2316,2316,92ca9a4d-12fc-40ca-b3ba-3749659aeeb2,Chemin de câble filaire,Chemin de câble filaire 10 branche,correct,cable_path,D.50.10.07.a,LYON--6E--ARRONDISSEMENT,2022-09-22,4.5,4.5,0.0,['ab264b10-d2d2-474e-8368-fbb18b13a9d3.jpeg'],used,10.22,1.55,152.0,152.0,2023-05-04,FR,1.0,224.0,,,,,"{'score': 0.1044393852353096, 'start': 23, 'end': 34, 'answer': ' 10 branche'}",,,,,,,,,,,,,,,,,,,,Chemin de câble filaire,Chemin de câble filaire,, 10 branche,Filament,Coaxial cables,Pr_65_70_15_13,Technical elements,"Stairs, Ramps, Lift, Hardware",Wire structure and general products
3034,3034,3948,3948,26886743-20fe-4148-b56c-d37a07941d7d,Colonne pour descente de câble,Colonne pour descente de câble,correct,wires_connections,D.50.20.01.1,MARSEILLE--2E--ARRONDISSEMENT,2022-12-12,20.0,20.0,0.0,"['cda28c1e-695c-4dd0-be02-ed77d17af365.jpeg', 'e78193eb-cbff-45c7-aeea-f35f97c32a58.jpeg', '4806e278-289d-4c21-98d3-67602650062b.jpeg']",used,22.3,2.4,7.0,7.0,2023-01-19,FR,1.0,38.0,,,,,"{'score': 0.06482776254415512, 'start': 0, 'end': 30, 'answer': 'Colonne pour descente de câble'}",,,,,,,,,,,,,,,,,,,,Colonne pour descente de câble, câble,,,Encaustic,Coaxial cables,Pr_65_70_15_13,"Wall, Barriers, Pannels","Stairs, Ramps, Lift, Hardware",Wire structure and general products
3595,3595,4533,4533,9c36dcfc-316b-4ac1-b997-d88dff7b89f3,Chemin de câble type cablofil,Chemin de câble type cablofil,correct,cable_path,D.50.10.07.a,PARIS-13E-ARRONDISSEMENT,2023-01-17,6.0,6.0,0.0,['f438b068-21b6-4ca3-b3f2-9929a67fc92a.jpeg'],used,10.22,1.55,256.0,256.0,2023-04-11,FR,1.0,84.0,,,,,"{'score': 0.02128976210951805, 'start': 0, 'end': 29, 'answer': 'Chemin de câble type cablofil'}",,,,,,,,,,,,,,,,,,,,Chemin de câble, cablofil,,,Filament,Coaxial cables,Pr_65_70_15_13,Technical elements,Other,Wire structure and general products
