,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
46,46,70,70,0a98653e-cc88-4cd7-bbee-9f27f9d6dc51,Fenêtre,Fenêtre PVC,correct,windows,B.20.20.01.5f,VILLENEUVE-SAINT-GEORGES,2022-04-01,35.0,35.0,0.0,['6da2e584-025c-4daa-b8f8-52c20cee199e.jpeg'],used,,,3.0,3.0,2023-05-04,FR,1.0,398.0,,,,,"{'score': 0.11925487220287323, 'start': 0, 'end': 11, 'answer': 'Fenêtre PVC'}",,,,,,,,,,,,,,,,,,,,Fenêtre PVC,Fenêtre PVC,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
103,103,161,161,160e837c-a1aa-4df3-ae79-28d921783125,Fauteuils,Lot de six fauteuils ronds,verygood,seated,E.20.20.06.5g,SAINT-OUEN,2022-03-08,30.0,30.0,0.0,"['5e8f123a-d2b4-4c08-a96f-6d84ba6e72de.JPG', '8fb04676-630f-4734-91db-b0a8079a98a1.JPG', '1f26d8ec-f6e1-4dc5-ac5e-0ee17e0a4934.JPG', '6fd460c7-9431-4a16-bddb-ea4a6bef6a71.JPG']",used,,,5.0,5.0,2022-10-03,FR,1.0,209.0,,,,,"{'score': 0.00022473632998298854, 'start': 0, 'end': 10, 'answer': 'Lot de six'}",,,,,,,,,,,,,,,,,,,,,,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
163,163,256,256,24f2c16d-1546-4999-a40d-31010cc24785,Miroir encastré,Miroir encastré semi-hauteur pour sanitaire.,verygood,bath_and_toilet_accessories,C.10.30.02.5,PARIS-8E-ARRONDISSEMENT,2022-05-17,70.0,70.0,0.0,"['b8568647-ab57-4f17-b6e8-dbbd5729d52f.jpeg', '1a07ee4f-068a-474d-aa78-a5bdd7b2c1f8.jpeg']",used,,,2.0,2.0,2022-10-03,FR,1.0,139.0,,,,,"{'score': 0.0005483764107339084, 'start': 0, 'end': 44, 'answer': 'Miroir encastré semi-hauteur pour sanitaire.'}",,,,,,,,,,,,,,,,,,,,,,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
187,187,302,302,2cdc2f0f-009b-4a3b-817f-7b41d968d648,Dalle de faux-plafond,Dalle de faux-plafond mouchetée blanc et grise,correct,gypsum_wallboard_ceiling_finishes,C.30.30.01.1h,CHAMPS-SUR-MARNE,2022-04-05,6.5,6.5,0.0,['f36fe552-42e0-42e7-9474-ed6e363369d9.jpg'],used,,,6240.0,6240.0,2023-09-24,FR,0.0,537.0,,,,,"{'score': 0.00013577105710282922, 'start': 0, 'end': 46, 'answer': 'Dalle de faux-plafond mouchetée blanc et grise'}",,,,,,,,,,,,,,,,,,,,, mouchetée,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
286,286,458,458,417f94aa-f507-4187-bd08-255140e7be8e,Dalle de faux-plafond,Dalle de faux plafond acoustique en laine minérale,verygood,gypsum_wallboard_ceiling_finishes,C.30.30.01.1h,CHAMPS-SUR-MARNE,2022-04-05,6.5,6.5,0.0,"['4e676640-5a04-4541-b913-802c8aec0dd3.jpg', '906aba18-db1b-49af-bd15-cb8e84a793c2.jpg']",used,,,360.0,360.0,2023-09-24,FR,0.0,537.0,,,,,"{'score': 1.427755159966182e-05, 'start': 35, 'end': 50, 'answer': ' laine minérale'}",,,,,,,,,,,,,,,,,,,,, laine minérale,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
311,311,488,488,4533e3db-6908-41fa-aad8-f9cc91660073,Fenêtre,"Fenêtre PVC 4 vantaux ouvrants issues d'un chantier de déconstruction

Double vitrage

Dimensions : 2,34 x 1,28 m

50€ /U
200 € le lot de 7 fenêtres",correct,windows,B.20.20.01.9,SAINT-APPOLINARD,2022-05-19,50.0,50.0,0.0,"['adb7d3b6-6eb2-46c9-8a81-0c0da6eb6077.jpg', '84773aac-4873-4edc-af5f-fce70c6187b6.jpg']",used,,,7.0,7.0,2022-10-03,FR,1.0,137.0,,,,,"{'score': 0.11593209207057953, 'start': 119, 'end': 134, 'answer': '\r\n50€ /U\r\n200 €'}",,,,,,,,,,,,,,,,,,,,,," 2,34 x 1,28 m",,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
617,617,966,966,8eb223f7-7327-45af-a49a-6d6de094f7e3,Luminaire encastré,Luminaire encastré,correct,lighting_general_equipment,D.50.20.02.15,VILLENEUVE-SAINT-GEORGES,2022-03-31,20.0,20.0,0.0,['44c7a027-1c80-4ac6-9b40-429a7c45b5dd.jpeg'],used,,,1.0,1.0,2023-05-04,FR,1.0,399.0,,,,,"{'score': 0.009380627423524857, 'start': 0, 'end': 18, 'answer': 'Luminaire encastré'}",,,,,,,,,,,,,,,,,,,,Luminaire encastré,,,,Lignite,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards"
667,667,1050,1050,99537ee6-e02b-45f5-a618-a7075df12797,Fenêtre,"Fenêtre PVC FINISTRAL
Posé il y a 4 ans, excellent état
Volet rouant électrique

Porte double et triple également disponible.",verygood,windows,B.20.20.01.3f,LOIRE-SUR-RHONE,2022-05-31,90.0,90.0,0.0,"['ff06bfbf-4492-4a6a-9235-74fae9d6413d.jpg', 'dcdeeaca-a4f4-4c0f-aa18-5215a4ae629a.jpg', 'c1940b93-ed23-4353-9861-ea5804282775.jpg', '74f6a83f-7619-44d1-a08e-19da14d11a62.jpg', 'a5fca3ba-4e4e-457e-bc25-88ce228861d0.jpg']",reconditioned,,,15.0,15.0,2023-09-24,FR,0.0,481.0,,,,,"{'score': 0.0006969614769332111, 'start': 0, 'end': 21, 'answer': 'Fenêtre PVC FINISTRAL'}",,,,,,,,,,,,,,,,,,,,Fenêtre PVC FINISTRAL, PVC,,,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
682,682,1075,1075,9c1b5483-c9ff-4620-a3bd-093ebe978580,Porte accordéon / Porte coulissante,"Porte coulissante en aluminium. Une porte fait 96 cm, les valeurs sont données avec le rail du haut et du bas pour la hauteur.",correct,sliding_and_folding_doors,C.10.20.04.2b,ARGENTEUIL,2022-06-23,60.0,60.0,0.0,"['4b19e4bd-76ff-4f33-a8e8-ff9728da61b8.jpeg', '100fab9e-720d-4695-82ba-db2c87f79543.jpeg']",used,,,1.0,1.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 5.4479678510688245e-05, 'start': 46, 'end': 53, 'answer': ' 96 cm,'}",,,,,,,,,,,,,,,,,,,,, aluminium.," 96 cm,"," 96 cm,",Encaustic,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Door, Windows, Gates","Lighting columns, brackets and bollards"
695,695,1095,1095,9e72516e-de06-4317-aec8-75868c22e3c1,Rideau,Rideau en tissu doré à motif à vagues dégradées légèrement texturée au touché. Deux rideaux par fenêtre. La largeur correspond au milieu de la fenêtre.,verygood,indoor_sun_protection_device,B.20.20.05.1d,PARIS-8E-ARRONDISSEMENT,2022-05-17,5.0,5.0,0.0,"['70c2906d-494b-4dcc-b725-63888c3eff0d.jpeg', '0a089998-703a-4a01-9a31-df80e6717958.jpeg']",used,,,20.0,20.0,2022-09-26,FR,1.0,132.0,,,,,"{'score': 2.8638662115554325e-05, 'start': 0, 'end': 20, 'answer': 'Rideau en tissu doré'}",,,,,,,,,,,,,,,,,,,,, tissu doré,,,Pisé,Trellises,Pr_45_63_64_90,Other,Other,Other
