,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
0,0,0,0,00249fb6-3011-411f-a276-7f92e35a8981,Table,"Table à manger, de longueur de 120 cm, largeur de 80 cm et hauteur de 76 cm.",correct,ovens,E.10.90.02.46,PARIS-13E-ARRONDISSEMENT,2022-08-11,10.0,10.0,0.0,['84c53165-3f30-4c10-b281-ff358f8e2114.jpeg'],used,,,69.0,69.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.00034570222487673163, 'start': 0, 'end': 15, 'answer': 'Table à manger,'}",,,,,,,,,,,,,,,,,,,,"Table à manger,",,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
160,160,253,253,24be369a-29b7-4652-929c-7ed0990400ee,Table,"Table basse ronde de jardin en bois, de diamètre de 125 cm et hauteur de 60 cm.",correct,exterior_furnishings,G.20.40.03.3b,PARIS-13E-ARRONDISSEMENT,2022-08-11,50.0,50.0,0.0,['076b6560-fe05-4009-9111-b21fcf059832.jpg'],used,,,1.0,1.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.00011604215251281857, 'start': 0, 'end': 11, 'answer': 'Table basse'}",,,,,,,,,,,,,,,,,,,,," bois,",,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
166,166,262,262,25b7b0eb-2a28-4896-bdeb-8a43cd535c02,Table basse carré,Table basse carré en bois vernis finition du plateau en cuir noir.,verygood,desc,E.20.20.10.3c,PARIS-8E-ARRONDISSEMENT,2022-05-17,49.0,49.0,0.0,"['fe5373e4-a8b3-4581-99c0-044f9e89444a.jpeg', '2cc264f8-2347-4a11-9bb8-944d0edb57fa.jpeg']",used,,,1.0,1.0,2022-09-26,FR,1.0,132.0,,,,,"{'score': 0.01339991670101881, 'start': 0, 'end': 11, 'answer': 'Table basse'}",,,,,,,,,,,,,,,,,,,,, cuir,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Structural elements,Furnishings,"Lighting columns, brackets and bollards"
397,397,622,622,569cff5c-9e11-4fa8-a768-6f0a74f5bdfc,Table,"Table à manger, de longueur de 60 cm, largeur de 80 cm et hauteur de 76 cm.",correct,ovens,E.10.90.02.46,PARIS-13E-ARRONDISSEMENT,2022-08-11,10.0,10.0,0.0,['e3f10b61-72e6-423e-9e11-87546208cb97.jpeg'],used,,,99.0,99.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.00029666192131116986, 'start': 0, 'end': 15, 'answer': 'Table à manger,'}",,,,,,,,,,,,,,,,,,,,"Table à manger,",,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
553,553,868,868,7f6394e9-5340-46b1-a7b8-b822b22c27bd,Table,"Table basse carré de jardin en bois, de longueur de 40 cm, largeur de 40 cm et hauteur de 50 cm.",correct,exterior_furnishings,G.20.40.03.3b,PARIS-13E-ARRONDISSEMENT,2022-08-11,30.0,30.0,0.0,['c35f5726-b8bc-474c-8451-8854d7b0f468.jpg'],used,,,2.0,2.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.0015479775611311197, 'start': 0, 'end': 11, 'answer': 'Table basse'}",,,,,,,,,,,,,,,,,,,,," bois,",,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
576,576,900,900,8539e6ec-2031-48d0-b005-380ce0084998,Table,"Table basse ronde de jardin en bois, de diamètre de 40 cm et hauteur de 60 cm.",correct,exterior_furnishings,G.20.40.03.3b,PARIS-13E-ARRONDISSEMENT,2022-08-11,40.0,40.0,0.0,['69dd65e7-a7fc-4b59-a023-394c650c93c1.jpg'],used,,,2.0,2.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.00011272217670921236, 'start': 0, 'end': 11, 'answer': 'Table basse'}",,,,,,,,,,,,,,,,,,,,Table basse ronde de jardin," bois,",,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
593,593,934,934,8a3b7390-ac08-4528-af4f-4eb01c73f305,Table,"Table haute marron, de longueur de 190 cm, largeur de de 80 cm et hauteur de 105 cm.",correct,ovens,E.10.90.02.46,PARIS-13E-ARRONDISSEMENT,2022-08-11,10.0,10.0,0.0,['19fcdaf5-ddd9-4f42-a623-f79ac892da87.jpeg'],used,,,5.0,5.0,2023-05-04,FR,1.0,266.0,,,,,"{'score': 0.0001924737443914637, 'start': 0, 'end': 19, 'answer': 'Table haute marron,'}",,,,,,,,,,,,,,,,,,,,"Table haute marron,"," marron,",,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
792,792,1240,1240,b31fce6f-5c7a-44b9-81ee-20a931304694,Table,Plateau de bar  en bois avec un seul pied en métal,correct,ovens,E.10.90.02.46,ARGENTEUIL,2022-06-23,30.0,30.0,0.0,['1c4d121a-e0ac-4d99-83e0-e2f6f7328675.jpeg'],used,,,1.0,1.0,2022-09-26,FR,1.0,95.0,,,,,"{'score': 0.0017364589730277658, 'start': 0, 'end': 50, 'answer': 'Plateau de bar  en bois avec un seul pied en métal'}",,,,,,,,,,,,,,,,,,,,,,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
809,809,1265,1265,b6ba078d-8971-4081-9471-e4342bc6b04b,Table,Table ronde de salle de réunion. Plateau finition en cuir noir et pied en bois vernis.,verygood,desc,E.20.20.10.3c,PARIS-8E-ARRONDISSEMENT,2022-05-17,128.0,128.0,0.0,"['d19c5b98-4a1d-49dd-bd1e-31ecc8bff832.jpeg', 'c7e6cf98-9440-4fbf-b148-53f790df325e.jpeg', '70379550-9640-45da-ac33-bc08710f217e.jpeg']",used,,,1.0,1.0,2022-09-26,FR,1.0,132.0,,,,,"{'score': 0.00042746239341795444, 'start': 0, 'end': 11, 'answer': 'Table ronde'}",,,,,,,,,,,,,,,,,,,,Table ronde de salle de réunion., cuir,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
1242,1242,1892,1892,9d8fbde4-c215-4293-a1db-ad256722fd26,Table,Table blanche en bois reconstitué. Bonne etat. Un seul pied cylindrique.,correct,desc,E.20.20.10.3c,SAINT-ETIENNE,2022-09-07,10.0,10.0,0.0,"['9cc5d038-51e4-460a-a0fa-f06f56290d9a.jpeg', 'cf094e3c-3ffb-422e-8b9c-e47283794e78.jpeg']",reconditioned,,,1.0,1.0,2023-04-11,FR,1.0,216.0,,, Bonne,,"{'score': 0.0013346595223993063, 'start': 0, 'end': 46, 'answer': 'Table blanche en bois reconstitué. Bonne etat.'}",,,,,,,,,,,,,,,,,,,,,,,,Decorative aggregates,Occasional tables,Pr_40_50_21_58,Furnishings,Furnishings,Sectional products
