,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
973,973,1526,1526,dc052c95-153e-40d9-ab12-52548f73e15d,Claustra bois intérieur,"dimensions :
- 190(+biais)x168
- 202x109
- 163(+biais)x168
- 218(+biais)x157",correct,fixed_partitions,C.10.10.01.1,CLERMONT-FERRAND,2022-03-03,20.0,20.0,0.0,"['f645aedd-f09e-4cd8-9cfa-e8dae6900257.jpg', '1cecf907-a9a7-4ca4-8e60-aa0ba2dce074.jpg']",used,,,8.0,8.0,2023-09-24,FR,0.0,570.0,,,,,"{'score': 0.00016680927365086973, 'start': 15, 'end': 31, 'answer': ' 190(+biais)x168'}",,,,,,,,,,,,,,,,,,,,,,,,Wood,Wood architraves,Pr_35_90_43_87,Furnishings,Furnishings,Furnishings
1439,1439,2118,2118,41f82b3b-6d6e-43f8-814d-c1d312da163a,Voliges de charpente bois massif,"Voligeage, Quantité: 12m3",correct,frame,B.10.20.01.2a,CHATILLON,2022-09-20,3.0,3.0,0.0,"['72d5a849-0d30-46cd-85f7-b10c65c9409f.jpeg', '68631ea5-e145-4c84-b94d-fd81e3450b18.jpeg']",used,16.28,3.75,5.0,5.0,2023-02-21,FR,1.0,154.0,,,,,"{'score': 0.001851230743341148, 'start': 20, 'end': 25, 'answer': ' 12m3'}",,,,,,,,,,,,,,,,,,,,"Voligeage,","Voligeage,",, 12m3,Spruce,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks",Masonry walling units
1622,1622,2323,2323,94f106dc-f0ab-44ae-bc11-081b3a08446b,Rambarde bois,"Longueurs variables de 1,70m à 8m",verygood,handrail,C.20.10.90.3b,LES SABLES-D'OLONNE,2022-09-16,30.0,30.0,0.0,['978de5d6-085c-4eb4-b37f-399af121eb24.jpeg'],used,0.0,1.0,48.0,48.0,2022-10-03,FR,1.0,17.0,,,,,"{'score': 3.917582216672599e-05, 'start': 22, 'end': 33, 'answer': ' 1,70m à 8m'}",,,,,,,,,,,,,,,,,,,,,,,,Mahogany,Wood architraves,Pr_35_90_43_87,Other,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
1952,1952,2691,2691,1a2b8397-915b-405b-b697-30c37f24e2e2,Porte simple bois massif,"Porte simple manuelle en Bois massif
Dimensions fournies avec bâti. Dimensions battant seul l92 x ht202 x ep4.",correct,simple_solid_doors,C.10.20.01.1d,BRIANCON,2022-05-25,50.0,50.0,0.0,"['94916f99-1a4c-4cce-acae-873b80dc760a.jpeg', '18b9cc49-70e5-4cb3-be3a-03a24feaacfc.jpeg']",used,0.0,82.8,35.0,35.0,2023-01-19,FR,1.0,239.0,,,,,"{'score': 0.001504048123024404, 'start': 0, 'end': 36, 'answer': 'Porte simple manuelle en Bois massif'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, Bois massif, l92 x ht202 x ep4.,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
2031,2031,2789,2789,32a184a9-b83f-4404-b77d-b60feeab522a,Porte simple bois massif,"Porte simple manuelle en Bois massif
Dimensions fournies avec bâti. 
Dimensions battant seul l82 x ep4 x ht202.",correct,simple_solid_doors,C.10.20.01.1d,BRIANCON,2022-05-25,50.0,50.0,0.0,"['2bbcfb3c-6b26-409d-8163-3e1d69658f74.jpeg', 'c05b32ca-5e62-4ee0-be1f-ec88a4726f67.jpeg']",used,0.0,73.69,46.0,46.0,2023-01-19,FR,1.0,239.0,,,,,"{'score': 0.001425627851858735, 'start': 0, 'end': 36, 'answer': 'Porte simple manuelle en Bois massif'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, Bois massif, l82 x ep4 x ht202.,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
2178,2178,2944,2944,62c37a90-792e-4f46-9356-d9737215bf82,Plaques bois,"Revêtement mural auditorium hauteur 2,55m sur périphérie. Différentes dimensions de planches",correct,woodwork,C.30.10.99,PARIS-15E-ARRONDISSEMENT,2022-11-02,32.4,32.4,0.0,"['644d76e1-6647-4be7-a594-60b4a12e0564.jpeg', '7b05a278-418f-4469-b976-5e448b5747ed.jpeg']",used,0.25,11.22,64.0,64.0,2023-09-24,FR,0.0,326.0,,,,,"{'score': 7.878698670538142e-05, 'start': 0, 'end': 27, 'answer': 'Revêtement mural auditorium'}",,,,,,,,,,,,,,,,,,,,Revêtement mural auditorium,,,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings"
2245,2245,3016,3016,78b9284d-ff5b-45e8-bc7b-a006c65e4e86,Porte simple bois massif,Porte simple manuelle en Bois massif,correct,simple_solid_doors,C.10.20.01.1d,BRIANCON,2022-05-25,50.0,50.0,0.0,['b655d5de-0806-4848-aa41-e4e012166a58.jpeg'],used,0.0,77.2,6.0,6.0,2023-01-19,FR,1.0,239.0,,,,,"{'score': 0.015331725589931011, 'start': 0, 'end': 36, 'answer': 'Porte simple manuelle en Bois massif'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, Bois massif,,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
2561,2561,3362,3362,dd6ef224-9191-4528-842a-0e90abe1c9f6,Porte simple bois massif,Porte simple manuelle en Bois massif,correct,simple_solid_doors,C.10.20.01.1d,BRIANCON,2022-05-25,50.0,50.0,0.0,['7da5edc1-f6b5-41c8-90a6-c7d9f64bca34.jpeg'],used,0.0,72.0,2.0,2.0,2023-01-19,FR,1.0,239.0,,,,,"{'score': 0.015331725589931011, 'start': 0, 'end': 36, 'answer': 'Porte simple manuelle en Bois massif'}",,,,,,,,,,,,,,,,,,,,Porte simple manuelle, Bois massif,,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
2910,2910,3724,3724,ed0e188d-fdf7-4055-865d-0cc9f59bcdb6,Plaques bois,Acoustique,correct,woodwork,C.30.10.99,PARIS-15E-ARRONDISSEMENT,2022-11-02,32.4,32.4,0.0,"['47fdae91-e191-49b4-8729-3296c1015062.jpeg', '8187cc0b-385b-409e-9fd6-b1318b01343f.jpeg']",used,0.25,11.22,16.0,16.0,2023-09-24,FR,0.0,326.0,,,,,"{'score': 0.03647629916667938, 'start': 0, 'end': 10, 'answer': 'Acoustique'}",,,,,,,,,,,,,,,,,,,,Acoustique,Acoustique,,,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings"
2929,2929,3745,3745,f1eb33d5-bded-4e27-9050-04124e3c4688,Porte simple bois massif,"Ensemble menuiserie intérieure, dimensions du battant ht 202 x l92 x ep4, hauteur imposte 105.",correct,simple_solid_doors,C.10.20.01.1d,BRIANCON,2022-05-25,50.0,50.0,0.0,"['37382b18-c900-4e8b-a3df-69c248304a31.jpeg', 'e076d3e5-ccb4-4503-9fd6-9ddf277994b3.jpeg']",used,0.0,614.0,8.0,8.0,2023-01-19,FR,1.0,239.0,,,,,"{'score': 4.517017657690303e-07, 'start': 0, 'end': 31, 'answer': 'Ensemble menuiserie intérieure,'}",,,,,,,,,,,,,,,,,,,, battant, menuiserie," ht 202 x l92 x ep4,",,Wood,Wood architraves,Pr_35_90_43_87,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
