,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
75,75,115,115,10580d71-e3d4-4b74-becd-ee88bef1426f,Ventilo-convecteur cassette,"Ventilo-convecteur cassette de longueur de 80 cm, largeur de 70 cm et hauteur de 30 cm.",correct,fan_coil,D.30.50.03.2,PARIS-13E-ARRONDISSEMENT,2022-08-11,70.0,70.0,0.0,"['d0ceadde-7e5e-485b-abda-5046ffd3a93e.jpeg', '08beb29d-f370-417e-ba42-d8847015bd00.jpeg']",used,,,1.0,1.0,2023-09-24,FR,0.0,409.0,,,,,"{'score': 6.544808911712607e-06, 'start': 0, 'end': 27, 'answer': 'Ventilo-convecteur cassette'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur cassette,,," longueur de 80 cm,",Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
250,250,397,397,3a85a9ad-5e27-4859-a2d0-1464010eac09,Ventilo-convecteur cassette,Ventilo-convecteur cassette de marque Daikin,damaged,fan_coil,D.30.50.03.2,RENNES,2022-07-18,102.0,102.0,0.0,"['24a15490-b949-4ff6-b9d1-0210a1078429.jpeg', '608656c0-5831-482b-8112-faa62ac80879.jpeg', '4ba465cb-f2bc-4831-baca-5f73421b7526.jpeg']",used,,,3.0,3.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.2827121615409851, 'start': 37, 'end': 44, 'answer': ' Daikin'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur cassette,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
853,853,1337,1337,c0c8bff0-ba97-4c5e-8d7a-7ce20fbaebd8,Ventilo-convecteur cassette,"Ventilo-convecteur cassette de la marque Daikin et LG, de 70*70 cm.",damaged,fan_coil,D.30.50.03.2,ORLEANS,2022-04-15,70.0,70.0,0.0,"['f18eeb8e-0132-421a-81c4-f5306339a249.jpeg', 'e0daeb76-8c2a-4546-8e24-11caaff9eff6.jpeg']",used,,,4.0,4.0,2023-09-24,FR,0.0,527.0,,,,,"{'score': 0.019007856026291847, 'start': 57, 'end': 67, 'answer': ' 70*70 cm.'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur cassette,, 70*70 cm., 70*70 cm.,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
1113,1113,1744,1744,fa93152c-cd0f-4c6b-a302-fbabe1e4263c,Ventilo-convecteur cassette,Ventilo-convecteur cassette,damaged,fan_coil,D.30.50.03.2,RENNES,2022-07-18,102.0,102.0,0.0,"['580c1b60-9636-4caf-bb15-56bfd31e2bc4.jpeg', '72241e36-e79c-4091-b56c-4397a53b3363.jpeg']",used,,,6.0,6.0,2022-09-26,FR,1.0,70.0,,,,,"{'score': 0.012313909828662872, 'start': 0, 'end': 27, 'answer': 'Ventilo-convecteur cassette'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur cassette,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
1668,1668,2376,2376,ab7632ef-8c01-47af-badc-0afd7e400fb1,Ventilo-convecteur cassette,Ventilo-convecteur cassette de marque Toshiba,correct,fan_coil,D.30.50.03.2,LYON--6E--ARRONDISSEMENT,2022-09-22,150.0,150.0,0.0,"['2d10186e-50a0-4384-8e2f-8994fff64c8f.jpeg', '3f5d00af-9ba2-47e8-acbd-8b4b9fdccc50.jpeg']",used,273.6,18.0,3.0,3.0,2023-05-04,FR,1.0,224.0,,,,,"{'score': 0.06895774602890015, 'start': 37, 'end': 45, 'answer': ' Toshiba'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur cassette,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
1834,1834,2560,2560,f3b73ecf-a737-4b95-894e-ec2c9ad53caa,Ventilo-convecteur cassette,Ventilo-convecteur cassette carré en aluminium encastré au plafond. Plateau carré avancé pour cicurlation de l'air par la fente.,correct,fan_coil,D.30.50.03.2,PARIS-8E-ARRONDISSEMENT,2022-09-16,60.0,60.0,0.0,"['a2bdc790-7b00-4355-8940-473f0fd77843.jpeg', 'c9a835de-d499-4cfe-8338-78977129bf31.jpeg']",used,273.6,18.0,31.0,31.0,2023-01-19,FR,1.0,125.0,,,,,"{'score': 9.138859127233445e-07, 'start': 0, 'end': 46, 'answer': 'Ventilo-convecteur cassette carré en aluminium'}",,,,,,,,,,,,,,,,,,,,Ventilo-convecteur, aluminium,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
1911,1911,2646,2646,0f15ae58-5ea5-47f4-b70d-ce985a0cd1b3,Ventilo-convecteur cassette,Ventilation mécanique en façade,damaged,fan_coil,D.30.50.03.2,EPERNAY,2022-11-04,0.0,0.0,0.0,['b584f89f-3384-4d27-82d4-0239f39c6fde.jpeg'],used,273.6,18.0,1.0,1.0,2023-03-26,FR,1.0,142.0,,,,,"{'score': 0.0008437603828497231, 'start': 0, 'end': 31, 'answer': 'Ventilation mécanique en façade'}",,,,,,,,,,,,,,,,,,,,Ventilation mécanique en façade,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
2460,2460,3254,3254,bb4e0887-ee5d-4812-9447-26024ba44ff5,Ventilo-convecteur cassette,Equipement de CVC,damaged,fan_coil,D.30.50.03.2,EPERNAY,2022-11-04,0.0,0.0,0.0,"['0f3d73b2-611b-4aad-a666-1c28e3140462.jpeg', 'dc5604d3-adee-432b-ace2-5890ac96073b.jpeg', 'd2039c3e-9ce6-4291-8e85-47f080ebd89a.jpeg', 'd68bf2cd-0cdd-495f-a573-372b768afd0d.jpeg']",used,273.6,18.0,3.0,3.0,2023-03-26,FR,1.0,142.0,,,,,"{'score': 0.018026983365416527, 'start': 0, 'end': 17, 'answer': 'Equipement de CVC'}",,,,,,,,,,,,,,,,,,,,Equipement de CVC,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
2709,2709,3514,3514,66d12085-03af-4377-afa8-747f9add5680,Ventilo-convecteur cassette,Ventilation mécanique en façade,damaged,fan_coil,D.30.50.03.2,EPERNAY,2022-11-22,0.0,0.0,0.0,['25e611d3-120d-439a-a2d6-96e5e41e3263.jpeg'],used,273.6,18.0,1.0,1.0,2023-03-26,FR,1.0,124.0,,,,,"{'score': 0.0008437603828497231, 'start': 0, 'end': 31, 'answer': 'Ventilation mécanique en façade'}",,,,,,,,,,,,,,,,,,,,Ventilation mécanique en façade,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
2955,2955,3774,3774,f5d986fa-9442-4cf8-ae07-925b8c326f77,Ventilo-convecteur cassette,Equipement de CVC,damaged,fan_coil,D.30.50.03.2,EPERNAY,2022-11-04,0.0,0.0,0.0,"['bf3a578d-8f7b-442d-8594-c68f5e11ec22.jpeg', '9f989754-1f01-43af-bd0e-80fc083932b8.jpeg', '2f38049d-9779-40a0-b300-f03e34fee08c.jpeg', '95dd38f4-0207-4eef-b231-3c45dc52e700.jpeg']",used,273.6,18.0,3.0,3.0,2023-03-26,FR,1.0,142.0,,,,,"{'score': 0.018026983365416527, 'start': 0, 'end': 17, 'answer': 'Equipement de CVC'}",,,,,,,,,,,,,,,,,,,,Equipement de CVC,,,,Compressed air,Modular cassette ventilated ceilings,Pr_70_65_04_53,Technical elements,Other,Power and lighting outlet products
