,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,title,description,material_state,category,BIM_class,location,date_published,price_initial,price_latest,price_change,imagefiles,material_type,co2,avoided_waste,quantity_initial,quantity_latest,disappeared,country,sold,sold_after,city,deconstruction,state,constraints,price,publishDate,images,distance,rseSummary,promotion,source,conditioning,rate,diag_it,showroom,avoidedWastes,trustLevel,quantity,min_quantity,end_date,pickup_start_date,pickup_end_date,deposit_mode,date,object,material,dim,quantity_n,material_emb,French_Raw,French_Code,first_level,second_level,third_level
267,267,424,424,3e0ffc26-65e0-4ee3-80ae-92f82c698875,Etagère sur pied en bois brut,Etagère / bibliothèque sur pied en boit brut type pin.,verygood,storage_unit,E.20.20.05.4a,PARIS-16E-ARRONDISSEMENT,2022-08-16,35.0,35.0,0.0,['7ca96c30-8626-4bee-a522-a081bccc6ccc.png'],used,,,6.0,6.0,2022-09-26,FR,1.0,41.0,,,,,"{'score': 0.00047551741590723395, 'start': 0, 'end': 31, 'answer': 'Etagère / bibliothèque sur pied'}",,,,,,,,,,,,,,,,,,,,,,,,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,Furnishings,Furnishings
314,314,492,492,45c9a7a5-e180-481d-b37f-6060e2b568a8,Escalier colimaçon métal / marche en bois,"A venir chercher sur Sames dans le 64 (à la limite du 40).
Ecaliers hélicoïdaux en acier avec marche en bois de dimensions : 
- hauteur du mat : 3,65 à 3.86 m (selon les modèles)
- hauteur du palier : 2,1m (du sol au bas du palier)
-  Marche : 43cm longueur  // largeur de la marche 12,5cm au plus petit 29cm au plus large 
- diamètre 1,23m
- hauteur du garde corps : 1m
On peut monter soit par la droite soit par la gauche
Fixation au sol par vis et au niveau du palier par 4 vis.",verygood,exterior_building_stair,C.20.10.01.3a,SAMES,2022-04-25,350.0,350.0,0.0,"['9f9f0d50-51d6-42a0-871a-72cbb7628bb4.png', '47ac5697-79b6-4989-b248-aa99ea46d93b.jpg', '7e4cd8b3-4883-45c9-a07c-ce260695a7cb.jpg', 'c815862c-2ac0-4cb7-8df8-e379732beb0a.jpg']",used,,,15.0,15.0,2023-09-24,FR,0.0,517.0,,,,,"{'score': 8.589098321465372e-09, 'start': 0, 'end': 26, 'answer': 'A venir chercher sur Sames'}",,,,,,,,,,,,,,,,,,,,,,,,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Handrails
417,417,657,657,5dd59a47-0a22-40cc-8540-d567ebe1d808,Porte tierce bois massif,"Porte tierce en bois massif. Finition plaque de bois laqué sur une face, et l'autre face finition plaque de bois grise et joint bleu. Poigné en aluminium et serrure à clé.",correct,simple_solid_doors,C.10.20.01.3e,CHAMPS-SUR-MARNE,2022-04-05,70.0,70.0,0.0,"['10a83308-f6ac-404f-b8d5-a8570eab574d.jpg', '856ce597-78db-443e-9f91-6f0e4ce5b5a1.jpg', 'e3ea671c-c3d4-4bfe-a776-a107785219aa.jpg', '81570d36-1c27-4ada-b35c-da680271d46f.jpg']",used,,,2.0,2.0,2023-01-19,FR,1.0,289.0,,,,,"{'score': 7.903156074462458e-06, 'start': 0, 'end': 28, 'answer': 'Porte tierce en bois massif.'}",,,,,,,,,,,,,,,,,,,,, bois massif.,,,Wood,Wood skirtings,Pr_35_90_43_98,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Masonry walling units
513,513,806,806,7421a268-a6fc-4007-9355-327cd17bff00,Escalier intérieur bois,Escaliers en bois vers sous-sol,correct,exterior_building_stair,C.20.10.01.2d,CHELLES,2022-05-25,180.0,180.0,0.0,['9acf84c8-39e3-43b6-a59a-d2de828b5256.jpg'],used,,,7.0,7.0,2023-09-24,FR,0.0,487.0,,,,,"{'score': 0.016044538468122482, 'start': 0, 'end': 17, 'answer': 'Escaliers en bois'}",,,,,,,,,,,,,,,,,,,,Escaliers en bois vers sous-sol, bois,,,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Furnishings
724,724,1133,1133,a33e8fe4-0359-4242-9204-00204863e509,Traverses en bois,Petites traverses en bois. Largeurs allant de 20 à 30 cm. Epaisseur 3cm,correct,sub_flooring_cones,B.10.10.01.1,VILLENEUVE-SAINT-GEORGES,2022-04-01,15.0,15.0,0.0,['8c785d2f-5be1-463b-8c09-451702c6ec68.jpeg'],used,,,30.0,30.0,2023-05-04,FR,1.0,398.0,,,,,"{'score': 2.134588839908247e-06, 'start': 57, 'end': 71, 'answer': ' Epaisseur 3cm'}",,,,,,,,,,,,,,,,,,,,Petites traverses en bois., bois., Largeurs allant de 20 à 30 cm.,,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks",Handrails
864,864,1351,1351,c2af36c0-46ae-4093-807d-bd3dc5af7fd9,Porte tierce bois aggloméré,Porte tierce en bois aggloméré avec finition stratifié gris anthracite. Poignée de porte aluminium et serrure à clé. Bloc porte en aluminium.,correct,simple_solid_doors,C.10.20.01.3d,CHAMPS-SUR-MARNE,2022-04-05,50.0,50.0,0.0,"['c4bf7dc3-5605-467b-9481-5cef8b91cd2b.jpg', '3e2539d5-053c-42e0-8264-e21fd7432512.jpg', '5d379bdd-2640-424f-8a32-ee76322b8fdd.jpg', '4eb5d190-4ea5-4c65-9693-37540487f2d9.jpg']",used,,,44.0,44.0,2023-09-24,FR,0.0,537.0,,,,,"{'score': 2.3948186935740523e-06, 'start': 71, 'end': 116, 'answer': ' Poignée de porte aluminium et serrure à clé.'}",,,,,,,,,,,,,,,,,,,,, bois aggloméré,,,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
902,902,1403,1403,caf92178-8417-431d-b0b2-278958601609,Escalier intérieur bois,Escaliers en bois vers R+1,correct,exterior_building_stair,C.20.10.01.2d,CHELLES,2022-05-25,110.0,110.0,0.0,['5c4b79f3-1ab3-4197-abd9-0b7c632a76b3.jpg'],used,,,3.0,3.0,2023-09-24,FR,0.0,487.0,,,,,"{'score': 0.24476341903209686, 'start': 0, 'end': 26, 'answer': 'Escaliers en bois vers R+1'}",,,,,,,,,,,,,,,,,,,,Escaliers en bois, bois,,,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Furnishings
1192,1192,1839,1839,4d95f44e-1217-4d03-8a46-b55e31bf4326,Etagère sur pied en bois brut,Etagère / bibliothèque sur pied en boit brut type pin.,verygood,storage_unit,E.20.20.05.4a,PARIS-16E-ARRONDISSEMENT,2022-09-14,35.0,35.0,0.0,['846ecf80-1256-4b07-b64f-cb1adc1bcf47.png'],used,,,6.0,6.0,2022-09-12,FR,1.0,-2.0,,,,,"{'score': 0.00047551741590723395, 'start': 0, 'end': 31, 'answer': 'Etagère / bibliothèque sur pied'}",,,,,,,,,,,,,,,,,,,,,,,,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,Furnishings,Furnishings
1623,1623,2324,2324,959c6e6e-5af8-4687-b124-e9dc13ece582,Etagère bois,dimensions variables 78x90 : 4 Unités; 45x90 : 7 Unités,verygood,storage_unit,E.20.20.05.3a,LES SABLES-D'OLONNE,2022-09-19,90.0,90.0,0.0,['c5000460-7f4d-4915-a685-9e0ab9dded7d.jpeg'],used,0.0,1.16,9.0,9.0,2022-10-03,FR,1.0,14.0,,,,,"{'score': 3.2145135264727287e-07, 'start': 20, 'end': 26, 'answer': ' 78x90'}",,,,,,,,,,,,,,,,,,,,,,,,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,Furnishings,Furnishings
1695,1695,2405,2405,b8668080-ff43-4297-ac8c-15af40acf16e,Cloison bois fixe,Cloison fixe composée de poutres rectangulaires de bois. 4 unités au total.,verygood,fixed_partitions,C.10.10.01.1,PARIS-8E-ARRONDISSEMENT,2022-09-15,80.0,80.0,0.0,"['5d2477d6-db78-4e31-9688-796c0430d1c9.jpeg', 'e7913d9b-66c6-42fb-bbce-86612f936661.jpeg', '04bd6d2c-fda9-4d69-8bc8-e75f3ec8fc58.jpeg']",used,7.27,92.71,6.0,6.0,2022-12-08,FR,1.0,84.0,,,,,"{'score': 5.451960532809608e-05, 'start': 56, 'end': 58, 'answer': ' 4'}",,,,,,,,,,,,,,,,,,,,Cloison fixe, bois.,,,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,"Blocks, Panels, Fences, Bricks",Sanitary fittings and accessories
