,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
1115,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267695/vinduesramme,Vinduesramme,267695,"['/dyn/resources/Shop_Model_Product/image/5/267695/1695129195/old2columns/267695.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/351828/1695129209/old2columns/267695.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351826/1695129198/old2columns/267695.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351827/1695129202/old2columns/267695.jpg']",250.0,cm,46.0,cm,,,1.0,600.0,2023-03-02,2023-07-09,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,129.0,1.0
1116,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267687/vinduesramme,Vinduesramme,267687,"['/dyn/resources/Shop_Model_Product/image/7/267687/1695134091/old2columns/267687.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351753/1695117686/old2columns/267687.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351756/1695117699/old2columns/267687.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351754/1695117693/old2columns/267687.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/351757/1695117700/old2columns/267687.jpg']",74.0,cm,93.5,cm,3.5,cm,1.0,1400.0,2023-03-02,2023-08-21,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,172.0,1.0
1117,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267652/vinduesramme,Vinduesramme,267652,"['/dyn/resources/Shop_Model_Product/image/2/267652/1694762700/old2columns/267652.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351590/1694762849/old2columns/267652.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351586/1694762718/old2columns/267652.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/351589/1694762847/old2columns/267652.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351591/1694762895/old2columns/267652.jpg']",112.7,cm,79.0,cm,4.5,cm,2.0,1400.0,2023-03-06,2023-07-25,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,141.0,1.0
1118,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267513/vinduesramme,Vinduesramme,267513,"['/dyn/resources/Shop_Model_Product/image/3/267513/1694000931/old2columns/267513.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351021/1694000940/old2columns/267513.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351020/1694000938/old2columns/267513.jpg']",55.0,cm,138.5,cm,3.5,cm,1.0,425.0,2023-03-02,2023-09-04,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,186.0,1.0
1119,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267514/vinduesramme,Vinduesramme,267514,"['/dyn/resources/Shop_Model_Product/image/4/267514/1694003874/old2columns/267514.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351022/1694001182/old2columns/267514.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351024/1694001193/old2columns/267514.jpg']",55.0,cm,138.5,cm,3.5,cm,1.0,425.0,2023-03-02,2023-08-30,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,181.0,1.0
1121,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267052/vinduesramme,Vinduesramme,267052,"['/dyn/resources/Shop_Model_Product/image/2/267052/1689750969/old2columns/267052.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349321/1689750973/old2columns/267052.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349322/1689750975/old2columns/267052.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349323/1689750977/old2columns/267052.jpg']",55.5,cm,129.5,cm,3.0,cm,1.0,550.0,2023-03-02,2023-07-13,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,133.0,1.0
1127,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/264357/vinduesramme,Vinduesramme,264357,"['/dyn/resources/Shop_Model_Product/image/7/264357/1669735444/old2columns/264357.jpeg', '/dyn/resources/Shop_Model_Product_Image/image/1/337801/1669732835/old2columns/264357.jpeg']",54.0,cm,99.0,cm,3.5,cm,3.0,400.0,2023-03-02,2023-05-17,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,76.0,1.0
1128,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/264322/vinduesramme,Vinduesramme,264322,"['/dyn/resources/Shop_Model_Product/image/2/264322/1669460222/old2columns/264322.jpeg', '/dyn/resources/Shop_Model_Product_Image/image/4/337664/1669460228/old2columns/264322.jpeg']",53.5,cm,108.5,cm,3.5,cm,3.0,450.0,2023-03-02,2023-07-15,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,135.0,1.0
1132,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/263987/vinduesramme,Vinduesramme,263987,"['/dyn/resources/Shop_Model_Product/image/7/263987/1667463712/old2columns/263987.jpeg', '/dyn/resources/Shop_Model_Product_Image/image/4/336234/1667463719/old2columns/263987.jpeg']",42.5,cm,60.0,cm,3.5,cm,15.0,125.0,2023-03-02,2023-05-19,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,78.0,1.0
1134,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/263991/vinduesramme,Vinduesramme,263991,"['/dyn/resources/Shop_Model_Product/image/1/263991/1667465571/old2columns/263991.jpeg', '/dyn/resources/Shop_Model_Product_Image/image/3/336243/1667465519/old2columns/263991.jpeg']",48.0,cm,107.0,cm,3.5,cm,1.0,200.0,2023-03-02,2023-05-17,Genbyg,DK,dk,Pisé,Joist seals,Pr_25_57_21_44,Other,Other,Other,76.0,1.0
