,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
34,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/265788/terrassedoer-m-3-lags-energiglas-fra-rationel,Terrassedør m. -lags energiglas fra Rationel,265788,"['/dyn/resources/Shop_Model_Product/image/8/265788/1678715335/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343883/1678715271/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/343880/1678715270/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/343882/1678715271/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/343877/1678715266/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343879/1678715269/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/343878/1678715269/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/343881/1678715270/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/343885/1678715272/old2columns/265788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/343886/1678715273/old2columns/265788.jpg']",94.8,cm,209.8,cm,12.5,cm,7.0,2500.0,2023-03-02,2023-04-29,Genbyg,DK,dk,Architectural glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,58.0,1.0
35,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/265790/terrassedoer-m-3-lags-energiglas-fra-rationel,Terrassedør m. -lags energiglas fra Rationel,265790,"['/dyn/resources/Shop_Model_Product/image/0/265790/1678715714/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343889/1678715491/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343899/1678715690/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/343890/1678715492/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/343887/1678715488/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/343892/1678715493/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343893/1678715493/old2columns/265790.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/343894/1678715494/old2columns/265790.jpg']",94.8,cm,209.8,cm,12.5,cm,2.0,2500.0,2023-03-02,2023-07-06,Genbyg,DK,dk,Architectural glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,126.0,1.0
551,Doors and  Windows,Brugte Døre,Fyldningsdøre med glas og karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-glas-og-karm/266102/sprossedoer-med-facetslebne-glas,Sprossedør med facetslebne glas,266102,"['/dyn/resources/Shop_Model_Product/image/2/266102/1680698396/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/345157/1680698402/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/345156/1680698400/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/345159/1680698406/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/345160/1680698408/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/345158/1680698403/old2columns/266102.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/345161/1680698409/old2columns/266102.jpg']",78.0,cm,209.0,cm,13.0,cm,1.0,3200.0,2023-04-03,2023-07-17,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,105.0,1.0
988,Doors and  Windows,Brugte Vinduer,Sprossevinduer,/doere-vinduer/brugte-vinduer/sprossevinduer/266951/2-fags-sprossevindue-med-boelget-glas,-fags sprossevindue med bølget glas,266951,"['/dyn/resources/Shop_Model_Product/image/1/266951/1688120386/old2columns/266951.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348882/1688120363/old2columns/266951.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/348883/1688120364/old2columns/266951.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/348884/1688120367/old2columns/266951.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348886/1688120813/old2columns/2-fags-sprossevindue-med-boelget-glas-266951.jpg']",143.5,cm,116.0,cm,12.0,cm,1.0,1500.0,2023-03-24,2023-07-12,Genbyg,DK,dk,Blown glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,110.0,1.0
1224,Doors and  Windows,Brugte Vinduer,Enkeltlagsglas,/doere-vinduer/brugte-vinduer/enkeltlagsglas/265950/sprossevindue-med-blyindfattede-glas,Sprossevindue med blyindfattede glas,265950,"['/dyn/resources/Shop_Model_Product/image/0/265950/1679496212/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/344479/1679496153/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/344476/1679496144/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/344475/1679496143/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/344460/1679488813/old2columns/265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/344468/1679493862/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/344477/1679496146/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/344478/1679496149/old2columns/blyindfattet-med-forsats-265950.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/344481/1679496157/old2columns/blyindfattet-med-forsats-265950.jpg']",219.0,cm,286.0,cm,12.0,cm,1.0,18000.0,2023-03-02,2023-05-12,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels",Other,Glass blocks and panels,71.0,1.0
2968,Masonry Materials,Brugte Fliser,Brugte Vægfliser,/murervarer/brugte-fliser/vaegfliser/70078/glassten,Glassten,70078,[],,,,,,,1.0,45.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,214.0,1.0
3302,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/265793/terrassedoer-m-3-lags-energiglas-fra-rationel,Terrassedør m. -lags energiglas fra Rationel,265793,"['/dyn/resources/Shop_Model_Product/image/3/265793/1678718150/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/343915/1678718083/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/343918/1678718085/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/343914/1678718082/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/343912/1678718079/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/343917/1678718084/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343913/1678718082/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/343916/1678718083/old2columns/265793.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/343919/1678718085/old2columns/265793.jpg']",89.0,cm,208.0,cm,12.5,cm,12.0,2500.0,2023-05-11,2023-05-17,Genbyg,DK,dk,Architectural glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,6.0,1.0
3678,Doors and  Windows,Brugte Vinduer,Sprossevinduer,/doere-vinduer/brugte-vinduer/sprossevinduer/266957/lille-sprossevindue-med-boelget-glas,Lille sprossevindue med bølget glas,266957,"['/dyn/resources/Shop_Model_Product/image/7/266957/1688987198/old2columns/266957.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348912/1688127165/old2columns/266957.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/348910/1688127162/old2columns/266957.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348911/1688127164/old2columns/266957.jpg']",66.5,cm,116.0,cm,12.0,cm,1.0,600.0,2023-06-03,2023-07-08,Genbyg,DK,dk,Prismatic glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,35.0,1.0
3781,Doors and  Windows,Brugte Vinduer,Skillerumsvinduer,/doere-vinduer/brugte-vinduer/skillerumsvinduer/262147/stor-ramme-med-hvidt-glas,Stor ramme med hvidt glas,262147,"['/dyn/resources/Shop_Model_Product/image/7/262147/1652729860/old2columns/262147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/328897/1650623961/old2columns/262147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/328898/1650623964/old2columns/262147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/328896/1650623956/old2columns/262147.jpg']",92.0,cm,160.0,cm,3.5,cm,2.0,2000.0,2023-04-30,2023-07-22,Genbyg,DK,dk,Figured glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,83.0,1.0
3796,Doors and  Windows,Brugte Vinduer,Andre vinduer,/doere-vinduer/brugte-vinduer/andre-vinduer/265305/haerdet-glas-10mm,Hærdet glas mm,265305,"['/dyn/resources/Shop_Model_Product/image/5/265305/1675086519/old2columns/265305.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/341805/1675075627/old2columns/265305.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/341804/1675075624/old2columns/265305.jpg']",170.7,cm,34.9,cm,10.0,cm,1.0,400.0,2023-06-17,2023-06-28,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels",Other,Glass blocks and panels,11.0,1.0
3897,Masonry Materials,Tegl,Tegl,/murervarer/tegl/79805/glastegl-1423,Glastegl,79805,[],,,,,,,8.0,300.0,2023-06-21,2023-10-15,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,116.0,1.0
3898,Masonry Materials,Tegl,Tegl,/murervarer/tegl/79807/glastegl-d3,Glastegl,79807,[],,,,,,,5.0,300.0,2023-06-04,2023-10-15,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,133.0,1.0
3899,Masonry Materials,Tegl,Tegl,/murervarer/tegl/79809/glastegl-1423-s,Glastegl,79809,[],,,,,,,41.0,300.0,2023-05-24,2023-10-15,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,144.0,1.0
3900,Masonry Materials,Tegl,Tegl,/murervarer/tegl/78074/glas-vingetegl,Glas vingetegl,78074,[],,,,,,,60.0,260.0,2023-05-11,2023-10-15,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,157.0,1.0
4309,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/84932/glasloft-opalglas,Glasloft - Opalglas,84932,"['/dyn/resources/Shop_Model_Product/image/2/84932/1557909103/old2columns/glasloft-opalglas-84932.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/272041/1557909103/old2columns/glasloft-opalglas-84932.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/272042/1557909104/old2columns/glasloft-opalglas-84932.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/272043/1557909105/old2columns/glasloft-opalglas-84932.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/272044/1557909107/old2columns/glasloft-opalglas-84932.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/272045/1557909109/old2columns/glasloft-opalglas-84932.jpg']",135.0,cm,,,,,1.0,2000.0,2023-06-09,2023-06-23,Genbyg,DK,dk,Prismatic glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Floors, Ceiling",Glass blocks and panels,14.0,1.0
4341,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/32655/haerdet-enkeltlagsglas,Hærdet enkeltlagsglas .,32655,['/dyn/resources/Shop_Model_Product/image/5/32655/1558433230/old2columns/haerdet-enkeltlagsglas.-32655.jpg'],,,,,,,2.0,100.0,2023-06-02,2023-07-09,Genbyg,DK,dk,Patterned glass,Glass fins,Pr_25_71_33_34,"Wall, Barriers, Pannels","Covering, Finish",Glass blocks and panels,37.0,1.0
