,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
14,Doors and  Windows,Brugte Døre,Yderdøre,/doere-vinduer/brugte-doere/yderdoere/yderdoere/267162/rationel-facadedoer,Rationel facadedør,267162,"['/dyn/resources/Shop_Model_Product/image/2/267162/1690808729/old2columns/267162.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349612/1690794841/old2columns/267162.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/349610/1690794835/old2columns/267162.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349613/1690794842/old2columns/267162.jpg']",94.0,cm,240.0,cm,11.5,cm,1.0,3500.0,2023-03-04,2023-11-02,Genbyg,DK,dk,Encaustic,Doorsets,Pr_30_59_24,"Wall, Barriers, Pannels","Door, Windows, Gates",Walling units,243.0,1.0
19,Doors and  Windows,Brugte Døre,Yderdøre,/doere-vinduer/brugte-doere/yderdoere/yderdoere/266550/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266550,"['/dyn/resources/Shop_Model_Product/image/0/266550/1684505949/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/347072/1684501795/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/347073/1684501804/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/347074/1684501806/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/347075/1684501810/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/347076/1684501813/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347078/1684501819/old2columns/dobbelt-terrassedoer-med-karm-266550.jpg']",124.8,cm,254.8,cm,11.5,cm,1.0,4900.0,2023-03-02,2023-11-02,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,245.0,1.0
39,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267234/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,267234,"['/dyn/resources/Shop_Model_Product/image/4/267234/1691410129/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349903/1691410136/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/349904/1691410137/old2columns/267234.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349905/1691410530/old2columns/dobbelt-terrassedoer-med-karm-267234.jpg']",139.0,cm,233.0,cm,11.5,cm,1.0,3900.0,2023-03-16,2023-10-02,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,200.0,1.0
45,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266582/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266582,"['/dyn/resources/Shop_Model_Product/image/2/266582/1684849430/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/347205/1684849435/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/347206/1684849436/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/347207/1684849437/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/347208/1684849439/old2columns/266582.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/347209/1684849440/old2columns/266582.jpg']",145.0,cm,234.0,cm,12.5,cm,1.0,3900.0,2023-03-02,2023-06-08,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,98.0,1.0
46,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266529/velfac-dobbelt-terrassedoer,Velfac dobbelt terrassedør,266529,"['/dyn/resources/Shop_Model_Product/image/9/266529/1684248003/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/346998/1684246870/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346999/1684246879/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347000/1684246881/old2columns/266529.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/347001/1684246883/old2columns/266529.jpg']",125.5,cm,235.0,cm,12.5,cm,1.0,3500.0,2023-03-02,2023-06-25,Genbyg,DK,dk,Sitka spruce,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,115.0,1.0
47,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266352/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266352,"['/dyn/resources/Shop_Model_Product/image/2/266352/1683038454/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346199/1682930790/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/346200/1682930796/old2columns/266352.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/346201/1682930797/old2columns/266352.jpg']",105.0,cm,244.0,cm,11.5,cm,1.0,2600.0,2023-03-02,2023-06-16,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,106.0,1.0
1216,Doors and  Windows,Brugte Vinduer,Enkeltlagsglas,/doere-vinduer/brugte-vinduer/enkeltlagsglas/267174/4-fagsvindue,-fagsvindue,267174,"['/dyn/resources/Shop_Model_Product/image/4/267174/1690967247/old2columns/267174.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349671/1690882535/old2columns/267174.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349672/1690882540/old2columns/267174.jpg']",217.0,cm,70.5,cm,8.0,cm,1.0,1400.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Pisé,Doorsets,Pr_30_59_24,Openings,"Door, Windows, Gates",Glass blocks and panels,214.0,1.0
3301,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/267864/terrasse-skydedoersparti,Terrasse/ skydedørsparti,267864,"['/dyn/resources/Shop_Model_Product/image/4/267864/1696243271/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/352660/1696243082/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/352656/1696243064/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/352659/1696243080/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/352661/1696243084/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/352658/1696243078/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/352662/1696243086/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/352663/1696243088/old2columns/267864.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/352665/1696243101/old2columns/267864.jpg']",248.0,cm,194.5,cm,11.5,cm,1.0,9500.0,2023-06-15,2023-09-06,Genbyg,DK,dk,Sitka spruce,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,83.0,1.0
3314,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/256613/idealcombi-terrassedoer,Idealcombi terrassedør,256613,"['/dyn/resources/Shop_Model_Product/image/3/256613/1599735111/old2columns/256613.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/306779/1599734979/old2columns/256613.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/306774/1599734962/old2columns/256613.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/306775/1599734973/old2columns/256613.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/306776/1599734974/old2columns/256613.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/306778/1599734977/old2columns/256613.jpg']",75.0,cm,224.0,cm,12.0,cm,1.0,2000.0,2023-06-13,2023-06-20,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,7.0,1.0
3317,Doors and  Windows,Brugte Døre,Terrassedøre,/doere-vinduer/brugte-doere/yderdoere/terrassedoere/80066/hoej-terrassedoer,Høj terrassedør,80066,"['/dyn/resources/Shop_Model_Product/image/6/80066/1558695191/old2columns/hoej-terrassedoer-80066.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/236360/1558695191/old2columns/hoej-terrassedoer-80066.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/236361/1558695193/old2columns/hoej-terrassedoer-80066.jpg']",88.0,cm,274.0,cm,13.0,cm,3.0,2500.0,2023-06-06,2023-07-02,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,26.0,1.0
3327,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/267896/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,267896,"['/dyn/resources/Shop_Model_Product/image/6/267896/1696415552/old2columns/dobbelt-terrassedoermed-karm-267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/352817/1696415310/old2columns/267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/352820/1696415315/old2columns/267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/352821/1696415317/old2columns/267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/352816/1696415301/old2columns/267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/352818/1696415311/old2columns/267896.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/352819/1696415313/old2columns/267896.jpg']",121.0,cm,213.0,cm,11.5,cm,1.0,6200.0,2023-05-07,2023-10-15,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,161.0,1.0
3329,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/266354/dobbelt-terrassedoer-med-karm,Dobbelt terrassedør med karm,266354,"['/dyn/resources/Shop_Model_Product/image/4/266354/1683038272/old2columns/266354.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/346213/1682933169/old2columns/266354.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/346211/1682933162/old2columns/266354.jpg']",105.0,cm,244.0,cm,11.5,cm,1.0,2500.0,2023-05-01,2023-07-02,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,62.0,1.0
3339,Doors and  Windows,Brugte Døre,Dobbelte yderdøre,/doere-vinduer/brugte-doere/yderdoere/dobbelte-yderdoere/262508/dobbelt-terrassedoer,Dobbelt terrassedør,262508,"['/dyn/resources/Shop_Model_Product/image/8/262508/1655114554/old2columns/dobbelt-terrassedoer-262508.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/330327/1653375708/old2columns/dobbelt-terrassedoer-262508.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/330328/1653375718/old2columns/dobbelt-terrassedoer-262508.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/330329/1653375720/old2columns/dobbelt-terrassedoer-262508.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/330330/1653375724/old2columns/dobbelt-terrassedoer-262508.jpg']",113.0,cm,233.0,cm,11.5,cm,1.0,3500.0,2023-05-19,2023-10-26,Genbyg,DK,dk,Architectural glass,Doorsets,Pr_30_59_24,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units,160.0,1.0
