,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
653,Doors and  Windows,Brugte Døre,Eksklusive døre,/doere-vinduer/brugte-doere/specielle-doere/265330/facadeparti-med-bue,Facadeparti med bue,265330,"['/dyn/resources/Shop_Model_Product/image/0/265330/1675156469/old2columns/facadeparti-med-bue-265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/341883/1675156109/old2columns/265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/341881/1675156092/old2columns/265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/341882/1675156106/old2columns/265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/341898/1675160313/old2columns/facadeparti-med-bue-265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/341884/1675156112/old2columns/265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/341886/1675156132/old2columns/265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/341899/1675160315/old2columns/facadeparti-med-bue-265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/341900/1675160319/old2columns/facadeparti-med-bue-265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/341901/1675160324/old2columns/facadeparti-med-bue-265330.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/341949/1675181923/old2columns/facadeparti-med-bue-265330.jpg']",363.0,cm,288.0,cm,10.0,cm,1.0,55000.0,2023-04-09,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",176.0,1.0
726,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/262340/smaeklaas-uden-slutblik,Smæklås uden slutblik,262340,[],,,,,,,1.0,75.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Encaustic,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish",Support and restraint products,214.0,1.0
751,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/79817/stolpe-med-el-slutblik-uspec,Stolpe med el slutblik - uspec .,79817,[],,,,,,,5.0,250.0,2023-04-04,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",181.0,1.0
762,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/77374/vaun-smaeklaas-uden-slutblik,Vaun smæklås uden slutblik,77374,[],,,,,,,1.0,150.0,2023-03-21,2023-10-02,Genbyg,DK,dk,Encaustic,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish",Safety cages,195.0,1.0
763,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/77375/vaun-smaeklaas-uden-slutblik,Vaun smæklås uden slutblik,77375,[],,,,,,,2.0,150.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Encaustic,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Covering, Finish",Safety cages,214.0,1.0
917,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/33303/doerspion-fra-60erne,Dørspion fra érne,33303,[],,,,,,,1.0,125.0,2023-03-02,2023-10-16,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels",Other,Safety cages,228.0,1.0
1429,Doors and  Windows,Brugte Vinduer,"Vinkelhængsler, Vridere & Anverfere",/doere-vinduer/brugte-vinduer/tilbehoer-til-vinduer/nye-vinkelhaengsler/78499/stormjern-haandsmedet,Stormjern - håndsmedet,78499,[],,,,,,,,160.0,2023-04-17,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards",168.0,1.0
1430,Doors and  Windows,Brugte Vinduer,"Vinkelhængsler, Vridere & Anverfere",/doere-vinduer/brugte-vinduer/tilbehoer-til-vinduer/nye-vinkelhaengsler/78500/stormjern-haandsmedet,Stormjern - håndsmedet,78500,[],,,,,,,,160.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards",214.0,1.0
2788,Timber and Floors,Gulve,Brugte Klinker,/trae_og_gulve/gulve/diverse-klinker/264962/hasle-klinke-brun-aflang-m-hulkehlliste,"Hasle klinke , brun aflang m hulkehlliste",264962,[],,,,,,,110.0,175.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",214.0,1.0
2789,Timber and Floors,Gulve,Brugte Klinker,/trae_og_gulve/gulve/diverse-klinker/264961/hasle-klinke-gul-aflang-m-hulkehlliste,"Hasle klinke , gul aflang m hulkehlliste",264961,[],,,,,,,26.0,175.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Pisé,Trellises,Pr_45_63_64_90,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",214.0,1.0
