,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
53,Doors and  Windows,Brugte Døre,Indvendige døre,/doere-vinduer/brugte-doere/indvendige-doere/267434/massiv-doer-med-karm-mmalingrester-m9-21,Massiv dør med karm m/malingrester,267434,"['/dyn/resources/Shop_Model_Product/image/4/267434/1693386221/old2columns/267434.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350702/1693386053/old2columns/267434.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350704/1693386057/old2columns/267434.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350705/1693386057/old2columns/267434.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350706/1693386058/old2columns/267434.jpg']",88.0,cm,208.0,cm,12.5,cm,1.0,800.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Sitka spruce,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",214.0,1.0
704,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/71145/ruko-bundplade,Ruko bundplade,71145,[],,,,,,,18.0,35.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Sitka spruce,Lacquers,Pr_35_31_68_46,Technical elements,"Covering, Finish",Handrails,214.0,1.0
745,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/83121/smaeklaas-bks,Smæklås -,83121,[],,,,,,,1.0,125.0,2023-03-29,2023-10-02,Genbyg,DK,dk,Encaustic,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,187.0,1.0
746,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/83120/smaeklaas-bks,Smæklås -,83120,[],,,,,,,1.0,125.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Encaustic,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,214.0,1.0
761,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/71144/ruko-bundplade,Ruko bundplade,71144,[],,,,,,,2.0,25.0,2023-04-02,2023-10-02,Genbyg,DK,dk,Sitka spruce,Lacquers,Pr_35_31_68_46,Technical elements,"Covering, Finish",Handrails,183.0,1.0
788,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/265661/brevspraekke-hvidbronze,Brevsprække - hvidbronze,265661,[],,,,,,,3.0,235.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Sitka spruce,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",214.0,1.0
789,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/265601/haengsel-hoejrehaengt-130-mm,Hængsel - højrehængt - mm .,265601,[],,,,,,,4.0,75.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Encaustic,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,214.0,1.0
807,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/261953/paskvillaas-2017-cm,"Paskvillås - , cm .",261953,[],,,,,,,2.0,475.0,2023-03-02,2023-06-07,Genbyg,DK,dk,Sitka spruce,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,97.0,1.0
821,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/259674/messinghaengsler,Messinghængsler,259674,[],,,,,,,1.0,150.0,2023-04-07,2023-04-10,Genbyg,DK,dk,Gravel,Lacquers,Pr_35_31_68_46,Technical elements,"Covering, Finish",Sanitary fittings and accessories,3.0,1.0
852,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/255129/brevspraekke-messing,Brevsprække - messing,255129,[],,,,,,,1.0,175.0,2023-03-30,2023-10-10,Genbyg,DK,dk,Ceramic,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",194.0,1.0
