,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
1082,Doors and  Windows,Brugte Vinduer,Termovinduer,/doere-vinduer/brugte-vinduer/termovinduer/265087/fastkamsvindue,Fastkamsvindue,265087,"['/dyn/resources/Shop_Model_Product/image/7/265087/1674049805/old2columns/265087.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/340984/1674049711/old2columns/265087.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/340982/1674049707/old2columns/265087.jpg']",150.5,cm,145.0,cm,11.7,cm,1.0,750.0,2023-03-02,2023-04-09,Genbyg,DK,dk,Encaustic,Desks,Pr_40_50_21_21,Openings,"Door, Windows, Gates",Glass blocks and panels,38.0,1.0
4014,Miscellaneous Used Items,Borde & Stole,Borde & Stole,/diverse-brugt/borde-stole/258261/rullebord,Rullebord,258261,"['/dyn/resources/Shop_Model_Product/image/1/258261/1616061036/old2columns/258261.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/313267/1616060883/old2columns/258261.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/313270/1616060908/old2columns/258261.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/313269/1616060904/old2columns/258261.jpg']",48.0,cm,83.0,cm,,,2.0,750.0,2023-05-07,2023-10-10,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,Furnishings,Furnishings,"Lighting columns, brackets and bollards",156.0,1.0
4027,Miscellaneous Used Items,Borde & Stole,Borde & Stole,/diverse-brugt/borde-stole/65201/goer-det-selv-doerblad-som-bordplade,- Dørblad som bordplade,65201,"['/dyn/resources/Shop_Model_Product/image/1/65201/1557916131/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/275534/1557916131/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/275535/1557916132/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/275537/1557916135/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/275536/1557916134/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/275538/1557916136/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/300738/1584997878/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/300739/1584997878/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/300740/1584997879/old2columns/goer-det-selv-doerblad-som-bordplade-65201.jpg']",83.0,cm,,,4.0,cm,49.0,75.0,2023-05-24,2023-10-10,Genbyg,DK,dk,Sitka spruce,Desks,Pr_40_50_21_21,"Roof, Slabs, Stairs","Door, Windows, Gates","Floor plates, gratings and edgings",139.0,1.0
4135,Miscellaneous Used Items,Skabe,Skabe,/diverse-brugt/skabe/267458/tegningsskab,Tegningsskab,267458,"['/dyn/resources/Shop_Model_Product/image/8/267458/1693552531/old2columns/arkivskab-267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350809/1693552218/old2columns/267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350813/1693552241/old2columns/267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350811/1693552235/old2columns/267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350810/1693552232/old2columns/267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350812/1693552238/old2columns/267458.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350816/1693552512/old2columns/arkivskab-267458.jpg']",97.5,cm,44.5,cm,,,1.0,3500.0,2023-06-15,2023-10-15,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",122.0,1.0
4280,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/260798/servietdispenser,Servietdispenser,260798,"['/dyn/resources/Shop_Model_Product/image/8/260798/1640603197/old2columns/260798.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/323125/1640601217/old2columns/260798.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/323126/1640601226/old2columns/260798.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/323127/1640601228/old2columns/260798.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/323129/1640601232/old2columns/260798.jpg']",28.5,cm,37.0,cm,,,49.0,175.0,2023-05-14,2023-06-20,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,Technical elements,"Covering, Finish",Sanitary fittings and accessories,37.0,1.0
4307,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/75842/messebord,Messebord,75842,"['/dyn/resources/Shop_Model_Product/image/2/75842/1558006703/old2columns/messebord-75842.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/222973/1558006702/old2columns/messebord-75842.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/222974/1558006703/old2columns/messebord-75842.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/222975/1558006704/old2columns/messebord-75842.jpg']",,,,,,,1.0,225.0,2023-05-01,2023-06-25,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",55.0,1.0
4560,Miscellaneous Used Items,Borde & Stole,Borde & Stole,/diverse-brugt/borde-stole/265057/bordplade,Bordplade,265057,"['/dyn/resources/Shop_Model_Product/image/7/265057/1674033992/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/340862/1674033966/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/340861/1674033955/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/340864/1674033970/old2columns/265057.jpg']",79.5,cm,93.5,cm,5.0,cm,1.0,450.0,2023-07-11,2023-07-17,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",6.0,1.0
4561,Miscellaneous Used Items,Plader & Hylder,Plader & Hylder,/diverse-brugt/plader-hylder/266172/bordplade-i-skifer-100-x-100-cm,Bordplade i skifer x cm,266172,"['/dyn/resources/Shop_Model_Product/image/2/266172/1682327600/old2columns/bordplade-i-skifer-266172.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/345491/1681801944/old2columns/bordplade-i-skifer-266172.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/345489/1681801927/old2columns/bordplade-i-skifer-266172.jpg']",,,,,,,1.0,800.0,2023-07-14,2023-07-31,Genbyg,DK,dk,Sitka spruce,Desks,Pr_40_50_21_21,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",17.0,1.0
4565,Miscellaneous Used Items,Plader & Hylder,Plader & Hylder,/diverse-brugt/plader-hylder/258240/understel-for-bordplade,Understel for bordplade,258240,"['/dyn/resources/Shop_Model_Product/image/0/258240/1615908161/old2columns/258240.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/313236/1615907850/old2columns/258240.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/313235/1615907835/old2columns/258240.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/313237/1615907851/old2columns/258240.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/313239/1615907855/old2columns/258240.jpg']",,,,,,,3.0,450.0,2023-07-15,2023-07-24,Genbyg,DK,dk,Sheet,Desks,Pr_40_50_21_21,Technical elements,"Covering, Finish","Floor plates, gratings and edgings",9.0,1.0
5515,Miscellaneous Used Items,Borde & Stole,Borde & Stole,/diverse-brugt/borde-stole/265057/bordplade,Bordplade,265057,"['/dyn/resources/Shop_Model_Product/image/7/265057/1674033992/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/340862/1674033966/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/340861/1674033955/old2columns/265057.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/340864/1674033970/old2columns/265057.jpg']",79.5,cm,93.5,cm,5.0,cm,1.0,450.0,2023-10-03,2023-10-11,Genbyg,DK,dk,Pisé,Desks,Pr_40_50_21_21,"Wall, Barriers, Pannels","Covering, Finish","Floor plates, gratings and edgings",8.0,1.0
