,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
701,Doors and  Windows,Brugte Døre,Brugte Låsekasser,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-lasekasser/251201/rukolaas-hoejrehaengt,Rukolås - højrehængt,251201,[],,,,,,,1.0,250.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories,214.0,1.0
855,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/254290/forgyldt-haengsel-venstrehaengt,Forgyldt hængsel - venstrehængt,254290,[],,,,,,,1.0,35.0,2023-03-02,2023-04-24,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Roof, Slabs, Stairs",Other,"Lighting columns, brackets and bollards",53.0,1.0
913,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/53864/haandsmedede-indstikshaengsler-hoejrehaengt,Håndsmedede indstikshængsler -højrehængt,53864,[],,,,,,,2.0,250.0,2023-03-02,2023-04-11,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",40.0,1.0
914,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/53660/haandsmedede-indstikshaengsler-hoejrehaengt,Håndsmedede indstikshængsler -højrehængt,53660,[],,,,,,,1.0,250.0,2023-03-02,2023-06-07,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",97.0,1.0
975,Doors and  Windows,Brugte Døre,Dørhængsler,/doere-vinduer/brugte-doere/nye-haengsler/250566/skruer-til-haengsler-8-stk,Skruer til hængsler,250570,[],,,,,,,,16.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Encaustic,Harnesses and lanyards,Pr_40_70_75_37,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",214.0,1.0
4980,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/254290/forgyldt-haengsel-venstrehaengt,Forgyldt hængsel - venstrehængt,254290,[],,,,,,,1.0,35.0,2023-07-28,2023-08-01,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Roof, Slabs, Stairs",Other,"Lighting columns, brackets and bollards",4.0,1.0
5034,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/53864/haandsmedede-indstikshaengsler-hoejrehaengt,Håndsmedede indstikshængsler -højrehængt,53864,[],,,,,,,2.0,250.0,2023-08-16,2023-08-23,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",7.0,1.0
5035,Doors and  Windows,Brugte Døre,Brugt Tilbehør,/doere-vinduer/brugte-doere/tilbehoer-til-doere/brugte-haengsler/53660/haandsmedede-indstikshaengsler-hoejrehaengt,Håndsmedede indstikshængsler -højrehængt,53660,[],,,,,,,1.0,250.0,2023-07-26,2023-07-29,Genbyg,DK,dk,Sitka spruce,Harnesses and lanyards,Pr_40_70_75_37,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards",3.0,1.0
