,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
2685,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/266755/brugt-toemmer-ca-11-x-12-cm-laengde-5-til-65-m,"Brugt tømmer ca x cm længde til , m",266755,"['/dyn/resources/Shop_Model_Product/image/5/266755/1686560303/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/348015/1686560313/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348016/1686560317/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348017/1686560321/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348021/1686560357/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348022/1686560360/old2columns/266755.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/348023/1686560363/old2columns/266755.jpg']",11.0,cm,,,12.0,cm,286.0,250.0,2023-03-02,2023-10-02,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Other,"Blocks, Panels, Fences, Bricks",Shaft-lining products,214.0,1.0
2689,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/265684/brugt-toemmer-12-x-13-cm-laengde-58-til-6-m,"Brugt tømmer x cm længde , til m",265684,"['/dyn/resources/Shop_Model_Product/image/4/265684/1678093061/old2columns/265684.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/343433/1678093064/old2columns/265684.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/343434/1678093065/old2columns/265684.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/343435/1678093066/old2columns/265684.jpg']",12.0,cm,,,13.0,cm,35.0,250.0,2023-03-06,2023-09-30,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Other,"Blocks, Panels, Fences, Bricks",Shaft-lining products,208.0,1.0
2693,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/262813/brugt-toemmer-14-x-14-cm,Brugt tømmer x cm,262813,"['/dyn/resources/Shop_Model_Product/image/3/262813/1655839616/old2columns/262813.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/331501/1655727590/old2columns/262813.jpg']",14.0,cm,,,14.0,cm,3.0,225.0,2023-03-02,2023-07-05,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,"Blocks, Panels, Fences, Bricks",Trim products,125.0,1.0
3853,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/259647/brugt-toemmer-ca-14-x-15-cm-a-min-65-meter,"Brugt tømmer ca x cm a min , meter",259647,"['/dyn/resources/Shop_Model_Product/image/7/259647/1629718882/old2columns/259647.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/318498/1629718885/old2columns/259647.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/318499/1629718887/old2columns/259647.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/318500/1629718889/old2columns/259647.jpg']",15.0,cm,,,14.0,cm,2.0,375.0,2023-05-22,2023-11-01,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Other,"Blocks, Panels, Fences, Bricks",Trim products,163.0,1.0
3857,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/251075/brugt-toemmer-12x12-cm-ca-laengde-250-cm,Brugt tømmer x cm - ca længde cm,251075,"['/dyn/resources/Shop_Model_Product/image/5/251075/1557918444/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/284341/1557918443/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/284342/1557918442/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/284343/1557918441/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/284344/1557918440/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.JPG', '/dyn/resources/Shop_Model_Product_Image/image/5/284345/1557918438/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.JPG', '/dyn/resources/Shop_Model_Product_Image/image/2/284362/1557918436/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/284363/1557918434/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/284364/1557918432/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/284365/1557918430/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/284366/1557918428/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/284367/1557918426/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/284368/1557918424/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/284369/1557918422/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/284370/1557918420/old2columns/brugt-toemmer-13x13-cm-ca-laengde-270-cm-251075.jpg']",12.0,cm,,,12.0,cm,1.0,200.0,2023-06-12,2023-08-26,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Other,"Blocks, Panels, Fences, Bricks",Walling units,75.0,1.0
3859,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/82931/brugt-toemmer-12-x-15-cm-korte-laengder,Brugt tømmer x cm korte længder,82931,"['/dyn/resources/Shop_Model_Product/image/1/82931/1558353447/old2columns/brugt-toemmer-12-x-15-cm-korte-laengder-82931.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/248841/1558353443/old2columns/brugt-toemmer-12-x-15-cm-korte-laengder-82931.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/248842/1558353441/old2columns/brugt-toemmer-12-x-15-cm-korte-laengder-82931.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/248843/1558353439/old2columns/brugt-toemmer-12-x-15-cm-korte-laengder-82931.jpg']",,,,,,,6.0,250.0,2023-05-09,2023-10-15,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,Furnishings,Trim products,159.0,1.0
4086,Miscellaneous Used Items,Paneler,Paneler,/diverse-brugt/paneler/258106/vaegpanel-i-aedeltrae,Vægpanel i ædeltræ,258106,"['/dyn/resources/Shop_Model_Product/image/6/258106/1614075619/old2columns/258106.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/312566/1614075627/old2columns/258106.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/312567/1614075629/old2columns/258106.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/312707/1614543008/old2columns/vaegpanel-i-aedeltrae-258106.jpg']",109.5,cm,71.0,cm,,,1.0,600.0,2023-06-06,2023-08-23,Genbyg,DK,dk,Mahogany,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",78.0,1.0
4236,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/267669/dejplade-i-fyrretrae,Dejplade i fyrretræ,267669,"['/dyn/resources/Shop_Model_Product/image/9/267669/1694787566/old2columns/dejplade-i-fyrretrae-267669.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/351629/1694787578/old2columns/dejplade-i-fyrretrae-267669.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/351630/1694787581/old2columns/dejplade-i-fyrretrae-267669.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351631/1694787583/old2columns/dejplade-i-fyrretrae-267669.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351632/1694787586/old2columns/dejplade-i-fyrretrae-267669.jpg']",,,,,,,7.0,250.0,2023-06-15,2023-09-26,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Furnishings,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards",103.0,1.0
4244,Miscellaneous Used Items,Sjove ting,Sjove ting,/diverse-brugt/sjove-ting/266679/wood-step,Wood step,266679,"['/dyn/resources/Shop_Model_Product/image/9/266679/1685702890/old2columns/266679.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/347670/1685702687/old2columns/266679.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/347672/1685702689/old2columns/266679.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/347669/1685702681/old2columns/266679.jpg']",70.0,cm,14.0,cm,,,10.0,150.0,2023-06-06,2023-08-08,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,"Roof, Slabs, Stairs","Stairs, Ramps, Lift, Hardware",Handrails,63.0,1.0
5181,Timber and Floors,Planker & Tømmer,Brugt Tømmer,/trae_og_gulve/planker_og_toemmer/brugt-toemmer/266810/brugt-toemmer-20-x-20-cm-laengde-5-meter,Brugt tømmer x cm længde meter,266810,"['/dyn/resources/Shop_Model_Product/image/0/266810/1686833667/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/348249/1686833641/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348247/1686833639/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/348250/1686833642/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348246/1686833618/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348251/1686833643/old2columns/266810.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348252/1686833644/old2columns/266810.jpg']",20.0,cm,,,20.0,cm,1.0,2200.0,2023-08-12,2023-11-06,Genbyg,DK,dk,Wood,Wood skirtings,Pr_35_90_43_98,Other,"Blocks, Panels, Fences, Bricks",Walling units,,0.0
