,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Quantity,LastPrice,Saved,LastUpOn,Store,Country,Language,material_emb,Danish_Raw,Danish_Code,first_level,second_level,third_level,SoldAfterDays,Sold
564,Doors and  Windows,Brugte Døre,Fyldningsdøre med glas og karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-glas-og-karm/253255/skoledoer-med-fyldninger-og-glas,Skoledør med fyldninger og glas .,253255,"['/dyn/resources/Shop_Model_Product/image/5/253255/1569231833/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/293222/1569231837/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/293227/1569231843/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/293223/1569231839/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/293224/1569231840/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/293225/1569231841/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/293226/1569231842/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/293221/1569231836/old2columns/skoledoer-fra-amager-faelled-skole.-253255.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/293228/1569232521/old2columns/skoledoer-med-fyldninger-og-glas.-253255.jpg']",97.0,cm,208.0,cm,14.5,cm,1.0,1800.0,2023-03-02,2023-09-22,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,204.0,1.0
565,Doors and  Windows,Brugte Døre,Fyldningsdøre med glas og karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-med-glas-og-karm/253252/skoledoer-med-fyldninger-og-glas,Skoledør med fyldninger og glas .,253252,"['/dyn/resources/Shop_Model_Product/image/2/253252/1569230937/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/293217/1569230940/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/293215/1569230938/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/293216/1569230939/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/293218/1569230941/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/293219/1569230942/old2columns/skoledoer-fra-amager-faelled-skole.-253252.jpg']",97.0,cm,208.0,cm,12.0,cm,1.0,2000.0,2023-05-05,2023-09-24,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,142.0,1.0
1009,Doors and  Windows,Brugte Vinduer,Termovinduer,/doere-vinduer/brugte-vinduer/termovinduer/267425/vinduesparti-bredde-7-meter,Vinduesparti bredde meter,267425,"['/dyn/resources/Shop_Model_Product/image/5/267425/1693378623/old2columns/267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350663/1693378605/old2columns/267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351371/1694598236/old2columns/vinduesparti-267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/351321/1694510215/old2columns/vinduesparti-267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/351323/1694510216/old2columns/vinduesparti-267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351372/1694599041/old2columns/vinduesparti-267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/351324/1694510217/old2columns/vinduesparti-267425.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/351322/1694510216/old2columns/vinduesparti-267425.jpg']",700.2,cm,322.0,cm,12.4,cm,1.0,25000.0,2023-04-15,2023-06-03,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,49.0,1.0
1068,Doors and  Windows,Brugte Vinduer,Termovinduer,/doere-vinduer/brugte-vinduer/termovinduer/266478/vinduesparti-med-vaern,Vinduesparti med værn,266478,"['/dyn/resources/Shop_Model_Product/image/8/266478/1684063742/old2columns/vinduesparti-med-vaern-266478.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/346765/1683899726/old2columns/vinduesparti-med-vaern-266478.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/346767/1683900092/old2columns/vinduesparti-med-vaern-266478.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/346768/1683900092/old2columns/vinduesparti-med-vaern-266478.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/346769/1683900093/old2columns/vinduesparti-med-vaern-266478.jpg']",157.0,cm,214.0,cm,12.5,cm,1.0,2800.0,2023-03-02,2023-03-14,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,12.0,1.0
1123,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/267054/dobbelt-vinduesramme,Dobbelt vinduesramme,267054,"['/dyn/resources/Shop_Model_Product/image/4/267054/1689839044/old2columns/267054.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/349330/1689754841/old2columns/267054.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/349328/1689754826/old2columns/267054.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/349329/1689754837/old2columns/267054.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349332/1689754848/old2columns/267054.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349333/1689754852/old2columns/267054.jpg']",115.5,cm,60.0,cm,3.0,cm,1.0,1200.0,2023-03-02,2023-08-13,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,164.0,1.0
1170,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/252076/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted,"Stor vinduesramme med skævhed , fra Centralværksted .",252076,"['/dyn/resources/Shop_Model_Product/image/6/252076/1559639218/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/288566/1559639217/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/288564/1559639217/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/288565/1559639216/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/288567/1559639216/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/288569/1559639215/old2columns/stor-vinduesramme-med-skaevhed-fra-dsb-centralvaerksted.-252076.jpg']",113.0,cm,111.0,cm,3.5,cm,1.0,275.0,2023-03-02,2023-04-12,Genbyg,DK,dk,Architectural glass,Window walls,Pr_30_59_99,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels,41.0,1.0
1172,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/252147/loes-vinduesramme-med-sprosser,Løs vinduesramme med sprosser,252147,"['/dyn/resources/Shop_Model_Product/image/7/252147/1560404669/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/288828/1560404665/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/288826/1560404663/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/288827/1560404662/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/288829/1560404660/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/288830/1560404657/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/290264/1562748229/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/290265/1562748229/old2columns/loes-vinduesramme-med-sprosser-252147.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/290266/1562748230/old2columns/loes-vinduesramme-med-sprosser-252147.jpg']",64.0,cm,117.0,cm,3.5,cm,4.0,175.0,2023-03-26,2023-07-08,Genbyg,DK,dk,Insulating glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,104.0,1.0
1173,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/251788/loes-vinduesramme-med-sprosser,Løs vinduesramme med sprosser,251788,"['/dyn/resources/Shop_Model_Product/image/8/251788/1557997981/old2columns/loes-vinduesramme-med-sprosser-251788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/287152/1557997978/old2columns/loes-vinduesramme-med-sprosser-251788.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/287150/1557997976/old2columns/loes-vinduesramme-med-sprosser-251788.jpg']",55.5,cm,124.5,cm,3.5,cm,1.0,600.0,2023-03-02,2023-04-18,Genbyg,DK,dk,Insulating glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,47.0,1.0
1175,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/251076/buet-vinduesramme-med-sprosser,Buet vinduesramme med sprosser,251076,"['/dyn/resources/Shop_Model_Product/image/6/251076/1557835087/old2columns/buet-vinduesramme-med-sprosser-251076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/284348/1557835083/old2columns/buet-vinduesramme-med-sprosser-251076.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/284349/1557835082/old2columns/buet-vinduesramme-med-sprosser-251076.jpg']",45.0,cm,92.0,cm,3.6,cm,13.0,600.0,2023-04-05,2023-06-04,Genbyg,DK,dk,Sitka spruce,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,60.0,1.0
1181,Doors and  Windows,Brugte Vinduer,Vinduesrammer,/doere-vinduer/brugte-vinduer/vinduesrammer/85042/loese-vinduesrammer-med-sprosser,Løse vinduesrammer med sprosser,85042,"['/dyn/resources/Shop_Model_Product/image/2/85042/1558346095/old2columns/loese-vinduesrammer-med-sprosser-85042.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/278774/1558346095/old2columns/loese-vinduesrammer-med-sprosser-85042.jpg']",52.5,cm,113.5,cm,3.5,cm,1.0,250.0,2023-03-02,2023-06-11,Genbyg,DK,dk,Insulating glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,101.0,1.0
