,Name,URL,Price,Business,Category,Subcategory,Country,Location,Description,Dimensions,Age,ItemID,SellerID,SellersStockID,DateOfListing,Imagefiles,LastUpOn
1149,Antique Georgian Fireback,https://www.salvoweb.com/32518-antique-georgian-fireback,£ 1800  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,"An antique Georgian fireback in cast iron. This original early eighteenth century fireback depicts a romantic pastoral scene of a pair of lovers sat under a tree, surrounded by hunting dogs. The fireback has a crack in the centre which has been thoroughly repaired, probably in the mid-nineteenth century with a wrought iron plate riveted to the back. This characterful, substantial antique fireback would add period flare to any fireplace.The fireback is also pictured with a pair of antique polished andirons and a swans nest basket, each sold separately.Dimensions:89cm wide x 87.5cm highDimensions are approximate.",0.00 cm. x 89.00 cm. x 87.50 cm.,More than 50 years old,32518.0,10617.0,ZZ100,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/85732_2.jpg?v=1598275939', 'https://cdn.shopify.com/s/files/1/1341/7889/products/85732_3.jpg?v=1598275939', 'https://cdn.shopify.com/s/files/1/1341/7889/products/85732_4.jpg?v=1598275940', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-cast-iron-fire-back_85732_1.jpg?v=1598275938']",
1150,Late Georgian/Victorian Style Black Slate Fireplace Surround,https://www.salvoweb.com/32505-late-georgianvictorian-style-black-slate-fireplace-surround,£ 1140  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,"A Victorian style crossover fireplace surround made from reclaimed black slate.The understated design of this surround is one that was typical of both the Victorian and Georgian periods and would make a fantastic feature piece to both a traditional or contemporary property project.This fireplace is also available in a natural black slate finish which is light in colour than this dark matt black variety.This fireplace can be made to measure, fitting a plethora of room sizes. The fire photographed measures:Shelf 152.5cm W x 19cm DOverall Height: 113cmOpening: 92cm x 92cmPlease contact us for further information or with the dimensions you require.",0.00 cm. x 0.00 cm. x 0.00 cm.,Less than 50 years old,32505.0,10617.0,FPBS2038,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/uk-black-slate-fireplace.jpg?v=1598278000', 'https://cdn.shopify.com/s/files/1/1341/7889/products/black-slate-fireplace.jpg?v=1598278001', 'https://cdn.shopify.com/s/files/1/1341/7889/products/black-slate-fireplaces-in-hertfordshire_47bab1b2-ce15-4554-b138-da59d2b4baba.jpg?v=1598278001', 'https://cdn.shopify.com/s/files/1/1341/7889/products/black-slate-simple-fireplace-london_edb76889-a473-4025-ba8a-a4a405988261.jpg?v=1598278002', 'https://cdn.shopify.com/s/files/1/1341/7889/products/black-slate-simple-fireplace_b6529617-b3f0-4362-8b42-dc4ec9129e35.jpg?v=1598278002']",
1151,Antique Fire Fender,https://www.salvoweb.com/32506-antique-fire-fender,£ 275  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,Victorian cast iron fire fender with copper mesh inset. Traditional Victorian spear head motifs stand vertically around the fender. Dimensions87cm W x 28 cm D,0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32506.0,10617.0,10201017,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/gothic.jpg?v=1598277403', 'https://cdn.shopify.com/s/files/1/1341/7889/products/gothic2.jpg?v=1598277403', 'https://cdn.shopify.com/s/files/1/1341/7889/products/gothic3.jpg?v=1598277404', 'https://cdn.shopify.com/s/files/1/1341/7889/products/gothic4.jpg?v=1598277404']",
1152,Antique Regency Mahogany Breakfast Table,https://www.salvoweb.com/32508-antique-regency-mahogany-breakfast-table,£ 650  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A Regency mahogany breakfast table, with tilting mechanism. This table to made from a single sheet of flame mahogany and has thus slightly warped due to its age.Complete with ornate brass castors and brass pull mechanism beneath the table top.Dimensions102cm x 125cm x 72cm HDimensions are Approximate",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32508.0,10617.0,REG1,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/table1.3.jpg?v=1598277079', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.jpg?v=1598277079', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.6.jpg?v=1598277080', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.1.jpg?v=1598277080', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.5.jpg?v=1598277081', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.2.jpg?v=1598277081', 'https://cdn.shopify.com/s/files/1/1341/7889/products/table1.4.jpg?v=1598277082']",
1153,Antique Reclaimed Cast Iron Fireback,https://www.salvoweb.com/32509-antique-reclaimed-cast-iron-fireback,£ 425  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,Antique reclaimed cast iron fireback with varied levels of relief work. Decorative low relief foliage frames a horse and rider with flag; suggestive of the imagery associated with the reign of Richard Lion Heart. An intricate piece that would sit very well with a number of fireplace set ups. Dimensions53cm W x 72cm H,0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32509.0,10617.0,ZZ2100617,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/richaard_lion_heart2.jpg?v=1598277088', 'https://cdn.shopify.com/s/files/1/1341/7889/products/richaard_lion_heart.jpg?v=1598277089', 'https://cdn.shopify.com/s/files/1/1341/7889/products/richaard_lion_heart3.jpg?v=1598277089', 'https://cdn.shopify.com/s/files/1/1341/7889/products/richaard_lion_heart_2989be20-6b6e-49cb-b8a6-9f768e659517.jpg?v=1598277090']",
1154,Antique Victorian Cast Iron Horseshoe Insert,https://www.salvoweb.com/32515-antique-victorian-cast-iron-horseshoe-insert,£ 650  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,Original and fully restored antique Victorian horseshoe insert.This original antique insert features a floral cast iron motif that adorns the circumference of the horseshoe. It also has a 4 bar integral basket with simple and charming floral backplate.A delightful statement insert that will sit with a number of surrounds both simple and ornate. Dimensions71.5cm W x 92.5cm,0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32515.0,10617.0,AG22,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/antique-horseshoe-insert.jpg?v=1598278104', 'https://cdn.shopify.com/s/files/1/1341/7889/products/black-fireplace-victorian.jpg?v=1598278105', 'https://cdn.shopify.com/s/files/1/1341/7889/products/cast-iron-horse-shoe-fireplace.jpg?v=1598278105', 'https://cdn.shopify.com/s/files/1/1341/7889/products/cast-iron-fireplaces-in-london.jpg?v=1598278106', 'https://cdn.shopify.com/s/files/1/1341/7889/products/vintage-fireplace.jpg?v=1598278106', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique-fireplace-london.jpg?v=1598278107']",
1155,Antique Rococo Cast Iron Horseshoe Insert,https://www.salvoweb.com/32516-antique-rococo-cast-iron-horseshoe-insert,£ 1140  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,"An original and fully restored antique Rococo fireplace insertThis unusual nineteenth century insert features Rococo Revival decorative scrolling, with an ornately shaped horseshoe opening and scrolling motifs to the base of the integral basket.This is a rare piece that would undoubtedly bring period charm to any renovation project.Dimensions:92cm wide x 96.5cm highDimensions are approximate.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32516.0,10617.0,AG28,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/antique-rococo-insert.jpg?v=1598278125', 'https://cdn.shopify.com/s/files/1/1341/7889/products/rococo-cast-iron-insert.jpg?v=1598278126', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique-cast-iron-insert.jpg?v=1598278126', 'https://cdn.shopify.com/s/files/1/1341/7889/products/art-nouveau-fireplace_23fbb860-2407-46c4-aea6-c9f9739d621e.jpg?v=1598278127', 'https://cdn.shopify.com/s/files/1/1341/7889/products/fancy-fireplace-insert.jpg?v=1598278127', 'https://cdn.shopify.com/s/files/1/1341/7889/products/fancy-roccoco-cast-iron-fireplace.jpg?v=1598278128', 'https://cdn.shopify.com/s/files/1/1341/7889/products/rococo-antique-insert.jpg?v=1598278128']",
1156,Victorian Nursing Chair Frame,https://www.salvoweb.com/32517-victorian-nursing-chair-frame,£ 325  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"An early Victorian nursing chair frame. A delightful piece of furniture, with all original springs, turned legs with porcelain and brass detailing and shaped iron back still intact.This frame is ideal for an upholstery task. Dimensions70cm W x 62cm H x 34cm (to top of springs) 62cm H (to top of back) ",34.00 cm. x 70.00 cm. x 62.00 cm.,More than 50 years old,32517.0,10617.0,ZZ2191017,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/chair1.jpg?v=1598277383', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair.jpg?v=1598277383', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair2.jpg?v=1598277384', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair3.jpg?v=1598277385', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair4.jpg?v=1598277385', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair5.jpg?v=1598277386', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair6.jpg?v=1598277386', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair7.jpg?v=1598277387', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chair9.jpg?v=1598277387']",
1157,Antique Brass Naval Porthole,https://www.salvoweb.com/32499-antique-brass-naval-porthole,£ 225  ,Architectural Forum,Antique & Reclaimed,Windows & Accessories,UK,UK > Hertfordshire,"A fabulous piece of Naval history, this antique brass porthole was removed from an early Twentieth Century Royal Navy Vessel.With its original glass still in tact, the piece has a wonderful weathered patina with a brass that could be polished to a high shine if desired. Dimensions30cm DiameterDepth: 14cmAperture Diameter: 20cmDimensions are approximate.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32499.0,10617.0,ZZ212,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/reclaimed-ship-port-hole_800x_58245090-da00-4929-b9ae-64b1f674b1c1.jpg?v=1598277761', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique-naval-port-hole-vintage_d78744c5-0acf-435b-a7d6-4b382cb42d22.jpg?v=1598277761', 'https://cdn.shopify.com/s/files/1/1341/7889/products/sea-antiques_29ee550f-ceb0-4aa9-b889-1dd6c1eec932.jpg?v=1598277762', 'https://cdn.shopify.com/s/files/1/1341/7889/products/porthole_2a86f888-046c-4d8f-a51b-7a957b5967b3.jpg?v=1598277762', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique-porthole_0fb53bc9-e9e1-47ea-9e39-287501ffa35a.jpg?v=1598277763', 'https://cdn.shopify.com/s/files/1/1341/7889/products/porthole-antique-ship_60a11384-1d8f-404e-beca-6c4bd8dcee5a.jpg?v=1598277763', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-Solid-Brass-Naval-Porthole_78071_4_8b9d4735-7de7-48df-8a34-ff9be57f3a36.jpg?v=1598277764']",
1158,Reclaimed Original Military Wooden Box,https://www.salvoweb.com/32502-reclaimed-original-military-wooden-box,£ 44  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,"A wonderful wooden wartime box with canvas strap.The ragged box has very interesting details of wear including many small holes to the exterior, the majority being on the lid.This military box would have most likely been used to carry ammunition whilst out in the field. It comes with khaki green canvas strap and a hook to fasten the base and lid together, one of the hinges is missing (see photos).A very unique and interesting piece to own and can be used for decorative or storage purposes. The hinge could also be replaced so that this small wooden box can once again be used to carry items around.DimensionsExterior Length 29cm, Height 22cm Depth 14cmInterior 25cm Length x 11cm DepthDimensions are approximate.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32502.0,10617.0,WB12,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/old-wooden-box-handle.jpg?v=1598277817', 'https://cdn.shopify.com/s/files/1/1341/7889/products/wooden-box-with-strap.jpg?v=1598277817', 'https://cdn.shopify.com/s/files/1/1341/7889/products/old-wooden-box-war.jpg?v=1598277817', 'https://cdn.shopify.com/s/files/1/1341/7889/products/wooden-box-war-strap.jpg?v=1598277818', 'https://cdn.shopify.com/s/files/1/1341/7889/products/old-wooden-box-canvas-strap.jpg?v=1598277819']",
1159,Victorian Pine Pew Benches,https://www.salvoweb.com/32491-victorian-pine-pew-benches,£ 325  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,"Simple victorian dark stained pine benches.A versatile design, perfect for hallways, boot-rooms, pubs and other venues requiring seating without using a lot of space.4 Benches Available. Price listed is per bench. Dimensions220 cm L x 86cm H (back) x 39cm DSeat Height: 42cm",220.00 cm. x 86.00 cm. x 42.00 cm.,More than 50 years old,32491.0,10617.0,ZZ9071217,2021-04-23,"['https://cdn.shopify.com/s/files/1/1341/7889/products/bench.jpg?v=1598277487', 'https://cdn.shopify.com/s/files/1/1341/7889/products/bench2.jpg?v=1598277488', 'https://cdn.shopify.com/s/files/1/1341/7889/products/bench3.jpg?v=1598277488', 'https://cdn.shopify.com/s/files/1/1341/7889/products/bench4.jpg?v=1598277489']",
1160,Reclaimed Solid Pine Four Panel Door - 196cm x 74cm,https://www.salvoweb.com/32493-reclaimed-solid-pine-four-panel-door-196cm-x-74cm,£ 90  ,Architectural Forum,Antique & Reclaimed,Doors & Handles,UK,UK > Hertfordshire,A solid four panel pine door. Painted in forest green on one side and lime on the reverse.  Comes complete with interesting finger plateDimensions 196cm H x 74cm W x 3.5 cm DREF: E9,3.50 cm. x 74.00 cm. x 196.00 cm.,More than 50 years old,32493.0,10617.0,E9 PINE,2021-04-23,"['https://cdn.shopify.com/s/files/1/1341/7889/products/e9.jpg?v=1598277357', 'https://cdn.shopify.com/s/files/1/1341/7889/products/e9.1.jpg?v=1598277358', 'https://cdn.shopify.com/s/files/1/1341/7889/products/e9.2.jpg?v=1598277358', 'https://cdn.shopify.com/s/files/1/1341/7889/products/e9.3.jpg?v=1598277359', 'https://cdn.shopify.com/s/files/1/1341/7889/products/e9.4.jpg?v=1598277359']",
1161,Georgian Style Natural Slate Bullseye Chimneypiece,https://www.salvoweb.com/32483-georgian-style-natural-slate-bullseye-chimneypiece,£ 1250  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,"A Georgian style fireplace surround crafted from slate and left in its natural finish. This classic chimneypiece features a bullseye design with reeded jambs. typical of the Georgian period. This attractive fireplace would make a very graceful edition to any period property but also has the versatility to sit well in a more modern interior.This fireplace can be made to measure, fitting a plethora of room sizes.  Please get in touch with us to discuss your project requirements. This fireplace is also available in a blackened finish that offers a darker and sleeker aesthetic. The fire photographed measures:Shelf 136cm W x 19cm DOverall Height: 108.5cmOpening: 84cm wide x 91.5cmWidth of Jamb (leg) 18cmPlease contact us for further information or with the dimensions you require.",19.00 cm. x 136.00 cm. x 108.50 cm.,More than 50 years old,32483.0,10617.0,LSE8,2021-04-23,"['https://cdn.shopify.com/s/files/1/1341/7889/products/slate-georgian-fireplace.jpg?v=1598280009', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0016.jpg?v=1598280009', 'https://cdn.shopify.com/s/files/1/1341/7889/products/georgian-fireplace.jpg?v=1598280010', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0018.jpg?v=1598280010', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0017.jpg?v=1598280011', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0014.jpg?v=1598280011', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0015.jpg?v=1598280012', 'https://cdn.shopify.com/s/files/1/1341/7889/products/antique_marble_fireplace-0013.jpg?v=1598280012']",
1162,Pine Framed Printer's Table,https://www.salvoweb.com/32472-pine-framed-printers-table,£ 450  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"An unusual antique item featuring a solid Pine frame and unique ball bearing studded surface. Beneath the tabletop is an intricate network of pipes, the ingenious air cooling system, used to dry prints as they rested upon the ball bearings above. Dimensions: L 100cm x W 63cm x H 94cm",100.00 cm. x 63.00 cm. x 94.00 cm.,More than 50 years old,32472.0,10617.0,102201803,2021-04-23,"['https://cdn.shopify.com/s/files/1/1341/7889/products/end-view.jpg?v=1598277612', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Artist-table-side-flat.jpg?v=1598277613', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Artist-table-topside.jpg?v=1598277614', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Artist-table-underside_c3e8a40d-2b81-4b52-bd7c-9a136f3f7200.jpg?v=1598277614', 'https://cdn.shopify.com/s/files/1/1341/7889/products/ball-bearings-01.jpg?v=1598277615']",
