,Feature,Importance
0,Weight,0.8955697
10,Category_Per building,0.104430325
14,Language_fr,0.0
24,third_level_Headwall and swale inlet products,0.0
23,second_level_Other,0.0
22,"second_level_Floors, Ceiling",0.0
21,first_level_Other,0.0
20,Belgium_Code_Pr_40_20_96_81,0.0
19,Belgium_Raw_Sinks,0.0
18,material_emb_Water,0.0
17,material_emb_Ultrapure water,0.0
16,material_emb_Sitka spruce,0.0
15,material_emb_Porcelain,0.0
13,Store_rotordc,0.0
1,Initial_Price,0.0
12,Country_BE,0.0
11,Category_Sanitary,0.0
9,Height,0.0
8,Width,0.0
7,Length,0.0
6,Quantity_Change,0.0
5,Price_Change,0.0
4,Stock_Now,0.0
3,Initial_Stock,0.0
2,Latest_Price,0.0
25,third_level_Other,0.0
