,Feature,Importance
1,Initial_Price,0.38367224
0,Weight,0.376016
16,material_emb_Wood,0.1261478
14,material_emb_Architectural glass,0.114164
12,Store_rotordc,0.0
21,third_level_Furnishings,0.0
20,"second_level_Door, Windows, Gates",0.0
19,"first_level_Roof, Slabs, Stairs",0.0
18,Belgium_Code_Pr_30_59_24_97,0.0
17,Belgium_Raw_Wood doorsets,0.0
15,material_emb_Expansive concrete,0.0
13,Language_fr,0.0
11,Country_BE,0.0
10,Category_Doors,0.0
9,Height,0.0
8,Width,0.0
7,Length,0.0
6,Quantity_Change,0.0
5,Price_Change,0.0
4,Stock_Now,0.0
3,Initial_Stock,0.0
2,Latest_Price,0.0
22,third_level_Glass blocks and panels,0.0
